rejected_page_count	Count
64 s.,16 pl.	1
39, [5] s.	1
157 s. +	1
255 s.,30 pl.	1
106 s. +	1
(4), 124 s., 1 portr.	1
[2], 247 s., [2] vikta pl.-bl.	1
263 s. & rättelselapp, 14 lösa kartbl.	1
224 s.,3 pl.	1
656s	1
218s.,1 portr.	1
(2),32,(2)s	1
152s.,1 karta	1
226, [2] s., 1 pl.-bl.	1
vii, 465 s., 1 pl.	1
59,(2)s.,5 pl.-bl.	1
135,(1)s.,72s. annonser	1
82s.,1 karta	1
(5),274s.,1 pl.	1
184,[5] s.	1
(1),61 s.,1 karta	1
(2),v,192s	1
39s.,21 pl.,1 tab.	1
115s.,5 pl.-bl.	1
316,329s;(2 vol.)	1
16, 61s.	1
vij, 248 s.	1
[7], 149 s., 14 pl., 1 karta	1
viij,286s.,1 pl.	1
171 s., 5 pl.-bl.	1
216 s., [20] pl.-bl.	1
192, 206 s.	1
(1),100s.,13 pl.	1
2 vol.;(183 ; 184 s.)	1
30 s., [2] pl.-bl.	1
144s.,1 pl.	1
(7),174 s.,1 portr.	1
131 s. +	1
134 s., 1 bil.	1
61s.,3s. pl.	1
75, [3] s., 20 pl.-bl.	1
151,[1] s.	1
269 s.,1 pl.	1
viii, 317 s.	1
2 vol.;(s.iij-lix,v-xix;555s.;s.iij-x;543s)	1
(1),40s	1
v, 254 s., 68 pl.	1
143s.,8 pl.	1
80 s., 1 pl.-s.	1
263s.,1 bl. rättelser	1
40 s., [1] vikt pl.-bl.	1
[1], 12 s.	1
172, (2) s.	1
85 s., 18 pl.-bl.	1
[148], 29 s.	1
80 s..,5 pl.	1
123,[1] s.	1
(1), 149, (2) s.	1
(3),51s	1
68s.,2 kartor	1
254 s., 26 pl.	1
172 s.,1 pl.	1
378 s., 1 portr.	1
[4], 342, [1] s.	1
16 s. ,1 bil.	1
195s.,1 karta	1
v,82s	1
(1),11s.,2 pl.	1
328s.,1 karta	1
76 s., 4 pl.-bl.	1
[4], 181 s	1
s.281-287,1 portr.	1
11s., 10 pl.	1
260, (1) s.	1
261s.,8 pl.-bl.,(2) s.	1
20s.,s.20a-20g,s.21-64,201-222	1
(1),69s.,1 portr.	1
78 s., 30 pl.-bl.	1
313,(1)s., 8 pl., 1 karta	1
149, (2 ) s.	1
(6),69,(1)s	1
(4), 223 s.	1
22s.,3 tab.	1
139, (1) s.	1
102s.,1 portr.	1
[9], 285, [2] s., 1 portr.	1
36s.,11 pl.-bl.,2 tab.	1
vi, 72 s., 2 pl.	1
[2], 78 s., [7] pl.-bl.	1
80 s., 1 portr.	1
26 s. +	1
2259s	1
53 s.,1 pl.-bl.	1
397s +	1
72s.,1 tab.	1
(101) bl.	1
2 vol.;(64, 206 s. ; S. 211-495)	1
[7], 256 s., 1 bilaga	1
192, [1] s., [1] pl.-bl.	1
271s.,1 pl.	1
[7], 60, [1] s., 11 pl.-bl.	1
S. 203-410, lxvii kart- och pl.-bl.	1
(1),26,(1)s	1
99	1
202 s., [1] pl.-bl.	1
(6),448s	1
2 vol.;(16s.;12s)	1
287 s., 5 pl.-bl.	1
272s.,1 tab.	1
123s.,1 pl.	1
(1),117,(2)s	1
63 s. , 5 pl.-bl.	1
4, [4] s.	1
2 vol.;(223,224s)	1
4 vol.;(224, 240, 208, 240 s).	1
260,[2] s.	1
XIV, 335 s.	1
viii, 188, [3] s.	1
vij,223s	1
169 s., 10 pl.	1
170 s., 4 portr.	1
(2),18,(3)s	1
(3),33,(2)s	1
(4),295s	1
xv, 352 s.	1
(4),79s.,1 portr.	1
[18], 231s., 6 pl.-s.	1
s.293-296,1 portr.	1
24s.,2 pl.	1
160,[3] s.	1
(2)s.,720 sp.(3-spaltigt)	1
(3),49s	1
211s.;s.213-399	1
40 s., [4] pl.-bl.	1
(3),77s +	1
viij,161s	1
19s.,2 tab.	1
vij, 162 s.	1
2 vol.;(19,32s)	1
[3], 109 s.	1
49 s., 4 pl.	1
79s.,4 bil.	1
49s.,6 pl.	1
2 vol.;(224 ; 217 s.)	1
266 s., 2 pl.	1
2 vol.;(213 ; 214 s.)	1
2 vol.;(267, [2] ; 238, [1] s.)	1
2 vol.;(345 ; 327 s.)	1
2 vol.;(242 s. ; s. 243-474)	1
40 s.,[100] pl.-bl.	1
67, v s	1
120, (1) s.	1
xvi, 454, [3] s.	1
132s.,2 pl.-bl.	1
463 s., 16 pl.	1
56s.,1 karta	1
74s +	1
xj,147 s.,1 pl.	1
122 s., 8 pl.-bl.	1
47s., 5 pl.	1
149 s., 12 pl.-bl.	1
iv, 91 s., 6 bilagor	1
[4], 69 s., 2 pl.-bl.	1
496, vi s.	1
(2),154,(1)s	1
152 s.,1 karta	1
379 s. +	1
(6),216s	1
109s.,1 portr.	1
158s., 1 pl.	1
[3],79, [1] s.	1
131s.	1
72s +	1
236 s., 1 portr., 1 karta	1
(1)s.,s.13-21	1
vii, 174 s., 1 karta	1
viij, 213 s.	1
148	1
150s.,s.5-188	1
32s.,1 karta +	1
(1),v,413s	1
(2),71s	1
vii, 91 s.	1
152, 158 s.	1
(2),53,(1)s	1
272, [5] s.	1
203s.,16 pl.-bl.	1
2 vol.;(175s. & rättelselapp;s. 177-386)	1
(6), 232 s., 1 portr.	1
[4], 90, [3] s.	1
(2),348,(4)s.,2 kartor	1
6s.,6 pl.-bl.	1
133 s., 1 pl.-bl.	1
142s.,1 pl.	1
[7], 494 s.	1
s.245-271,1 pl.	1
300,[4],293,274 s.	1
2 vol.;(xiij,453;(4),394s)	1
16,20s	1
(3),224s	1
134s +	1
172s.,1 pl.	1
[2], 68 s., 2 pl.	1
iv,105 s.	1
(1)s.,s.7-22,(2)s	1
(4),410s	1
2 vol.;(230 s.(vol. 1), 231-466 s.(vol. 2))	1
8s. Nyckel 7s	1
211s.	1
152s.,4 pl.	1
447s.,1 portr.	1
(4),123s	1
vij,(2),264s	1
(2),22 bl. (ensidigt tryckta)	1
[2], 483 s.	1
[2], 29, 25, 32 s.	1
(11), 169, (1) s., 45 pl.	1
8 s., 32 pl.-bl.	1
xv, 334, [1] s.	1
(7),82,(1)s	1
59 s., 3 pl.	1
175,(2)s.,1 portr.	1
219, [1] s., 1 pl.	1
269, [1] s., 1 pl.	1
142 s., 1 pl.-bl.	1
247 s., 1 pl.-bl.	1
222, [1] s., 1 pl.-bl.	1
viij,89s	1
244 s., 4 pl.	1
58s.,3 pl.,1 karta	1
[1], 8 s.	1
[1] , 8 s.	1
13 pl.-bl. +	1
(4),168s +	1
9 blad	1
202,(2)s	1
[4], 752 s.	1
(8),166 s.	1
(1),346 s.	1
67 s., 9 pl.	1
91s.,9 pl.-bl.	1
320 s. +	1
246, [1] s., 1 karta	1
(3),52s +	1
ix,195s	1
viij,176s	1
184 s.,3 kartor, 1 pl.	1
(2),73,(4)s	1
(29) s.	1
(52)s. pl.	1
(4)s.,1 bil.	1
(6)s.,42 pl.	1
cxi, [1], 70 s.	1
133,(5)s	1
(4), 72 s., 1 karta	1
171s.	1
254, [4] s., 8 pl.-bl.	1
179,(2)s	1
33 lösa bl. i kartong	1
26, v s.	1
[8] s., 60 pl.-bl.	1
[8] s., 60 pl.	1
189 s. +	1
[4],351 s.	1
133,(1)s.,2 pl.	1
(7),236s	1
2 vol.;(342, 358 s.)	1
250 s., 1 karta	1
[1], 173 s.	1
(8),320 s.	1
31 s., 10 pl.-bl.	1
451s.	1
576 s.;(576 s., 4 pl.-bl.)	1
250, [2] s., [1] pl.-bl.	1
s.287-292,1 portr.	1
(5),116s.,1 tab.	1
160 s., 1 portr.	1
130s.,9 pl.	1
79s.,48 pl.	1
100 s., 21 pl.-bl.	1
404 s., 1 karta	1
72, (1) s.	1
82s.,1 tab.	1
v,249s	1
291 s.,1 portr.	1
[1] s., 10 pl.-bl.	1
40 s.;(40,(26)s.,13 pl.)	1
s. 3-8	1
viij,141s	1
352 s.;((3),352s)	1
502, (2) s.	1
cxxxi, 368 s.	1
xiv,204s.,26 pl-bl..	1
2s.,bl. 3-40	1
45 s., [23] pl.-s.	1
28 s., [11] pl.-bl.	1
1 bl. vikt i 6 dlr.	1
(10)s.,16 pl.	1
296,(1)s	1
91,(1)s.,56 pl.-bl.	1
44s.,1 portr.	1
33s.,1 karta	1
47,(1)s +	1
viij,167 s.	1
(1)s.,s.19-72,4 pl.	1
[2], xij, [1], 712 s., 2 pl.	1
(6),70,(4)s.,7 pl.	1
231, [1] s., 8 pl.	1
[4] s., s. 13-101	1
iv, 166 s.	1
174 s., 2 kartor	1
xxvii,113 s.	1
534s	1
xix, 207 s.,1 pl.-bl., 1 karta	1
[8], 751 s.	1
(1),46,(1)s.,2s. pl.	1
39, 17 s.	1
(1)s.,s.463-626,4 tab.,9 pl.,1s. rättelser	1
(35)s	1
viij,213s +	1
lij,391,112s	1
(1),267s	1
viij,716s.,1 karta	1
[2], 42, [1] s.	1
278,(1)s.,34 pl.-bl.	1
(1),141s	1
(8),196s.,5 pl.	1
511s	1
(3),99s	1
[1], 29, [3] s., 1 pl.	1
(1),43s.,1 pl.	1
viij,704s	1
vj,(1),224s +	1
(8),123s	1
s.269-273,1 pl.	1
s.221-268,11 pl.-bl.	1
S. 123-219	1
s.89-121, 3 pl.	1
s.71-87	1
s.45-70, 2 pl.	1
s.39-44, 2 pl.	1
s.11-38, 4 pl.	1
s.1-10 ; 1 pl.	1
s.403-430 ; 2 pl.	1
s.383-402	1
s.97-381	1
(1),106,(1)s	1
ix,242,(1)s	1
(3),91 s., 1 pl.	1
(3),88s.,5 pl.	1
58,(6)s	1
(2),28,(2)s	1
(496)s	1
54, (2) s.,2 pl.-bl.	1
[127] s.	1
[3] s., s. 7-65	1
379, [4] s.	1
194 s., [84] pl.-bl.	1
128s.,12 pl.-bl.	1
123, (1)s.	1
15 s., 2 tab.-bl.	1
S.85-156	1
125 s. (inkl. ann.)	1
119 s., 6 pl.-bl.	1
131 ,[1] s.	1
172 [1] s.	1
viii,128s.,vi pl.-bl.	1
144, (1) s.	1
17s. (sammanfattning) +	1
125,(1)s.,8 pl.-bl.	1
51, [1] s. +	1
50s.,1 pl.-bl.	1
(2),58s	1
89,(1)s.,3 pl.-bl.	1
168 s., 30 pl.-bl.	1
247, [1] s. +	1
321 s., 3 pl.-bl.	1
27s.,1 tab.-bl.	1
26s. (sammanfattning) +	1
(1)s.,s.211-228	1
Ca 130s	1
xxv,(6)s.,64 pl.-s	1
61s.	1
xvii,411,(1)s	1
148 s., 6 pl.-s	1
141 s., 2 pl.-s	1
83, [57] s. (inkl. ann.)	1
92s. (inkl. ann.)	1
778 s., 8 pl.-bl., 1 kartbl.	1
540, [2] s.	1
105 s., 7 pl.-bl.	1
145 bl., 8 pl.-bl.	1
214 s., 3 pl.-bl.	1
29, [3]s	1
v, 41 s.	1
146s.,16 pl.-bl.,1 kartbl.	1
700 s., 8 pl.-bl.	1
S.255-357	1
(6),157 s.	1
157,(2)s.,5 pl.-bl.	1
117, [1] s., [28] pl.-bl.	1
(7),129,(1)s	1
213 s., [8] pl.-bl., 1 kartbl.	1
565,[1] s.	1
52 s.,1 kartbl.	1
288 s.(inkl. ann.)	1
xiv, [1], 334s., 52 pl.-bl.	1
80 s., xliii pl.-s	1
xiv,41,29,7s.,2 diagrambl.	1
114,(2)s	1
[4], s. 9-124	1
167 s., 2 pl.-bl., 64 pl.-s., [2] s.	1
148, [2] s., 8 pl.-bl.	1
315,(1)s.,4 pl.-bl.	1
75,(1)s. (inkl. ann.)	1
74,[10] s. +	1
530 s., 1 karta	1
127s.,1 tab.-bl.	1
772s.,4 pl.-bl.	1
299, [2] s., 1 tab.-bl.	1
119, [1] s., 1 pl.-bl.	1
S.271-291,1 pl.-bl.	1
[2] ,133, [1] s.	1
[2], 32 s., 1 kartbl.	1
[1], 80, [7] s. (interfol.)	1
Block m. 11 bl.	1
607,(1)s	1
70,(1)s.,1 pl.-bl.,1 diagrambl.	1
332s.,8 pl.-bl.	1
9s. (sammanfattning) +	1
[5],153 s.	1
(6), 227 s., 4 pl.-bl.	1
30,(2)s.,1 kartbl.	1
141, [1] s., 1 kartbl.	1
199 s.,1 pl.-bl.	1
151s.,8 pl.-bl.	1
441s.,16 pl.-bl.	1
116, [2] s., 8 pl.-bl.	1
94 s., 8 pl.-bl.	1
596,(2)s.,10 pl.-bl.	1
233,(3)s.,1 pl.-bl.	1
(4), 100 bl.	1
(1), iii, 129 bl. +	1
(5), iv, (1), 157, (2) bl.	1
106 s. (sammanfattning) +	1
275,(1)s.,2 pl.-bl.	1
96, [6] s.	1
[14] textbl., 2 pl.-bl.	1
163 bl.	1
223 s., [16] pl.-bl., 1 kartbl.	1
238 s.,10 pl.-bl.	1
477,(1)s;477,(1)s	1
115,17 bl.	1
S. 81-111	1
S.165-178,1 tab.-bl.	1
48s. (inkl. ant.-bl.)	1
16 s., i pl.-bl.	1
58 s.,1 kartbl.	1
73 s., 2 pl.-bl.	1
21 s., 1 kartbl.	1
232 s., 4 pl.-bl., 1 tab.-bl.	1
38 s., 1 pl.-bl., 2 kartbl.	1
231 s., ii kartbl.	1
130, xxi s.	1
189 s., [1] pl.-bl.	1
(1),230s	1
64, [1] s. +	1
190, [1] s.,16 pl.-bl.	1
139,(2)s	1
48 s.,1 diagrambl.	1
10, (1) s., 47 kartbl.	1
47s.,11 pl.-s.	1
28,(2)s.,7 pl.-bl.	1
223,(2)s.,5 pl.-bl.	1
201,25 textbl.,24 pl.-bl.	1
13,(136)s	1
132, (2) s. , 2 pl.-bl.	1
92 s., 12 pl.-s.	1
74, (2) s. , 2 pl.-bl.	1
67, (1) s. , 3 pl.-bl.	1
S. 177-220	1
[2] s., s. 123-169	1
[1] s., s. 87-104	1
[2] s., s. 71-84	1
[2] s., s. 55-68	1
S. [37]-52	1
[2] s., s. 168-192	1
[4] s., s. 125-164	1
[2] s., s. 103-118	1
[2] s., s. 43-100	1
[2] s., s. 347-356	1
[2] s., s. 167-204	1
[4] s., s. 101-164	1
[1] s., s. 79-96	1
[2] s., s. 39-76	1
[1] s., s. 311-360	1
[5] s., s. 195-308	1
[2] s., s. 23-82, [1] s.	1
140 s.,1 pl.-bl.	1
71s.,1 pl.-bl.	1
766s.,1 pl.-bl.,1 kartbl.	1
365,(1) s.	1
112 s., 4 pl.-s.	1
59,(1)s.	1
(1),106s	1
26, [1] s., 1 pl.-bl.	1
14s;(2. uppl.)	1
1016s	1
17,7x25cm.1 bl.	1
121 s., 4 pl.-bl.	1
40 s.,5 pl.-bl. +	1
179 s., 11 pl.-bl.	1
12 textbl.,51 pl.-bl.	1
(4),56,(3) s.	1
(3),122s	1
S.461-478	1
127, [1] s., 9 pl.-bl.	1
167, [1] s., 6 pl.-bl.	1
116,[2] s.	1
S.113-238	1
120,[23] s.	1
(288)s	1
49,(2) s.	1
91s.,3 pl.-bl.	1
175 s., 2 kartbl.	1
96 s., 1 kartbl.	1
(1)s.,s.38-102,(2)s	1
195,(1)s.,6 pl.-bl.	1
219,(3)s.,7 pl.-bl.	1
89 s.,8 pl.-bl.	1
158, ]2] s.	1
231 s.,28 pl.-bl.	1
232 s., 2 pl.-bl.	1
34, [1], s.	1
[1], 669, [1] s., 20 pl.-bl.	1
723, [3] s., 96 pl.-bl.	1
127, [1] s., 8 pl.-bl.	1
[Portföljtitel.] Fol. 12 lösa pl.-bl. +	1
(1),25,32 bl.	1
61s.,2 pl.-s	1
17s.,1 pl.-bl.	1
S.307-341	1
271 s., 2 pl.-bl.	1
641, [1] s., 2 pl.-bl.	1
(48)s.,1 kartbl.	1
235, [1] s.,1 kartbl.	1
234,(2)s.,1 kartbl.	1
235,(1)s.,1 kartbl.	1
236 s .	1
2 bl.,55s. (interfol.)	1
8 bl. med utfällbara figurer	1
194, (1) s.,11 pl.-bl.	1
(2),42s	1
117 s., [10] pl.-bl.	1
16 bl. +	1
268, [2] s., 8 pl.-bl.	1
494s.	1
302,(2) s.	1
(3),214s	1
(4),145s	1
285s.,5 pl.-bl.	1
287, [1] s., [12] pl.-s.	1
70,(1)s.,135 pl.-s.,(3)s	1
128, 192, 71, [1] s.	1
140, 20 s.	1
120s.,1 tab.-bl.	1
230 s., [5] pl.-bl.	1
(4),52s.,10 pl.-bl.	1
158, [1] s., 10 pl.-bl.	1
47,(2)s	1
614,(1)s	1
675, [1] s.	1
305 s. :;(305s.,13 pl.-bl.,1 karta)	1
219s., 16 pl.-bl., 1 kartbl.	1
268, [1] s., 4 pl.-bl.	1
222 s., 19 pl.-bl.	1
231s.,20 pl.-bl.	1
225,(1)s.,4 pl.-bl.	1
229, [1] s., 4 pl.-bl.	1
255, [1] s., 4 pl.-bl.	1
220 s..,20 pl.-bl.	1
(2)s.,s.195-295	1
634, [1] s.,1 pl.-bl.	1
103 s.,1 pl.-bl.	1
45, [2] s., 32 pl.-bl.	1
70, [1] s., 1 tab.-bl.	1
xix, 375 s.	1
vi,116,(1)s	1
281,(2)s.,8 pl.-bl.	1
42 s., 3 pl.-bl.	1
253,[1] s.	1
276, [4] s.	1
30 s. :;(30s, Ill)	1
242,[1] s.	1
271,[2] s.,8 pl.-bl.	1
68,(6) s.	1
xj, (1), 308 s.	1
447s	1
251 s., 1 vikt kartbl.	1
(64)s.,2 kartbl.	1
[1], 144 s.	1
200, [1] s., 4 pl.-bl.	1
77,(2)s.,2 pl.-bl.	1
200 s., 1 kartbl.	1
viij,209,(2)s.,20 pl.-bl.	1
31s.,1 kart-bl.,1 pl.-bl.	1
24s.,22 pl.-bl.	1
[1], 271 s., 26 pl.-bl.	1
(16), 873 s.	1
172,(2)s.,1 pl.-bl.	1
xl,172 s.	1
317 s., 19 pl.-bl.	1
88,[2] s.,4 pl.-bl.	1
107, [1] s., [4] pl.-bl.	1
553, (3) s.	1
(27) bl.	1
xv, 347 s.	1
424,(2)s	1
S. 269-380	1
(1),188s	1
81, (2) s.	1
47 s., 6 kartbl.	1
52,(1)s.,1 pl.-bl.	1
271 s. ,6 pl.-bl.	1
21,(1)s.	1
vij,323s	1
xviij,(4)s.,s.7-302	1
[8],128, xvj s., s.129-212, [4] s.	1
(5),137s	1
291s.	1
115 s	1
268, (1) s.	1
14,(6)s.,60 pl.-bl.	1
313,(1)s.,6 pl.-bl.	1
(1),38 bl.	1
132, [1] s., 7 pl.-bl.	1
[1], 190s., 1 pl.-bl.	1
[2], 345, [1] s.	1
162 s. +	1
383 s., 1 pl.-bl.	1
147 s., 1 kartbl.	1
297 s.,8 pl.-bl.	1
389, [2] s.	1
(1)s.,s.76-159	1
231 s., 4 pl.-bl.	1
viij, 440 s.	1
537, [1] s., 2 kartbl.	1
(3),50,(2)s	1
xij,154 s.	1
34,(1)s.,4 pl.-bl.	1
156s.,6 pl.-bl.	1
170s., 16 pl.-bl.	1
27, [2] s.	1
210,(1)s.,5 pl.-bl.	1
(6),204s	1
(2), 173, (1)s., 10 pl.-bl.	1
88,(2)s.,48 pl.-s.,4 färgpl.-bl.	1
215 s.,8 pl.-bl.	1
332,(1) s.	1
315 s., viii pl.-s.	1
169 s., 3 pl.-bl.	1
[2] s., [54] pl.-bl.	1
89,[2] s.	1
228 s., [16] pl.-bl.	1
21, [1] s., 64 pl.-bl.	1
371,(2)s.,2 kartbl.,14 pl.-bl.	1
139s +	1
137 bl.	1
47, [1], viii s.	1
10 s., 1 pl.-bl.	1
22s., 10 pl.-bl.	1
2 vol.;(14, [1] s., 8 pl.-bl. ; 19 s., 9 pl.-bl.)	1
(4),81s	1
55,(8)s.,1 kartbl.,1 tab.	1
285 s., 16 pl.-bl.	1
211 s., 12 pl.-bl.	1
127,(1)s.,4 pl.-bl.	1
[44], 104 s.	1
(1),78 bl.	1
464s.,2 kartbl.	1
468 s., 1 vikt kartbl.	1
226, (1) s.	1
165, [2] s., 28 pl.-bl.	1
(1),59 bl.	1
256s., [16] pl.-s.	1
294s.,10 pl.-bl.	1
221 s., 27 pl.-bl. +	1
134, (9) s.	1
79 s., [1] pl.-bl.	1
60s.,1 pl.-bl.	1
[1], 612 s.	1
cxlvi, 243 s.;((8),cxlvi,(1),243,(2)s)	1
195, [3] s.	1
viij,112s	1
(128)s.	1
[18] s., 31 pl.-bl.	1
159 s., 1 kartbl.	1
132,(3)s.,1 tab.-bl.	1
273,(1)s.,5 pl.-bl.	1
[28] s	1
241,(7)s	1
186,(4)s	1
145,(1)s.,15 pl.-bl.	1
[1], 333, [4] s.	1
199s.,1 pl.-bl.	1
63,(1)s.,1 kartbl.	1
63, (1) s.,1 kartbl.	1
4 vol.;(124s.;(2)s.,s.135-253;(2)s.,s.263-380;(2)s.,s.391-508)	1
122,(1)s.,2 pl.-bl.	1
207 s., 32 pl.-s. (i färg)	1
(1),84 bl.	1
103, [1] s., 1 vikt blad.	1
125s.,1 pl.-bl.,1 kartbl.	1
431 s., 14 pl.-bl.	1
133s.,10 pl.-bl.	1
(12),575,(2)s.,1 pl.-bl.4 kartbl. +	1
73, [1] s	1
55, [1], s.	1
63, [1] s., [5] pl.-bl.	1
66, (1) s., 2 bil.	1
66, (1) s., [6] pl.-bl.	1
315, [4] s., 11 pl.-bl.	1
75,(8)s	1
409, (2) s.	1
4s.,s.149-162,(11)s	1
[29] bl.	1
24,16s	1
930 s., 8 pl.-bl., 1 kartbl.	1
355,(1)s	1
175,(2)s	1
126,(1)s.,1 pl.-bl.	1
232, [3] s.	1
289,(2) s.,1 pl.-bl.	1
636, [1] s.	1
45s.,1 pl.-bl.	1
570,(1)s	1
12s. (inkl. ann.)	1
1034, (2) s.	1
105,(2)s	1
656 s., 12 pl.-bl.	1
39s. (inkl. ann.)	1
278 s., [1] pl.-bl.	1
171, [2] s., 1 portr.	1
318 s., 2 pl.-bl.	1
237 s., 8 pl.-bl.	1
2 vol.;(290 s., ports. ; 296 s.)	1
233,[2] s.	1
270 s., 36 pl.-s.	1
39,(8)s	1
267 s.,1 kartbl.	1
972 s., 8 pl.-bl., 1 kartbl.	1
99s.,8 pl.-bl.	1
47s.,[bil.:]37,(2)s	1
275,(3)s.,3 pl.-bl.	1
40s.,2 kartbl.	1
22s.,1 diagrambl.	1
81. 11s	1
52s.,3 pl.-bl.	1
29s.,2 pl.-bl.	1
42s.,1 pl.-bl.	1
60 s., 6 kartbl.	1
(96)s	1
[3], 220 s., 1 pl.-bl.	1
[1], xv, 221 s.	1
42, [2] s., [148] pl.-s.	1
(1)s.,s.10-42,(3)s	1
194,(1) s.	1
91s.,1 löst bl.	1
79s.,4 pl.-bl.	1
350 s., 6 pl.-bl.	1
S.5-123	1
351 s., 6 pl.-bl.	1
316 s., 2 kartbl.	1
xij,433s	1
259 s., 16 pl.-bl., 1 karta	1
173, [1] s., [8] pl.-bl. i färg	1
202 s., [8] pl.-s.	1
303,(1)s.,8 pl.-bl.	1
145, (1) s.	1
115s.,8 tab.-bl.	1
261 s.,1 pl.-bl.	1
(1),262,2 bl.	1
12,(1)s.,6 pl.-bl.	1
8,(1)s.,9 pl.-bl.	1
135,(1) s.	1
291, [1]s.	1
638 s., 38 pl.-bl.	1
(503)s	1
viij, 157s	1
2 vol. (56 ; 70 s.)	1
102 bl.;((1),102 bl.)	1
viii, 180 s.	1
(4),82s	1
(4),45,(1)s	1
xv,355s	1
(4),218,(1)s	1
(4),300s	1
76, 14 s.	1
[18] s., [30] pl.-bl.	1
586, [1] s.	1
(5),17,12s	1
343 s., 9 pl.-bl.	1
(1),5s.(folder)	1
(1),26s :;((1),26s, Ill)	1
19s.,s.1823-1856,viij s	1
19, [19 s.	1
[274] s.	1
1078 s.	1
1141 s.	1
[15], 56 s., [2], 43 s.	1
317,(3)s	1
20 s., 4 pl.-bl.	1
40,(4)s	1
36, (2) s.	1
(1),17,(1)s	1
35,(1)s.,7 karts	1
69s.,2 pl.-bl.	1
34,(3)s.,5 pl.-bl.	1
510s	1
207 s., [16] pl.-bl.	1
178 s., 4 pl.-bl.	1
161 s., 1 kartbl.	1
[46] bl.	1
133 s., [4] pl.-bl.	1
230 , [2] s.	1
226, [1] s., 1 vikt kartbl.	1
146, (2) s.	1
121, (2) s.	1
753 s.	1
89s.,2 pl.-bl.	1
[4], 73, [2] s.	1
167s.,17 pl.-bl.	1
275,[3] s.	1
(1), 190, (1)s., 29 pl.-bl., varav 8 i ficka	1
247s.,2 tab.-bl.	1
310 s., [26] pl.-s.	1
23 s., 2 kartbl.	1
91 s., 5 kartbl.	1
415s.,7 kartbil.	1
(1),16s.,1 kartbl.	1
72 s.,2 pl.-bl.	1
vij,12, [1] s., 24 pl.-bl.	1
10,(6)s	1
120 s., [5] pl.-bl.	1
130 , (1) s.	1
(12),480s	1
(282)s	1
S.168-184	1
24,(1)s.,2 pl.-bl.	1
751 s., 1 kartbl.	1
43, [1] s. +	1
95,(1) s.	1
32s.,10 pl.-bl.	1
44, (4) s.	1
25,(4)s	1
12 bl. i portf.	1
389,(3)s.,1 tab.	1
159,(1) s	1
33s.,1 tab.	1
56s (interfol.)	1
2 vol.;(10;12s)	1
11,(1)s +	1
159, [1] s., [1] pl.-bl.	1
188s.,3 pl.-bl.	1
77, [1] s., 1 pl.-bl.	1
240,(2)s	1
213,(1)s.,9 pl.-bl.	1
433,(1)s.,8 pl.-bl.	1
225, [1] s., 4 pl.-bl.	1
249s.,8 pl.-bl.	1
344, [2] s.	1
xv,(1),132s	1
48 s.,1 pl.-bl.	1
424 s., 1 kartbl.	1
97,(2)s	1
344s.,1 kartbl.	1
249 S.	1
(4),275s	1
xj,278s	1
(4),249s	1
326,(1)s.	1
(4),272s	1
(6),248s	1
(7),247s	1
(1),309s	1
(1),344s	1
xxxii, 320 s.	1
(7),491s	1
ix,291s	1
[4], 428 s.	1
379 s.;(xxiij,379 s.)	1
xx,332 s.	1
(4), 517 s.	1
262 s., 32 pl.-bl. (vissa i färg)	1
145,(2)s	1
20,(4)s	1
346 s., [8] pl.-bl.	1
212s.,8 pl.-bl.	1
(2),8s.,6 pl.-bl.	1
16 lösa pl.-bl. i konvolut	1
288s.,8 pl.-bl.	1
(24)s.,1 bil.	1
318 s., 10 pl.-bl.	1
86 s., 6 pl.-bl.	1
1028 s., 8 pl.-bl., 1 kartbl.	1
45, [1] s .	1
103 s., 4 tab.-bl.	1
16 s., 16 pl.-bl.	1
53,(1)s.,2 bil.	1
104s.,12 pl.-bl.	1
54, [1] bl.	1
113, (6) s.	1
96 s. (inkl. ann.)	1
331, [3] s.	1
95,(3)s	1
439, [1]s., 2 pl.-bl.	1
494, [1] s., 79 pl.-bl., 1 kartbl.	1
Varje bd 154-157s.,24 pl.-bl. :;(8 vol.)	1
143s.,8 pl.-bl.	1
154 s., [12] pl.-s.	1
220s.,6 pl.-bl.	1
154 s., [16] pl.-bl.	1
132 s.,12 pl.-bl.	1
149,(1)s.,4 pl.-bl.	1
323s (varav några blanka)	1
228,(1)s.,9 kartbl.	1
191 s., [4] pl.-bl.	1
154, [3] s., 4 pl.-bl.	1
43, (5) s.	1
447, [1] s., 8 pl.-bl.	1
(3),30,18,(1),24,19,24,19s	1
171 s.,16 pl.-bl.	1
85, (1) s., 5 pl.-bl.	1
150,[2] s.,1 kartbl.	1
137 s.;(137, (1) s.)	1
256s.,10 pl.-bl.	1
160 s.,4 pl.-bl.	1
301 s., 8 pl.-bl.	1
77, [4] s.	1
151s.,16 pl.-bl.	1
24,(8)s	1
168s.,5 tab.	1
138s.,1 kartbl.	1
xxxij, 438 s., 1 pl.-bl.	1
133 s.,1 pl.-bl.	1
144,(3)s.,8 pl.-bl.	1
[1] s., s. 151-219	1
63, [1] s., 54 pl.-bl.	1
285, (2) s.	1
532, [1] s. 1. pl.-bl.	1
4 vol. i 5	1
1 bl.,20 pl.-bl. i pärm	1
163, [2] s., [21] pl.-s.	1
192 s., 10 pl.-bl.	1
34,(2)s.,1 pl.-bl.	1
