Corporate_name	Count
Valbo församlingsbibliotek	1
Folkskola (Valbo)	1
Ömsesidigt livförsäkringsbolag Valand	1
Luther Academy (Wahoo, Nebraska)	1
Vaggeryds privata läroverk	1
Vagge elektriska andelsförening	1
Vadstena och S:t Pers folkbibliotek	1
Svenska lantarbetareförbundets.	1
Odd Fellow orden (Vadstena)	1
Vadstena gymnastik-och idrottsförening	1
Vadstena andelsmejeri	1
Vadensjö sockenbibliotek	1
Vacuum oil company	1
Uttersbergs konsumtionsförening	1
Allmänna svenska Utsädesaktiebolaget	1
Allmänna svenska utsädesaktiebolaget	1
Hantverkets lärlingskommitté (1941)	1
Utbynäs sportklubb	1
Svenska urmuseet	1
Uppåkra kommunbibliotek	1
Södra biodlareförening (Uppsala län)	1
Jordbrukarungdomens förbund (Uppsala län)	1
Uppsala läns hästförsäkringsbolag	1
Hushållningssällskap (Uppsala län)	1
Uppsala läns blåbandsförbund	1
Blåbandsförbund (Uppsala län)	1
Östgöta nations bibliotek (Uppsala)	1
Östgöta nation (Uppsala)	1
Västmanlands-Dala nations bibliotek (Uppsala)	1
Västgöta nations bibliotek (Uppsala)	1
Västgöta nations bibliotek.	1
W. F-n. (Uppsala)	1
Föreningen Verdandi (Uppsala)	1
Föreningen Verdandis arbetarebibliotek.	1
Uppsala riddarpojkar	1
Kungl. Upplands regementes skytteförening (Uppsala)	1
Upplands nations bibliotek (Uppsala)	1
Upplands infanteriregementes manskapsbibliotek (Uppsala)	1
Uppsala universitetsbibliotek.	1
Med. fakulteten (Uppsala)	1
Juridiska fakulteten (Uppsala)	1
Universiteet.	1
Uppsala typografiska förening	1
Södermanland-Nerikes nations bibliotek (Uppsala)	1
Södermanlands och Närkes nation (Uppsala)	1
Svenska stenografförbundets bibliotek (Uppsala)	1
Svenska fabriksarbetareförbundet.	1
Svenska bryggeriindustriarbetareförbundet.	1
Sv. bageri- och konditoriindustriarbetareförbundets.	1
Studentmissionsföreningens i Uppsala bibliotek	1
Studentkårens bibliotek (Uppsala)	1
Uppsala studentkårs bibliotek	1
Studenternas helnykterhetssällskap (Uppsala)	1
Stockholms nations bibliotek (Uppsala)	1
Uppsala stadsbibliotek	1
Soldathemmet (Uppsala)	1
Uppsala stads sockenbibliotek	1
Smålands nations boksamling (Uppsala)	1
Smålands nation (Uppsala universitet)	1
Skarpskytteföreningens boksamling (Uppsala)	1
S.H.T:s stora arkiv (Uppsala)	1
Upsala segelsällskap	1
Uppsala riddarpojkar.	1
Psykologiska föreningen (Uppsala)	1
Prins Gustavs folkskolas lärjungebibliotek (Uppsala)	1
Poliskåren (Uppsala)	1
O.O.O. (Uppsala)	1
Odd Fellow orden (Uppsala)	1
Bostadsrättsföreningen Näktergalen (Uppsala)	1
Nykterhets-sällskap (Uppsala)	1
Nationaltemplarorden (Uppsala)	1
Uppsala missionsvänners sjuk- och begravningskassa	1
Missionskyrkans ungdomsförenings bibliotek (Uppsala)	1
Missionskyrkans ungdomsförening (Uppsala)	1
Uppsala missionsförsamling	1
Uppsala läkareförenings bok- och preparatsamlingar	1
Linnéska institutet (Uppsala)	1
Uppsala landstormsförbund	1
Uppsala kyrkliga scoutkår	1
Krokens gård (Uppsala)	1
Upsala stads kämnersrätt	1
Uppsala K.F.U.K. scouter (Uppsala)	1
Kalmar nations bibliotek (Uppsala)	1
Juvenalorden (Uppsala)	1
Juridiska föreningens boksamling (Uppsala)	1
Sällskapet Jultomtarne (Uppsala)	1
Idrottsklubben Sirius (Uppsala)	1
Idrottsföreningen Vesta (Uppsala)	1
IFK Uppsala	1
Uppsala idrottsförening	1
Uppsala högre allm. läroverks lärjungebibliotek	1
Högre allmänna läroverk (Uppsala)	1
Uppsala högre allmänna läroverk	1
Högre allm.läroverket (Uppsala)	1
Hjälp genom arbete (Uppsala)	1
Sjuk- och begravningskassan Hermes (Uppsala)	1
Helgeandshuset (Uppsala)	1
Föreningen Heimdal (Uppsala)	1
Uppsala handelsförening	1
Göteborgs nations bibliotek (Uppsala)	1
Upsala gymnasieförbund	1
Fjellstedtska skolans boksamling (Uppsala)	1
Filharmoniska sällskapet (Uppsala)	1
Uppsala fabriks- och handtverksförenings bibliotek	1
Upsala fabriks- och hantverksförening	1
Upsala fabriks-och hantverksförening	1
Estetiska föreningen (Uppsala)	1
Uppsala enskilda läroverk och privatgymnasium	1
English library (Uppsala)	1
Ekolns segelklubb	1
Drätselkammaren (Uppsala)	1
Docentföreningen (Uppsala)	1
D K S (Uppsala)	1
Chaufförfackföreningen (Uppsala)	1
Bostadsföreningen Vasa (Uppsala)	1
Bostadsföreningen Magistern (Uppsala)	1
Uppsala bokbinderiarbetares sjuk- och begrafningskassa	1
Bildnings-Anstaltens bibliotek (Uppsala)	1
Uppsala arbetares studiecirkelbibliotek	1
Uppsala arbetares sjuk-och begravningshjälpkassa	1
Akademiska sjukhuset.	1
Akademiska boktryckeriet (Uppsala)	1
Upplands regemente	1
Upplands infanterireglemente	1
Upplandstinget	1
Svenska lantarbetareförbundet (Uppland)	1
Sydv.Upplands missionsförening	1
Upplands kristliga sångarförbund	1
Uplands konstförening	1
Unterhaltungsbibliothek	1
United States educational commission in Sweden	1
Sveriges Ungsocialistiska parti	1
Svenska Ungdomsringen för bygdekultur.	1
Ungdomens röda kors	1
United nations.	1
Union géodésique et géophysique internationale.	1
Union géodésique et géophysique internationale	1
Undersviks sockenbibliotek	1
Svenska Underofficersförbundet	1
Västerbottens regementes manskapsbibliotek (Umeå)	1
Västerbottens regementes bibliotek (Umeå)	1
Västerbottens läns södra lasarett.	1
Staffanskåren (Umeå)	1
Umeå socialdemokratiska ungdomsklubb	1
Umeå rotary-klubb	1
Riddartemplet Umeborg (Umeå)	1
Norrlands dragonregementes officersbibliotek (Umeå)	1
Norrlands dragonregementes manskapsbibliotek (Umeå)	1
Umeå lutherska ungdomsförening	1
Umeå landsförsamlings folkbibliotek	1
IFK Umeå	1
Ume högre elementar-läroverks bibliotek	1
Umeå stads handelsförening	1
Umeå gymnasii-förening	1
Föreningen för välgörenhetens ordnande (Umeå)	1
Folkbildningsföreningen Minervas bibliotek (Umeå)	1
Umeå fabriks- och hantverksförenings lånekassa u. p. a.	1
Umeå fabriks- och hantverksförening	1
Evangelisk lutherska missionsförening, 1876-1926 (Umeå)	1
Evangelisk-lutherska missionsföreningen (Umeå)	1
Umeå allmänna läroverks lärjungebibliotek	1
Umeå allmänna läroverks lånebibliotek	1
Ulfviks aktiebolag. 1912	1
Sveriges utsädesförenings Ultuna-filial	1
Ultuna Landtbruksinstitut	1
Kungl. lantbrukshögskolan och Statens lantbruksförsök (Ultuna)	1
Ulricehamn sanatorium	1
Odd Fellow-orden (Ulricehamn)	1
Ulricehamns kristliga ungdomsförenings bibliotek	1
Goodtemplarorden (Ulricehamn)	1
Ulricehamns arbetareförenings lån-bibliotek	1
Ullångers sockenbibliotek	1
Ullångers missionsförsamling	1
Uleåborgs läns central-undsättnings-komité	1
Svenska lyceum (Uleåborg)	1
Uleåborgs stads sparbank	1
U.I.F.-aren	1
Understödsföreningen Uddevalla - Vänersborg-Herrljunga jernvägs personals pensions- samt änke- och pupillkassa	1
Uddevalla tändsticksarbetarefackförening	1
Tempe Riddare Orden (Uddevalla)	1
Stadsfullmäktige (Uddevalla)	1
Uddevalla stadsfullmäktige	1
Uddevalla rotaryklubb	1
Uddevalla musei bibliotek	1
Uddevalla museum	1
Uddevalla stads lärlings- och yrkesskolors bibliotek	1
Uddevalla idrottssällskap	1
Goodtemplarorden (Uddevalla)	1
Uddevalla folkbibliotek	1
Brödraföreningens sjuk- och begravningskassa (Uddevalla)	1
Kungl. Bohus läns regementes bibliotek (Uddevalla)	1
Uddevalla arbetareförenings bibliotek	1
Uddeholms samorganisation	1
Bostadsrättsföreningen Uddeholm	1
Törnsfall sockens boksamling	1
Törnevalla kyrkliga ungdomskrets	1
Töreboda idrottsklubb	1
Töreboda andelsmejeriförening	1
Töcksmarks sockenboksamling	1
Töcksmarks församlingsbibliotek	1
Töcksmarks Blåbandförenings bibliotek	1
Tärna folkhögskola	1
Tärna folkhögskola (Västmanlands län)	1
Svenska Tändsticksaktiebolaget	1
Siljansgården (Tällberg)	1
Täby folkbibliotek	1
Tågarps Allmänna idrottsklubb	1
Tåby församlings sockenbibliotek	1
Svenska Typografförbundet	1
Logen Tvååkers studiecirkels bibliotek	1
Tvååkers kraftaktiebolag	1
Svenska alliansmissionens ungdomsförbund (Tveta)	1
Svenska Turistföreningen	1
Turistföreningen (i Finland)	1
Turinge folkbibliotek	1
Turebergs folkbibliotek	1
Tunhems socken-bibliotek	1
Tunafors sportklubb	1
Tuna församlingsbibliotek	1
Goodtemplarorden (Tumleberg)	1
Tumba missionsförsamling	1
Kungl. Tullverket	1
Sveriges allmänna tulltjänstemannaförening	1
Svenska Tullmannaförbundet	1
T. S. K.	1
Goodtemplarorden (Trönö)	1
Trävaru- och exportföreningen	1
Svenska Trävaruexportföreningen	1
Träslövsläges idrottsförening	1
Träslövs fotbollsförening	1
Skandinaviska Trämasseföreningen	1
Trelleborgs söndagsskolråd	1
Stavstens idrottsförening (Trälleborg)	1
Sofia folkskolas lärjungebibliotek (Trälleborg)	1
Socialdemokratiska ungdomsklubben Frihet (Trälleborg)	1
Odd Fellow-orden (Trälleborg)	1
Odd-Fellow-orden (Trälleborg)	1
Trälleborgs nya sjukassa, fortsättningskassa, begravningskassa	1
Trelleborgs motorklubb	1
Trälleborgs Lärlings- och yrkesskola	1
Trälleborgs kristl. ungdomsförenings bibliotek	1
Trelleborgs jaktskytteklubb	1
Inkorporeringskommittén (Trälleborg)	1
Goodtemplarorden (Trälleborg)	1
Frälsningsarméns hornmusikkår (Trälleborg)	1
Frälsningsarmén (Trälleborg)	1
Frivilliga skytteförening (Trälleborg)	1
Trälleborgs folk- och fortsättningsskolors bibliotek	1
Bollklubben Ymor (Trälleborg)	1
Trelleborgs arbetarsångkör	1
Arbetarnas bildningsförbund (Trälleborg)	1
Trälleborgs arbetarebibliotek	1
Trelleborgs andelsförening	1
Boxningsklubben Amatör (Trälleborg)	1
Andelsföreningen Trädgårdscentralen u.p.a.	1
Tryserums kommunbibliotek	1
Mariannelunds kooperativa handelsförening Trygg	1
Tryde församlings bibliotek	1
Svenska Tryckeriaktiebolaget	1
Trollhättans ungdomsbibliotek	1
Trollhättans södra missionsförsamlings ungdomsförening	1
Trollhätte-kretsen av Sveriges soc.-dem. ungdomsförbund	1
Svenska väg- och vattenbyggnadsarbetareförbundets.	1
Trollhättans sportklubb	1
Metodistkyrkan (Trollhättan)	1
Trollhätte läsebibliotek	1
Trollhätte kraftverk 1921	1
Kraftanläggningen vid Trollhättan	1
Trollhättans kommunala mellanskolas bibliotek	1
Tröllhätte kanal och vattenverk	1
Schackklubben Kamraterna (Trollhättan)	1
Trollhättans föreläsningsinstitut	1
Folkets park (Trollhättan)	1
Byggnadsföreningen Folkets hus (Trollhättan)	1
Trollhättans folkbibliotek	1
Arbetarföreningens lånbibliotek (Trollhättan)	1
Trolle Ljungby församlingsbibliotek	1
Trolleholms skytteförening	1
Trollebo skogsvårdsgård	1
Nordisk kirurgisk förening.	1
Idrottsföreningen Triangeln	1
Släkten Tre rosors godsarkiv	1
Goodtemplarorden (Trensum)	1
Aktiebolaget Trehörningsjö handelsförening	1
Traryds skolbibliotek	1
Traryds erkända sjukkassa	1
Vita Bands-förening (Tranås)	1
Vita Bandet (Tranås)	1
Tranås sparbank	1
Sommens segelsällskap	1
Tranås scoutkår	1
Tranås motorsällskap	1
Tranås hemvärn	1
Tranås gymnastiksällskap	1
Goodtemplarorden (Tranås)	1
Tranås folkbibliotek	1
Tranås AIF	1
Transtrands lärjungebibliotek	1
Transtrands kommunbibliotek	1
Tranemo folkbibliotek	1
Tovhulta folkbibliotek	1
Sveriges allmänna Totalförbudsparti	1
Tostarps församlings- och skolbibliotek	1
Torups storkommun	1
Torups skoldistrikt	1
Tortuna folkbibliotek	1
Torsö sockenbibliotek	1
Torsåkers skolbibliotek	1
Torsåkers friförsamling	1
Torsåkers folkbibliotek	1
Torstuna församlingsbibliotek	1
Torsta skogs- och lantmannaskola	1
Torshälla stadsbibliotek	1
Nationaltemplarorden (Torshälla)	1
Torshälla församlingars sockenbibliotek	1
Skidklubben Bore (Torsby)	1
Torrskogs församlingsbibliotek	1
Torrlösa studiebibliotek av Svenska Landsbygdens Studieförbund	1
Sockenbiblioteket (Torrlösa)	1
Torpshammars koop. handelsförening	1
Torpa slott	1
Torpa folkbibliotek	1
Svenska landsbygdens ungdomsförbund (Torestorp)	1
Tomelilla idrottsförening	1
Tomelilla folkbibliotek	1
Brottarklubben Gripen (Tomelilla)	1
Tomelilla arbetares folkbibliotek	1
Toltorpsdalens missionskyrkas juniorförening	1
Bollklubben Dalen (Toltorpsdalen)	1
Tolfta kristliga ungdomsförening	1
Tofta handelsförening	1
Tockarps föreningsbibliotek	1
Svenska tobaksmonopolet	1
Toarps sockenbibliotek	1
Ordenssamfundet T.N.J.	1
Tjörnarps socken-bibliotek	1
Tjärstads bibliotek	1
Tjänstemannaförbundet	1
Tjällmo sockenbibliotek	1
Tjureda kommunbibliotek	1
Tingstads sockne-bibliothek	1
A.B.F:s bibliotek (Tingstad)	1
Timrå sockenbibliotek	1
Kooperativa handelsföreningen Timrå m.o.	1
Timmele folkbibliotek	1
Tildebo (i Finland)	1
Tierps Södra friförsamling	1
Tierps köpings föreläsningsförening	1
Evangelisk-lutherska missionsföreningen (Tierp)	1
Tierp köpings bibliotek	1
Svenska Tidningsutgivareföreningen.	1
Svenska Tidningsutgivareföreningen	1
Bokförlagsaktiebolaget Tiden	1
Vulcans kvinnliga gymnastikförening (Tidaholm)	1
Bolaget Vulcans bibliotek (Tidaholm)	1
Tidaholms missionsförsamling	1
Tidaholms kristliga ungdomsförening	1
Tidaholms kooperativa handelsförening	1
Immanuelskyrkans boksamling (Tidaholm)	1
Tidaholms gymnastik- & idrottsförening	1
Tidaholms gymnastik- och idrottsförening	1
Folkets park (Tidaholm)	1
Salemförsamlingen (Tibro)	1
Tibro motorklubb	1
Goodtemplarorden (Tibro)	1
Arbetarnas bildningsförbund (Tibro)	1
Tibro allmänna idrottsklubb	1
Norrfors kraftverk	1
Tengene folkbibliotek	1
Tengbom & Torulf. Arkitektbyrå	1
Kaffe-aktiebolaget Tellus	1
Telegrafverket	1
Svenska Teknologföreningen.	1
Aktiebolaget Tekniska röntgencentralen	1
Statens Tekniska forskningsanstalt	1
Tegneby folkbibliotek	1
Tegelsmora församlingsbibliotek	1
Föreningen Folkets hus (Teckomatorp)	1
Folkbiblioteket (Teckomatorp)	1
Svenska Teaterförbundet	1
Svenska Taxklubben	1
Trivialskolan (Tavastehus)	1
A.-B. Tarmimporten	1
Tanto aktiebolag	1
Skandinaviska Tandläkare-föreningen	1
Skandinaviska tandläkareföreningen.	1
Tammerfors linne- och jernmanufaktur aktiebolag	1
Tekniska klubben (Tammerfors)	1
Svenska samskolan i Tammerfors	1
Första sv.ev.luth.församlingen (Tacoma, Wash.)	1
Tabergs studiecirkels bibliotek	1
Tabergs missionsförsamlings juniorförening	1
Sövestads sockenbibliotek	1
Jönköpings läns folkhögskolas bibliotek (Sörängen)	1
Sörjöns kooperativa handelsförening	1
Sörmlandska lantmännens centralförening	1
Föreningen Fosforos' bibliotek (Sörby (Västergötland)	1
Söndrums arbetares bibliotek	1
Sölvesborgs typografiska förening.	1
Sölvesborgs skolbibliotek	1
Odd fellow-orden (Sölvesborg)	1
Konsumtionsföreningen Sölvesborg med omnejd	1
Sölvesborgs kommunbibliotek	1
K.F.U.M:s scoutkår (Sölvesborg)	1
Sölvesborgs gymnastik- & idrottsförening	1
Sölvesborgs arbetarebibliotek	1
Folkbiblioteket (Södra Åkarp)	1
Södra Vrams sockenbibliotek	1
Södra Vi kyrkokör	1
Södra Vi kyrka	1
Södra Sveriges ångpanneförening	1
Södra Sveriges restauratörförening	1
Södra Sveriges läderhandlareförening	1
Södra Sveriges fiskhandlareförening	1
Södra Sveriges fiskeriförening	1
Bankaktiebolaget Södra Sverige	1
Kungl. Södra skånska infanteriregementet	1
Södra Sandby lässällskap	1
Södra Rörums folkbibliotek	1
Söderås ev. luth. missionsförening	1
Affärsekonomiska forskningsinstitutet	1
Södertälje yachtklubb	1
Svenska maskinverkens verkstadsklubb (Södertälje)	1
Södertälje socialdemokratiska ungdomsklubb Frihet	1
Södertälje skolbibliotek.	1
Sancta Ragnhilds gille (Södertälje)	1
Samskolan i Södertälje	1
Ragnhildsborg (Södertälje)	1
Metodistförsamlingen (Södertälje)	1
Konsumtionsföreningen Södertälje	1
Södertälje idrottsförening	1
Hyresgästernas sparkasse- och byggnadsförening (Södertälje)	1
Södertelje husmodersförening av S.H.R.	1
Goodtemplarorden (Södertälje)	1
Frälsningsarmén (Södertälje)	1
Södertälje fredsförening	1
Föreningen Folkets hus, Södertälje	1
Södertälje fastighetsägareförening	1
Elimförsamlingen (Södertälje)	1
Drätselkammaren (Södertälje)	1
Biologiska muséet (Södertälje)	1
Betelkören (Södertälje)	1
Södertälje baptistförsamling	1
Södertälje arbetarebibliotek	1
A.B.F:s studiecirkelbibliotek n:r 16 (Södertälje)	1
Södertälje stads anstalters för yrkesundervisning bibliotek	1
Södermanlands läns hushållnings-sällskap	1
Blåbandsförbund (Södermanlands län)	1
Västra Sörmlands ortsförbund av Riksförb. Landsbygdens Folk	1
Sörmländska lantmännens centralförening	1
Södermanland-Östergötlands sågverksförening	1
Södermanlands spelmansförbund	1
Sörmlands socialdemokratiska partidistrikt	1
Norra Södermanlands landtbruksklubb	1
Södermanlands köpmannaförbund	1
Goodtemplarorden (Södermanland)	1
Södermanlands fältskytteförening	1
Frikyrkliga ungdomsförbund (Södermanland)	1
Evangeliska fosterlands-stiftelsen (Södermanland)	1
Sparbanken (Söderköping)	1
Konsumtionsföreningen Söderköping	1
Söderköpings idrottssällskap	1
Söderköpings folkbibliotek	1
Söderköpings arbetareförenings låne-bibliotek	1
Söderhamn-Bergviks järnväg	1
Söderhamns sparbank	1
Odd Fellow orden (Söderhamn)	1
Söderhamns missionsförening	1
Söderhamns elementarläroverk för flickor och Kommunala flickskola	1
Drätselkammaren (Söderhamn)	1
Söderfors skol- och forstsättningsskolbibliotek	1
Söderfors kommunbibliotek	1
A.B.F:s studiecirkelbibliotek (Söderfors)	1
Söderbärke sockenbibliotek	1
Kyrkan (Söderbärke)	1
Söderbärkes folkbibliotek	1
S.C.W. Söderbergs fiskhandel	1
Godtemplarorden. G.T.O. (Söderala)	1
Goodtemplarorden (Söderala)	1
Godtemplarorden (Söderala)	1
Vallsjö skolbiblioteks.	1
Sävsjö scoutkår	1
Sävsjö missionsförening 1863-1923	1
Sävsjö hantverks- & industriförening	1
Sävsjö atlet- & brottarklubb	1
Sävedalens missionsförsamlings söndagsskola	1
Sättra- och Kristineholms Ev.Luth.Missionsförening	1
Goodtemplarorden (Sätrabrunn)	1
Sätila folkbibliotek	1
Tryckeriaktiebolaget Sätherlund & Krook	1
Säters socialistiska klubbs lånbibliotek	1
Säters församlingsbibliotek	1
Särna skidklubb	1
Svenska Sällskapet för räddning af skeppsbrutne	1
Sällskapet för främjande av kulturella och ekonomiska förbindelser mellan Sverige och Sovjetunionen	1
Säfflekommittén mot tuberkulos	1
Idrottsförening Sifhälla (Säffle)	1
Säffle missionsförsamling	1
Säffle missionsförening	1
Folkets park (Säffle)	1
Säby församlingsbibliotek	1
Sveriges Sågverksägares riksförbund	1
Svenska Sågverksindustriarbetareförbundet	1
Svenska textilarbetareförbundets.	1
Nationaltemplarorden (Sågen (Dalarna)	1
Sockenbiblioteket (Synnerby)	1
Sydöstra Sverges Dagblad	1
Sydvästra Finlands svenska folkhögskola.	1
Sydsvenska virkesföreningen	1
Sydsvenskan.	1
Svenska handelskammaren (Sydney)	1
Svärdsjö-Falu trafikförening	1
Goodtemplarorden (Svärdsjö)	1
Svängsta socialdemokratiska ungdomsklubb	1
Svinstads sockne-bibliotek	1
Sventorp-Forsby församlingsbibliotek	1
Svensson & Bourghardt	1
Svensköp kommun	1
Dövstumföreningen Svenske	1
Svenska vänstern (i Finland)	1
Svenska Pressen	1
Svenska konvojen	1
Svensby kooperativa handelsförening	1
Svennevads folkbibliotek	1
Svennevads baptistförsamling	1
Svedvi folkbibliotek	1
Svenska evangeliskt lutherska församlingen (Swedesburg, Iowa)	1
Swedenborgianismen	1
Svedbergs gymnastik- & idrottsförening	1
Folkbiblioteket i Svedala landsförsamling	1
Svedala-Börringe skytteförening	1
Svea trängbataljon	1
Svea ingenjörbataljon	1
Kungl. Svea artilleriregemente	1
Brand- & lifförsäkringsaktiebolaget Svea	1
Svartviks konsumentförening	1
Grafiska föreningen Svart och hvitt	1
Svalövs sockenbibliotek	1
P.N.Suthers sterbhus	1
Surte idrottssällskap	1
Svenska gjutareförbundet (Surahammar)	1
Surahammars bruks a.-b.	1
Surahammars arbetareförenings bibliotek	1
Ömsesidiga livförsäkringsbolaget Suomi	1
Suomen geodeettinen laitos	1
Suomalaisen tiedeakatemian toimituksia.	1
Suomalainen lakimiesyhdistys	1
Sunnerbo härads missionsförening	1
Sockenbiblioteket (Sunnemo)	1
Sunne kyrkas arkiv	1
Sunne folkbibliotek	1
W: sex (Sundsvall)	1
Ordens-sällskapet W.F. (Sundsvall)	1
Svenska livsmedelsarbetareförbundets.	1
Sundsvalls skolbibliotek	1
Sjömanshemmet (Sundsvall)	1
Odd fellow-orden (Sundsvall)	1
Medelpads fornhem (Sundsvall)	1
Sundsvalls Marthaförening	1
Sundsvalls stads lärlings- och yrkesskolors bibliotek	1
Länssanatoriet.	1
Sundsvalls kvinnliga bilkår	1
Konsumtionsföreningen (Sundsvall)	1
K.F.U.M:s scoutkår (Sundsvall)	1
Sundsvalls K.F.U.M:s scoutkår	1
IFK Sundsvall	1
Handelskammaren (Sundsvall)	1
Handelsinstitut (Sundsvall)	1
Hamnen (Sundsvall)	1
Gymnastik- och idrottsföreningen 'Sundsvall'	1
Sundsvalls Djurskyddsförening	1
Sundsvalls brödraförening (brödraförsamling)	1
Sundsvalls arbetare-bibliotek	1
Hälsingborgs arbetarekommuns bibliotek	1
Östergården (Sundbyberg)	1
Sundbybergs båtklubb	1
Sundby sjukhus' bibliotek	1
Carl Larsson-gården (Sundborn)	1
Nationaltemplarorden (Stömne Värmland)	1
Stömne kooperativa handelsförening	1
Stävie kommunbibliotek	1
Svenska Städers pensionskassa	1
Arbores (Styrsö)	1
Stugsunds idrottsklubb	1
Strövelstorps folkbibliotek	1
Goddtemplarorden.	1
Strömtorps arbetarekommun	1
Strömstads stadsbibliotek	1
Strömstads hantverksförening	1
Goodtemplarorden (Strömstad)	1
Kolbäcks församlings folkbibliotek (Strömsholm (Västmanland)	1
Strömsbruks folkbibliotek	1
Strömsbro studiecirkels bibliotek	1
Strömsbro missionsförsamlings ungdomsförenings bibliotek	1
Goodtemplarorden (Strömsbro (Gästrikland)	1
Ströms konsumentförening	1
Ströms folkbibliotek	1
Andelsmejeriförening (Ströfvelstorp)	1
Strö sockenbibliotek	1
Strängsereds församlingsbibliotek	1
Strängnäs-kamraten	1
Stifts- och läroverksbiblioteket.	1
Strängnäs konstförening	1
Högre elementarläroverk (Strängnäs)	1
Högre allmänna läroverkets arkiv (Strängnäs)	1
Gymnasium (Strängnäs)	1
Föreläsningsanstalten (Strängnäs)	1
Strängnäs stads elverk	1
Strängnäs elementarläroverk för flickor	1
Blåbandsföreningen (Strängnäs)	1
Strängnäs baptistförsamling	1
Storviks kooperativa handelsförening	1
Storviks Elektriska belysnings aktiebolag	1
Storföreningen efter Hedströmmen	1
Arbetarebiblioteket (Storebro)	1
Stora Tuna missionsförenings ungdomsförenings bibliotek	1
Missionsföreningen (Stora Tuna)	1
St.Tuna missionsförening	1
Stora Tuna kommunbibliotek	1
Sockenbiblioteket (Stora Skedvi)	1
Skolbiblioteket (Stora Mellösa)	1
Friförsamling (Stora Mellösa)	1
Stora Mellösa folkbibliotek	1
Baptistförsamlingen (Stora Mellösa)	1
Stora Mellösa socken	1
Stora Mellby församlingsbibliotek	1
Goodtemplarorden (Stora Levene)	1
Stora Köpinge folkbibliotek	1
Stora Kopparbergs bergslags AB	1
Stora Kopparbergs Bergslags Aktiebolag	1
Stora Kopparberg socken Skolor.	1
Stora Kils baptistförsamling	1
Stora Harrie Folkbiblioteket	1
Stora Hammars församlingsbibliotek	1
Stocksunds scoutkår	1
Stockholms läns trafikbilägareförening	1
Nykterhetssällskapens i Stockholms län Samarbetskommitté	1
Stockholms läns landsting	1
Stockholms läns husmodersförbund	1
Stockholms läns hushållningssällskap	1
Stockholms läns och stads hushållningssällskap	1
Central-komitén för husflitens befrämjande	1
Blåbandsförbund (Stockholms län)	1
Stockholm-Rimbo järnvägsaktiebolag	1
Östermalms skolbibliotek (Stockholm)	1
Östermalms församlingars bibliotek (Stockholm)	1
Östasiatiska samlingarna	1
Örlogsvarvet (Stockholm)	1
Örby socialdemokratiska förening (Stockholm)	1
Örby I.S. (Stockholm)	1
Ölandsklubben (Stockholm)	1
Äppelvikens sportklubb (Stockholm)	1
Älvsjö. Långbrodals fastighetsägareförening (Stockholm)	1
Årsta allmänna idrottsklubb	1
Ångturbins bibliotek (Stockholm)	1
Ångbåtsbefälhafvareföreningen (Stockholm)	1
Sjuk- och begravningskassan Ålderdomsförbundet (Stockholm)	1
Åkeshovs trädgårdsstadsförening (Stockholm)	1
Åhlinska skolan (Stockholm)	1
Stockholms yacht-klubb	1
Föreningen Västervikspojkarna (Stockholm)	1
Värtans idrottsklubb (Stockholm)	1
Wänskapsförbundet (Stockholm)	1
Sällskapet Vänskapen (Stockholm)	1
Stockholm Vinskänks-societeten	1
Viktualiehandlarnas pensionsinrättning (Stockholm)	1
Veterinärhögskolans boksamling (Stockholm)	1
Veterinärhögskolan (Stockholm)	1
Vattenledningsverket (Stockholm)	1
Vasalunds idrottsförening	1
Vasa orden av Amerika.	1
Varmmjölkautomaterna, Föreningen (Stockholm)	1
Wallinska skolans scoutförening (Stockholm)	1
Bostadsföreningen Valhalla (Stockholm)	1
Bostadsföreningen Valhalla u.p.a. (Stockholm)	1
Idrottsföreningen Walhall (Stockholm)	1
Stockholms urmakaraförenings boksamling	1
Ungdomens fredsförbund (Stockholm)	1
Understödskassan för tuberkulöse inom a.-b.	1
Underofficerssällskapet (Stockholm)	1
Idrottsföreningen Ulvarna (Stockholm)	1
Stockholms typografiska gille	1
Typografiska föreningens bibliotek (Stockholm)	1
Typografiska föreningen (Stockholm)	1
T.S.O. (Stockholm)	1
Sjuk- och begravningskassan Trohet och allvar (Stockholm)	1
Motorbåt klubben Tre kronor (Stockholm)	1
Motorbåt Klubben 'Tre Kronor' (Stockholm)	1
Travellers club (Stockholm)	1
Travellers' club (Stockholm)	1
Stockholms trafikklubb	1
Tolfterna.	1
Stockholms tobakshandlareförening	1
Tivoli.	1
Thules personalklubb (Stockholm)	1
Thielska galleriet	1
Teosofiska samfundets i Skandinavien bibliotek (Stockholm)	1
Templarorden (Stockholm)	1
Tempel Riddare Orden (Stockholm)	1
Kungl. Telegrafverkets undervisningsanstalts bibliotek (Stockholm)	1
Telefonmontörfackföreningen (Stockholm)	1
Telefonfabrikens sjuk- och begravningskassa (Stockholm)	1
Tekniska högskolans bibliotek (Stockholm)	1
Tekniska högskolans bibliotek	1
K. Tekniska högskolan (Stockholm)	1
Tandläkarinstitutet (Stockholm)	1
Stockholms tandläkareförening	1
Tabernaklets sångkör (Stockholm)	1
Söndagsskolebiblioteket i Brödraförsamlingen (Stockholm)	1
Söndagsskolebiblioteket i Betlehmeskyrkan (Stockholm)	1
Söndagsskolans på Kungsholmen bibliotek (Stockholm)	1
