Corporate_name	Count
Hästö idrottsförening.	1
Härnösand. Utställning 1912.	1
Tullkammaren.	1
Frälsningsarmén. . Härnösand.	1
Härnösands allmänna sångförening	1
Föreningen Sveriges Häradshövdingar	1
Templarorden. Hälsingland.	1
Distrtikttempel. Hälsingland.	1
Helsingborgs skyttesällskap.	1
Sagostunderna. Helsingborg.	1
Magnus Stenbocks-skolan. Helsingborg.	1
Gymnastikföreningen Ling.	1
Kvartettsångsällskapet. Helsingborg.	1
K.F.U.M.:s ynglingaavdelning. Helsingborg.	1
Gymnastikföreningen Fram. Helsingborg.	1
Hällestads friförsamling.	1
Arbetarnas bildningsförbund (Hällekis)	1
Hudiksvalls gymnastikförening.	1
Huddunge Missionsförsamling.	1
Hjo hantverks- och industriförening.	1
Hille missionsförening.	1
Universitetsbibliotekt. Helsingfors.	1
Växelundervisningskolor. Helsingfors.	1
Sångföreningen i Helsingfors.	1
Stenmans konstsalong. Helsingfors.	1
Statsarkivet. Helsingfors.	1
Industriskolan i Helsingfors.	1
Handelsbiträdenas förening. Helsingfors.	1
Folkskolorna. Helsingfors.	1
Helsingfors folkbank.	1
Finlandia. Helsingfors.	1
Drätselkammaren. Helsingfors.	1
Hedesunda missionsförsamling.	1
Hedesunda idrottsförening.	1
Hedemora missionsförsamling.	1
Aktiebolaget Hartwall	1
Goodtemplarorden. I.O.G.T. Harnäs.	1
Sveriges allmänna Handelsförening	1
Svenskt handelsbibliotek.	1
Svenska Handelsarbetareförbundet	1
Hammars nya socken-bibliotek.	1
Hajoms församlingsbibliotek.	1
Göteborgs och Bohus läns skytteförbund	1
Göteborgs och Bohus läns landsting.	1
Göteborgs och Bohus läns biodlareförbund.	1
Världsutställning för luftsegling. 1923. Göteborg.	1
Göteborgs K. Vetenskaps- och vitterhetssamhälle.	1
Utställning 1934. Göteborg.	1
Utställning 1927. Göteborg.	1
Universitet. Befordringsfrågor. Göteborg.	1
Svenska järnvägsmannaförbundet avdelning nr 42. Västgötajärnvägar. Göteborg.	1
Svenska Industritjänstemannaförbundet. Göteborgsavdelningen	1
Smålandsstugan. Göteborg.	1
Göteborgs skolförening.	1
S:t Jakobs metodistförsamling. Göteborg.	1
Kungsladugårdens koloniträdgårdar.	1
Göteborgs Högskola. Befordringsfrågor.	1
Göteborgs högskola. Befordr.	1
Föreningen Hälsan.	1
Götaverkens fritidsförening.	1
Gårda hyresgästförening.	1
Forteinstitutet.	1
Göteborgs charkuteri och slakteriidkareförenings sjuk- och begravningskassa.	1
Göteborgs cigarrhandlare-förening.	1
Bildnings-cirkeln. Göteborg.	1
Arbetsförmedlingen (Göteborg)	1
Allmänna pensions- och enkekassan (Göteborg)	1
A.T. Ahrenberg och Co.	1
Gefle tusenmannförening.	1
Gefle stads spårvägar.	1
Gefle segelsällskap.	1
Gävle. S:t Matteus församling.	1
Gävle K.F.U.M.	1
Gävle. Handelskammare.	1
Gästriklands kristliga sångarförbund.	1
Gästriklands Ansgariiförening.	1
Gustaf-Adolfs-förbundet	1
Kraftaktiebolaget Gullspång-Munkfors	1
Utställning 1937.	1
Glömsta fastighetsägareförening u.p.a.	1
Glumslöv arbetarkommun.	1
Sv. ev. luth. församlingen. Geneseo Ill.	1
Allmänna Försvarsföreningen	1
Föreningen för kraft- och bränsleekonomi.	1
Föreningen för Israelsmission	1
Föreningen till det godas befrämjande.	1
Föreningen för proportionella val.	1
Förbundet för rättsdemokrati.	1
Kungl. Fångvårdsstyrelsen	1
Sveriges Fröodlareförbund	1
Fryksände sockenbibliotek.	1
Frykeruds Missionsförsamling	1
Fritsla indrottsförening.	1
Frinnaryds baptistförsamling.	1
Försäkrings aktiebolaget Freja	1
Svenska Freds- och skiljedomsföreningen	1
Fredsföreningen	1
Ministère des travaux publics.	1
Kyrkan. Forsvik.	1
Forshaga IF	1
Svenska fornminnesföreningen	1
Svenska ev.-luth. Bethesda-församlingen	1
Sveriges folkskollärarförbund. Stockholmskretsen.	1
Sveriges folkskollärarförbund	1
Folkbildningsförbundet	1
Finspång. Arbetarnas bildningsförbunds bibliotek.	1
Finska jaktföreningen	1
Kejs. senaten för Finland. Ecklesiastikexpeditionen.	1
Finspångs allmänna idrottsklubb. Boxningssektionen.	1
Finska läkaresällskapet	1
Kongl. Finska Hushållnings-Sällskapet	1
Kejserliga Finska Hushållnings-sällskapet	1
A.B. Finska fotografiska magasinet	1
Finska forstföreningen	1
Templet Strid och seger.	1
Finlands svenska kontoristförbund	1
Finlands standardiseringskommission	1
Finland. Lantdagen	1
Kommunala centralbyrån i Finland.	1
Fiskeriföreningen i Finland.	1
Föreningen Värmlands skogsarbetsstudier.	1
A.B. Fazers musikhandel	1
Sveriges arbetsledareförbund avdelning 13.	1
Stora Kopparbergs bergslags a.-b.:s porträtt- och tavelsamling	1
Frälsningsarmén.	1
Bergslagets museum.	1
Folkskolan.	1
Fagersta-Västanfors järnhandels a.-b.	1
Svenska exlibrisföreningen.	1
Svenska Evangeliska frikyrkan i Amerikas förenta stater	1
Eslövs skyttegille.	1
Idrottsföreningen Verdandi.	1
Utställning 1878.	1
S:t Eskilskyrkans juniorförening.	1
Eskilstuna konstförening.	1
Eskilstuna K.F.U.M.:s ynglingaavdelning.	1
Svenska Elektromekaniska industri a.-b.	1
Eksjö allmänna nykterhetskommitté.	1
Edsvikens tennisklubb.	1
Dorotea trädgårdssällskap	1
Svenska Distriktsveterinärföreningen	1
Degerfors bibliotek	1
Dalslands socialdemokratiska ungdomsdistrikt.	1
Jaktvårdsförbund.	1
Dalarnes fornminnesförening.	1
Dalarnes Ansgariiförenings sångareförbund.	1
Civilkommissionen	1
Aktiebolaget Casells Söner	1
Svenska Bryggeriidkareförbundet	1
Boxholms arbetarebibliotek.	1
Näringslivets bostadsbyggnadsdelegation	1
Concordia.	1
W: sex (Borås)	1
Svenska brygeriindustriarbetareförbundet.	1
Svenska järnvägsmannaförbundet. Avd.57.	1
Gymnastik- och idrottsförening.	1
Bollnäs brottarklubb.	1
Bohusläns motorklubb.	1
Blekinge läns sångarförbund.	1
Blekinge Köpmannaförbund.	1
Birgittaföreningen.	1
Illustrerad Familjejournals bibliotek.	1
Deutsch-schwedische Vereinigung.	1
Paul U Bergströms aktiebolag	1
Svenska Baptisternas ungdomsförbund	1
Folkets hus och park.	1
Automobilbesiktningsmännens förening.	1
Askersunds landsförsamlings bibliotek.	1
Askersunds stadsförsamlings bibliotek.	1
Askers baptistförsamling.	1
Apotekar-sociteten	1
Alnarps trädgårdsmannaförbund	1
Statens mejeriförsök	1
Alnarps redskapsverkstad	1
Lantbruksinstitutet	1
Landtbruk-institut	1
Läse-sällskapets bibliotek.	1
Alfta missionsförsamling.	1
Sveriges Agronomförbund.	1
Hembygdsföreningen.	1
Jämtlands läns turistförening	1
Jämtlands läns trädgårdsodlaresällskap	1
Jämtlands läns fornskriftsällskap	1
Folkhögskola	1
Folkskola	1
Enköpings allmänna idrottsförening.	1
Svenska ev. lutherska församlingen.	1
Svenska evengeliska lutherska Messiasförsamlingen.	1
Svenska ev. luth. Immanuelsförsamlingen.	1
Svenska evangeliska lutherska Elimförsamlingen.	1
Svenska ev. lutherska Bethaniaförsamlingen.	1
Centralutskottet för lantbrukets försöksverksamhet	1
Centrala arbetsgivareförbundet.	1
Centrala uppbördsnämnden	1
Centrala arbetsgivareförbundet	1
Bromstens socialdemokratiska ungdomsklubb	1
IFK Arboga	1
Ab. Arboga byggnadssmide.	1
Sveriges Arbetsledareförbund	1
Reuterswärdska släktföreningen	1
P.C. Rettig & Co.	1
Reslöfs sockenbibliotek	1
Underofficersklubben Reserv	1
Rengs sockenbibliotek	1
International Commission on Radiological Units	1
Reijmyre konsumtionsförening	1
Reftele hembygdsförening	1
Sveriges Redareförening	1
Rebbelberga sockenbibliotek	1
Ransäters sockenbibliotek	1
Ramnäs folkbibliotek	1
Ramnsjö biblioteksförening	1
Aktiebolaget Radius	1
A/B Radiator i Finland	1
Sveriges Pälshandlares riksförening	1
Idrottsföreningen Stjärnan (Påskallavik)	1
Pålsboda kyrka	1
Publicisternas pensionsförening	1
Prästerskapets änke- och pupillkassa	1
Svensk Provinsialläkarföreningen	1
Sveriges Privatanställdas pensionskassa	1
Posttjänstmännens förening	1
Posttjänstemännens förening	1
Postmästareföreningen	1
Svenska Postmannaförbundet	1
von Postka släktföreningen	1
Svenska Polisförbundet	1
Konsumtionsföreningen Polaris	1
Vilhelm Ekmans universitetsfond (Uppsala)	1
Judiska socialistiska arbetareförbundet Poale-Zion	1
Von Platen-föreningen	1
Piteå Odd Fellow orden (Piteå)	1
Piteå folkbibliotek	1
Pitebygdens fackliga Centralorganisation	1
Pilsnerdricksförsäljningsförordningen	1
Gloria dei Old Swedes' church (Philadelphia)	1
American Swedish historical museum (Philadelphia)	1
Victor Pettersons bokindustriaktiebolag	1
A.J. Petersson & Co	1
Perstorps församlingsbibliotek	1
Svenska Personal-pensionskassan	1
A.-b. penselfabriken Perfect	1
Perak river hydro-electric power company ltd	1
Föreningen Pensionerade officerare	1
Pelarne skolbibliotek	1
Musée des beaux-arts (Pau)	1
Partille idrottsförening	1
Parlamentet för fred och universellt broderskap	1
Aktiebolaget Park & Co	1
Galerie nationale du jeu de paume	1
Collège des étudiants suédois. 1930 (Paris)	1
Pargas kalkbergs aktiebolag	1
Pargas kalkbergs a.b.	1
Palander & Co	1
Brandstodsföreningen inom Oxie, Skytts och Wemmenhögs härad	1
A. B. F:s bibliotek i Oxelösund	1
A.B.F:s barnbibliotek i Oxelösund	1
Oxelösunds arbetarekommuns bibliotek	1
Ovanåkers missionsförsamlings junior-förening	1
Ovanåkers hembygdsförening	1
Sparbank (Ovansjö)	1
Ovansjö folk- och studiecirkelbibliotek	1
Svenska pappers- och cellulosaingeniörsföreningen	1
Finska Träsliperiföreningen	1
Otterstads sockenbibliotek	1
Kustannusosakeyhtiö Otava	1
Universitetets oldsaksamling (Oslo)	1
Svenska föreläsningsföreningen (Oslo)	1
Textilarbetareförbundets.	1
Idrottssällskapet Hallandia (Oskarström)	1
Oskarström arbetarebibliotek	1
Oskarshamns stadsbibliotek	1
Odd Fellow-orden (Oskarshamn)	1
Missionskyrkans ungdomsförenings bibliotek (Oskarshamn)	1
Oskarshamns missionsförening	1
Oskarshamns mejeriförening	1
Länslasarettet i Oskarshamn	1
Oskarshamns förenings-bibliotek	1
Oskarshamns föreläsnings- och biblioteksförenings bibliotek	1
Oskarshamns föreläsnings- och biblioteksförening	1
Oskarshamns flickscoutkår	1
Soldathemmet (Oskar Fredriksborg)	1
Skofabriksaktiebolaget Oscaria (Örebro)	1
Osby sockens sparbank	1
Osby Sparbank	1
Osby sparbank	1
Sockenbiblioteket (Osby)	1
Orvis Brothers & Co.	1
Orsa idrottsförening	1
Orsa hembygdsgård	1
Orrefors studiecirkels bibliotek	1
Föreningen Originalträsnitt	1
Aktiebolaget Optimus	1
Oppmanna församlingsbibliotek	1
Onslunda församlingsbibliotek	1
Sveriges Olympiska kommitté	1
Sveriges Ointroducerade adels förening	1
Mejeriaktiebolag (Ofvansjö)	1
Odontologiska föreningen	1
Oderljunga församlingsbibliotek	1
Odensvi församlingsbibliotek	1
Odensvi sockenbibliotek	1
Ockelbo kraftaktiebolag	1
Ockelbo folkbibliotek	1
Ockelbo hembygdsförening	1
Nödinge kommunbibliotek	1
Svenska textilarbetareförbundets avd. 46 (Nääs)	1
Slöjdlärareseminarium (Nääs)	1
August Abrahamsons stiftelse	1
Nävekvarns soc.-demokratiska ungdomsklubbs bibliotek	1
Näfvekvarns handelsförening	1
Nävekvarns biblioteksförenings boksamling	1
Arbetarnas bildningsförbunds bibliotek	1
Nävekvarns arbetarförenings lånbibliotek	1
Nättraby församlingsbibliotek	1
Nättraby bruks a.-b.	1
Nätra församlingsbibliotek	1
Näsums sockenbibliotek	1
Wänskapsförbundet (Nässjö)	1
Nässjö sparbank	1
Skidfrämjandet (Nässjö)	1
Nässjö rotaryklubb	1
Nationaltemplarorden (Nässjö)	1
Nässjö missionsförening	1
Nässjö K.F.U.M:s scoutkår	1
Nässjö arbetarebibliotek	1
Näsby skolbibliotek	1
Näsby folkbibliotek	1
Näsby arbetarekommun	1
Närpes sparbank	1
Goodtemplarorden (Nälden)	1
Arbetarnas bildningsförbunds studiecirkelbibliotek (Nyvång)	1
Nynäshamns sim-och livräddningssällskap	1
Nynäshamns rotaryklubb	1
Nynäshamns konsumtionsförening	1
Nynäshamns kommunbibliotek	1
Nynäshamns idrottsförening	1
Nynäshamns hantverksförening	1
Folkdansgillet (Nynäshamn)	1
Nynäshamns fackliga centralorganisation	1
Nynäshamns arbetarekommun	1
Nylands södra skyddskårsdistrikt	1
Nylands svenska ungdomsförbund	1
Nylands musik- och sångarförbund	1
Idrottsföreningen Kamraterna (Nyland, Ångermanland)	1
Utställning 1914. Nyköping	1
Textilarbetarefackföreningen vid Fors fabriker (Nyköping)	1
Templarorden (Nyköping)	1
Stenebergska kvartetten (Nyköping)	1
Smålands gille (Nyköping)	1
Rörarbetarnas nyköpingskrets	1
Nyköpings länslasaretts bibliotek	1
Nyköpings konsumtionsförening	1
Nyköpings koloniträdgårdar	1
IFK Nyköping	1
Högre allmänna läroverk (Nyköping)	1
Hälsovårdsnämnden (Nyköping)	1
Nyköpings gymnastikförening	1
Fors fabriksklubb (Nyköping)	1
Nyköpings folkskolors bibliotek	1
Fabriks- & hantverksförening (Nyköping)	1
Nyköpings bruks och mekaniska verkstads bibliotek	1
Bildningsföreningens boksamling (Nyköping)	1
Nyköpings arbetare-förenings bibliotek	1
Arbetareföreningen (Nyköping)	1
Nykyrke Folkbibliotek	1
Nykvarns studiecirkelbibliotek	1
Nykterhetskommittén	1
Kroppa folkbibliotek (Nykroppa)	1
Nykroppa allmänna idrottsklubb	1
Nyeds sockenbibliotek	1
Nyeds missionsförening	1
Nyby-bruk folk- och studiebibliotek	1
Nybro samaritförening	1
Nybro kooperativa handelsförening	1
Nybro kommunala mellanskola	1
Nybro centralmejeri	1
Nyboholms a.-b.	1
Nya förenade elektriska aktiebolaget	1
St. Lorenzkyrkan (Nürnberg)	1
Norsjö biblioteksförening	1
Godtemplarorden (Norrviken Bohuslän)	1
Svenska metallindustriarbetareförbundets avd. 82 (Norrtälje)	1
Stadsfullmäktige (Norrtälje)	1
Norrtälje socialdemokratiska ungdomsklubb	1
Odd Fellow-orden (Norrtälje)	1
Missionsförening (Norrtälje)	1
Norrtelje Folkbibliotek	1
Norrmalms livsmedels-a.-b.	1
Kungl. Norrlands dragonregemente	1
Trävaruaktisbolaget Norrland	1
Brandförsäkringsaktiebolaget Norrland	1
Norrlands konstförening	1
Maskinistföreningen (Norrland)	1
Norrlands hästförsäkring	1
Norrköpingsortens slakteriförening	1
Norrköpings-Hultsfredsbanan	1
Östergötlands dagblads personalklubb (Norrköping)	1
Tekniska och Ebersteinska skolornas bibliotek samt instrument- och apparatsamling (Norrköping)	1
Tekniska elementarskolan och Ebersteinska söndags- och aftonskolan. Bokförrådet (Norrköping)	1
Svenska litografförbundets Norrköpings-avdelning	1
Norrköpings stadstjänstemäns förening	1
Norrköpings stads bibliotek och konstmuseum	1
S.J. idrottsförening (Norrköping)	1
S:ta Birgittas kyrka i Norrköping	1
St. Olofs skola (Norrköping)	1
S:t Olofs skola (Norrköping)	1
The Rotary Club (Norrköping)	1
Politiska nykterhetssällskapet Frihetsvännerna (Norrköping)	1
Nationaltemplarorden (Norrköping)	1
Möbelarbetarfackföreningens bibliotek (Norrköping)	1
Norrköpings Literatur-förenings bibliotek	1
Lindöskolan (Norrköping)	1
Norrköpings lasaretts patientbibliotek	1
Kvinnorådet (Norrköping)	1
K.F.U.M:s scoutkår (Norrköping)	1
K.F.U.K. (Norrköping)	1
Norrköpings kontoristförenings bibliotek	1
Konstföreningen (Norrköping)	1
Norrköpings koloniträdgårdsförening. 1907	1
Norrköpings kontoristförening	1
John Lennings vävskolas bok- och planschförråd (Norrköping)	1
Immanuelskyrkan (Norrköping)	1
Idrottsklubben Urania (Norrköping)	1
Högre allm. läroverket.	1
Sällskapet Hjälpsamheten (Norrköping)	1
Handelskammare (Norrköping)	1
Hall- och manufaktur-rätt (Norrköping)	1
Goodtemplarorden (Norrköping)	1
Frälsningsarmén (Norrköping)	1
Norrköpings folkskolors barnbibliotek	1
Norrköpings folkbibliotek	1
Folkbanken (Norrköping)	1
Fabriksföreningen (Norrköping)	1
Norrköpings byggmästareförening	1
Sällskapet Bifrost (Norrköping)	1
Norrköpings arbetares biblioteksförbunds bibliotek	1
Norrköpings arbetarekommuns bibliotek	1
Norrköpings arbetare-instituts bibliotek	1
Norrköpings arbetareförenings bibliotek	1
Norrköpings arbetareförening	1
Norrköpings allmänna idrottssällskap	1
Kooperativa föreningen Star (Norrhult)	1
Goodtemplarorden (Norrbyskär)	1
Norrby IF	1
Kungl. Norrbottens regemente	1
Stövareklubb (Norrbottens län)	1
Sveriges socialdemokratiska ungdomsförbund (Norrbotten)	1
Norrbottens skidförbund	1
Norrbottens idrottsförbund.	1
Norrbottens idrottsförbund	1
Norrbottens gymnastikförbund	1
Norrbottens bandyförbund	1
Norra Åsums sockenbibliotek	1
Norra Vrams kommunbibliotek	1
Norra Vings kommunbibliotek	1
Norra skånska infanteriregementet	1
Norra Skräflinge församlingsbibliotek	1
Norra Rörums folkbibliotek	1
Norrahammars bruks tjänstemannaklubbs bibliotek	1
Goodtemplarorden (Norra Bada)	1
Normlösa folkbibliotek	1
Det statistiske centralbyrå (Norge)	1
Livförsäkringsaktiebolaget Nordstjernan	1
Byggnadsaktiebolag Nordstjärnan	1
Livförsäkringsaktiebolaget Nordpolen	1
Nordmarks sockenbibliotek	1
Nordiska landtbruksskolan	1
Nordiska kristna buddhistmissionen	1
Nordiska konstförbundet	1
Aktiebolaget Stockholm Nordiska kompaniet	1
Nordiska handelsbanken	1
A.B. Nordiska föreningsbanken	1
Nordiska föreningen för medicinsk radiologi	1
Nordingrå sportklubb	1
Odd Fellow-orden (Norberg)	1
Norbergs kommunbibliotek	1
Nora missionsförening	1
Nora stadsbibliotek	1
Nora missionsförsamling	1
Nora manskör	1
Nora Kommunala Mellanskolas skolbibliotek	1
Nora Godt.	1
IFK Nora	1
Frälsningsarmén (Nora)	1
Nora biblioteksförening	1
Nora bergsförsamlings folkbibliotek	1
A.B.F:s noraavdelnings bibliotek	1
Nors sockens lånbibliotek	1
Aktiebolaget Nol-Tingstad	1
Nol IK	1
Njutångers kommunbibliotek	1
Nissaströms bruk	1
Fornminnesmuseet (Umeå)	1
Nylands och Tavastehus läns lantbrukssällskap	1
Aktiebolaget A.W. Nilssons fabriker	1
Svenska handelskammaren	1
Svenska handelskammaren (New York)	1
Skandinaviska systraförbundet (New York)	1
Nevitshögs folkbibliotek	1
Nettraby sockenbibliotek	1
Sjöförsäkrings-aktiebolaget Neptunus	1
Andelsföreningen Neglinge samlingslokaler	1
Nedre Ulleruds församlingsbibliotek	1
Neder-Torneå härads tingsrätt	1
Nederluleå sockens brandstodsbolag	1
Aktiebolaget Svenska Naxos	1
Nationalföreningen mot emigrationen	1
Nacka kommunala folkbibliotek	1
Mössebergs vattenkuranstalt	1
Mörrums GoIS	1
Mörrums folkbibliotek	1
Mörlunda Kommun-bibliotek	1
Mörarps sockenbibliotek	1
Mörarps kommunbibliotek	1
Mörarps folkbibliotek	1
Nationaltemplarorden (Mönsterås)	1
Missionskyrkan (Mönsterås)	1
Mönsterås' missionsförening	1
Mönsterås kristna ungdomsförenings bibliotek	1
Kommunbiblioteket (Mönsterås)	1
Mölnlycke fabriksarbetares sjuk- och begravningshjälpskassa	1
Mölnlycke bil- & omnibusbolag	1
Mölndals stadsbibliotek	1
Mölndals missionsförening	1
Kvarnbyvallen (Mölndal)	1
Jordbrukare-ungdomens förbund (Mölndal)	1
Hyresgästernas sparkasse- och byggnadsförening (Mölndal)	1
Mölndals boxningsklubb	1
Mölltorps skolbibliotek	1
Mälareprovinsernas enskilda bank	1
Stockholms superfosfat fabriks aktiebolags bibliotek (Månsbo)	1
Absoluta nykterhetsförening (Månsarp)	1
Målilla sparbank	1
Målilla motorklubb	1
Målaremästarnas riksförening	1
Sveriges målaremästareförenings ömsesidiga olycksfallsförsäkringskassa	1
Målare- och bildhuggare-academien	1
Myssjö sockenbibliotek	1
Adlersparrebiblioteket (Myssjö)	1
Kungl. Mynt- och justeringsverket	1
Goodtemplarorden (Mustadfors)	1
Musikaliska konstföreningen	1
Murums lånbibliotek	1
Munksunds aktiebolag	1
Jönköping Munksjö pappersbruk	1
Avd. 68 av Metallindustriarbetareförbundet (Munkfors)	1
Godtemplarorden (Munkfors)	1
Föreningen Folkets hus (Munkfors)	1
Munkfors bruks-arbetares boksamling	1
Arbetarnas bildningsförbund (Munkfors)	1
Munkedals pappersbruk	1
Munka Ljungby skolbibliotek	1
Munka Ljungby församlingsbibliotek	1
Motorförarnas helnykterhetsförbund	1
Kungl. Motorbåtklubben	1
Svenska Motokulturföreningen	1
Motala verkstads studiecirkelbibliotek	1
Svenska metallindustriarbetareförbundets avd. 37 (Motala)	1
Motala sockenbibliotek	1
Motala segelklubb	1
Segelklubb (Motala)	1
Samskola (Motala)	1
Samepojkarnas idrottsklubb (Motala)	1
Motala landskommuns folkbibliotek	1
Motala Köpmannaförening	1
Motala kraftverk	1
Goodtemplarorden (Motala)	1
Motala brandkår	1
Boxningsklubben 30 (Motala)	1
Motala blåbandsförening	1
Bergmästare-embetets i östra distriktet arkiv (Mossgruvan)	1
Morups kommunbibliotek	1
Morgongåva Aktiebolaget Westeråsmaskiner	1
Morastrands kommunbibliotek	1
Zorngården (Mora)	1
Mora kommunala mellanskola	1
Mora frälsningsarmékår	1
Mora folkbibliotek	1
Värmlands läns folkhögskolas bibliotek (Molkom)	1
Moheda kommunbibliotek	1
Mofalla kyrkliga ungdomskrets	1
Aktiebolaget Paul Modig	1
Mo & Domsjö Aktiebolag	1
Ångermanland Mo ångsåg	1
Mo sockens bibliotek	1
Mjölbäcks biblioteksförbund	1
Mjölby kommunala mellanskolas bibliotek	1
Goodtemplarorden (Mjölby)	1
Mjölby folk- och studiecirkelbibliotek	1
Mjölby arbetareförenings lån-bibliotek	1
Mjällby Kommunbibliotek	1
Svenska Missionsförbundets mission i Kongo	1
University of Minnesota (Minneapolis)	1
Ministeriet för utrikes-ärendena i Finland	1
Militärlitteratur-föreningen	1
Kungl. Skogsstyrelsen.	1
Trafikförsäkringsföreningen	1
European Conference on Rural Life	1
Confederacion de camaras de comercio de los estados unidos mexiganos (Mexico staden)	1
Metodistkyrkans ungdom	1
AB Svenska Metallverken	1
Svenska Metallindustriarbetareförbundet	1
Rotary klubb (Mellerud)	1
Nordals mejeriförening Mellerud	1
Svenska järnvägsmannaförbundets avd. 79 (Mellansel)	1
Nedre Norrlands kristliga ungdomsskola (Mellansel)	1
Herman Meeths Aktiebolag	1
Herm. Meeths	1
Aktiebolaget Medica	1
Medelplana kommunbibliotek	1
Medelpads skogsägareförening u.p.a.	1
Minuthandlareförbund (Medelpad)	1
Medelpads hemslöjd	1
Svenska frisörföreningen (Medelpad)	1
Medelpads fotbolldomareklubb	1
Medelpads evangeliska lutherska kretsförening	1
Ansgarieförbund (Medelpad)	1
Tornedalens landtmanna- och folkhögskola (Matarengi)	1
Tornedalens bibliotek (Matarengi)	1
Statens Maskin & redskapsprovningsanstalter	1
Svenska Maskinist-, eldare- & reparatörförbundet	1
Marxsällskapet	1
Föreningen Martha	1
Marstrands folkbibliotek	1
Marmaverkens hushållsförening	1
Markaryds kommunbibliotek	1
Marinledningens personalförening	1
Zoologiska museet (Mariestad)	1
Söndagsskol-biblioteket (Mariestad)	1
Mariestads sockenbibliotek	1
Mariestads socialdemokratiska ungdomsklubb Frihet	1
Mariestads lånebibliotek	1
Mariestads kooperativa handelsförening	1
Mariestads husmodersförening	1
Mariestads arbetarekommun	1
Mariestads allmänna läroverks boksamlingar	1
Mariestads allmänna idrottsförening	1
Mariestads allm. idrottsförening	1
Marieholms idrottssällskapet	1
Marieholmsortens folkbibliotek	1
Sparbanken (Mariefred)	1
Goodtemplarorden (Mariedam)	1
Marieby kristliga ungdomsförening	1
A.B.F:s bibliotek N:r 235 (Mariannelund)	1
Manufaktur-societeten	1
Malungs föreläsningsförening	1
Malungs församlingsbibliotek	1
Malungs folkhögskolas boksamling	1
Malmö-Ystads & Malmö-Trelleborgs järnvägar	1
A. B. F:s bibliotek (Malmön)	1
Malmöhus läns trafikbilägareförening	1
Malmöhus läns sjukvårdsinrättningars lånebibliotek	1
Lantbruksbokföringsförening (Malmöhus län)	1
Malmöhus läns Kungl. Hushållningssällskaps bibliotek	1
Hushållningssällskap (Malmöhus län)	1
Föreningen för clydesdaleshästen (Malmöhus län)	1
Föreningen Belgiske hästen i Malmöhus län	1
Malmö Yllefabriks aktiebolag	1
Baltiska utställningen	1
Malmö typografers vilohem	1
Malmöortens trädgårdsarbetarefackförening	1
Malmö tobakshandlareförening	1
Malmö teknologförbund	1
Malmö tekniska yrkesskolas bokförråd	1
Malmö tekniska elementarskolas bibliotek	1
Systerföreningen (Malmö)	1
Sveriges socialdemokratiska ungdomsförbund. (Malmö)	1
Svensk-danska föreningen (Malmö)	1
Aktiebolaget Malmö strumpfabrik	1
Statsbanestationen (Malmö)	1
Statens järnvägars idrottsförening (Malmö)	1
S.J. idrottsförening (Malmö)	1
Stadsfullmäktige (Malmö)	1
Malmö spårvägspersonals pensionskassa & understödsförening	1
Sparbanken Bikupan (Malmö)	1
Sofielunds idrottsförening (Malmö)	1
Sofielunds blåbandsförening (Malmö)	1
Malmö socialistiska ungdomsklubb	1
Malmö socialdemokratiska förenings bibliotek	1
Skånes handels-, industri- och sjöfartskammares bibliotek (Malmö)	1
Sjölunda idrottsförening (Malmö)	1
Sjöfartsförening (Malmö)	1
Sjuk- och begravningskassan 'Friska kvinnor' (Malmö)	1
Sirius-orden (Malmö)	1
Malmö segelsällskap	1
Malmö Rådstuvurätten (Malmö)	1
Rådhuset (Malmö)	1
Raska flickor (Malmö)	1
Bostadsrättsföreningen Rabatten (Malmö)	1
Malmö poliskårs bibliotek	1
Poliskåren (Malmö)	1
Paltgillet (Malmö)	1
Odd-Fellow orden (Malmö)	1
Odd Fellow - orden (Malmö)	1
Odd Fellow orden (Malmö)	1
Odd fellow orden (Malmö)	1
Malmö nya arbetareförenings bibliotek	1
Malmö nya arbetareförening	1
Malmö Museum	1
Malmö läroverks skytteförening	1
Lärdoms-och apologistskola (Malmö)	1
Malmö lärarebibliotek	1
Lånbiblioteket för arbetsklassen (Malmö)	1
Likbärarelaget Enigheten (Malmö)	1
Malmö landstormsförening	1
Käcka fruar (Malmö)	1
Kvinnliga sjuk- och begravningskassan Hjälpsamhet (Malmö)	1
Kronprinsens husarregementes manskapsbibliotek (Malmö)	1
K.F.U.M:s yngliga-avdelning (Malmö)	1
Malmö K.F.U.M:s scoutkår	1
K.F.U.M. Gossavdelningen (Malmö)	1
Malmö K.F.U.K.-scouter	1
K.F.U.K. (Malmö)	1
Juniorföreningen Myran (Malmö)	1
Malmö industriförenings bibliotek	1
Malmö idrottsinstitutioners samorganisation	1
IFK Malmö	1
Högre allmänna läroverket (Malmö)	1
Högerförbundet (Malmö)	1
Hälsovårdskommittén (Malmö)	1
Hundramannaföreningen å Östra Förstaden (Malmö)	1
Kungl. Hovrätten över Skåne och Blekinge (Malmö)	1
Handtverksförening (Malmö)	1
Malmö hantverksförening	1
Hantverkarnas läse- och klubbsällskap (Malmö)	1
Handtverkarnes gille i Malmö	1
Hantverkarnes gille (Malmö)	1
Handtverks-societetens bibliotek (Malmö)	1
Handtverkarnes gille (Malmö)	1
Malmö hamn	1
Hamnen (Malmö)	1
Gymnastikföreningen Raska flickor (Malmö)	1
