original_name	original_date	final_author_id	final_author_birth	final_author_death	Count
Witte, Hernfrid	1877-1945	Witte, Hernfrid (1877-1945)	1877	1945	  19
Persson, Axel W	1888-1951	Persson, Axel W (1888-1951)	1888	1951	  19
Uhrström, Wilhelm	1880-1944	Uhrström, Wilhelm (1880-1944)	1880	1944	  19
Tigerschiöld, Hugo	1860-1938	Tigerschiöld, Hugo (1860-1938)	1860	1938	  19
Lundqvist, Gösta	1894-1967	Lundqvist, Gösta (1894-1967)	1894	1967	  19
Sten, Anders	1903-1999	Sten, Anders (1903-1999)	1903	1999	  19
Odeberg, Hugo	1898-1973	Odeberg, Hugo (1898-1973)	1898	1973	  19
Sjöstedt, C. E	1900-1979.	Sjöstedt, C E (1900-1979)	1900	1979	  19
Karsten, Rafael	1879-1956.	Karsten, Rafael (1879-1956)	1879	1956	  19
Karlson, William	1895-1959	Karlson, William (1895-1959)	1895	1959	  19
Williams, Karl	1881-1947	Williams, Karl (1881-1947)	1881	1947	  19
Juhlin Dannfelt, Herman	1852-1937	Juhlin Dannfelt, Herman (1852-1937)	1852	1937	  19
Jacobson, Gustaf	1881-1946	Jacobson, Gustaf (1881-1946)	1881	1946	  19
Holmberg, Gustaf Henriksson	1864-1929	Holmberg, Gustaf Henriksson (1864-1929)	1864	1929	  19
Hammarsten, Olof	1886-1958	Hammarsten, Olof (1886-1958)	1886	1958	  19
Hagner, Johan	1888-1963	Hagner, Johan (1888-1963)	1888	1963	  19
Nordenskjöld, Otto	1869-1928	Nordenskjöld, Otto (1869-1928)	1869	1928	  19
Grevenius, Herbert	1901-1993	Grevenius, Herbert (1901-1993)	1901	1993	  19
Fjelner, Alfred	1877-1936	Fjelner, Alfred (1877-1936)	1877	1936	  19
Dumas, Alexandre	1824-1895.	Dumas, Alexandre (1824-1895)	1824	1895	  19
Dahl, Georg	1905-1979	Dahl, Georg (1905-1979)	1905	1979	  19
Burnett, Frances Hodgson	1849-1924.	Burnett, Frances Hodgson (1849-1924)	1849	1924	  19
Aspelin, Gunnar	1898-1977	Aspelin, Gunnar (1898-1977)	1898	1977	  19
Almqvist, Bertil	1902-1972	Almqvist, Bertil (1902-1972)	1902	1972	  19
Engels, Friedrich	1820-1895	Engels, Friedrich (1820-1895)	1820	1895	  19
Hodell, Frans	1840-1890	Hodell, Frans (1840-1890)	1840	1890	  19
Eek, Hilding	1910-1983	Eek, Hilding (1910-1983)	1910	1983	  19
Gyllander, Hugo	1868-1955	Gyllander, Hugo (1868-1955)	1868	1955	  19
Andersson, Sigvard	1912-	Andersson, Sigvard (1912-NA)	1912	NA	  19
Andersson, Ingvar	1899-1974	Andersson, Ingvar (1899-1974)	1899	1974	  19
Grape, Anders	1880-1959	Grape, Anders (1880-1959)	1880	1959	  19
Yrjö-Koskinen, Georg Zacharias	1830-1903	Yrjö-koskinen, Georg Zacharias (1830-1903)	1830	1903	  18
Webb, Richard Wilson	1902-	Webb, Richard Wilson (1902-NA)	1902	NA	  18
Saxén, Ralf	1868-1932	Saxén, Ralf (1868-1932)	1868	1932	  18
Mörner, Karl Axel Hampus	1854-1917.	Mörner, Karl Axel Hampus (1854-1917)	1854	1917	  18
Nielsen, Yngvar	1843-1916	Nielsen, Yngvar (1843-1916)	1843	1916	  18
Rodgers, Richard	1902-1979	Rodgers, Richard (1902-1979)	1902	1979	  18
Tham, Wilhelm	1812-1873	Tham, Wilhelm (1812-1873)	1812	1873	  18
Johansson, Johan Erik	1862-1938.	Johansson, Johan Erik (1862-1938)	1862	1938	  18
Helsingius, Gustaf Adolf	1855-1934	Helsingius, Gustaf Adolf (1855-1934)	1855	1934	  18
Estlander, Carl Gustaf	1834-1910.	Estlander, Carl Gustaf (1834-1910)	1834	1910	  18
Cronstedt, Axel Fredrik	1722-1765.	Cronstedt, Axel Fredrik (1722-1765)	1722	1765	  18
Blix, Magnus	1849-1904	Blix, Magnus (1849-1904)	1849	1904	  18
Chydenius, Jakob Wilhelm	1863-1926.	Chydenius, Jakob Wilhelm (1863-1926)	1863	1926	  18
Anderson, Amos	1878-1961	Anderson, Amos (1878-1961)	1878	1961	  18
Haglöf, Karl	1859-1938.	Haglöf, Karl (1859-1938)	1859	1938	  18
Hansen, Fredrik Vilhelm	1862-1929	Hansen, Fredrik Vilhelm (1862-1929)	1862	1929	  18
Lidholm, Alfred	1839-1919	Lidholm, Alfred (1839-1919)	1839	1919	  18
Nordlund, K. P	1830-1909.	Nordlund, K P (1830-1909)	1830	1909	  18
Ångström, C. A	1821-1896.	ångström, C A (1821-1896)	1821	1896	  18
Kræmer, Robert von	1825-1903	Kræmer, Robert Von (1825-1903)	1825	1903	  18
Nordvall, Adolf Leonard	1824-1892	Nordvall, Adolf Leonard (1824-1892)	1824	1892	  18
Hedlund, S. A	1821-1900	Hedlund, S A (1821-1900)	1821	1900	  18
Areschoug, Fredrik Wilhelm Christian	1830-1908	Areschoug, Fredrik Wilhelm Christian (1830-1908)	1830	1908	  18
Celsius, Nils	1658-1724	Celsius, Nils (1658-1724)	1658	1724	  18
Neumann, Caspar	1648-1715	Neumann, Caspar (1648-1715)	1648	1715	  18
Jersin, Jens Dinesen	1588-1634	Jersin, Jens Dinesen (1588-1634)	1588	1634	  18
Lagerhjelm, Pehr	1787-1856	Lagerhjelm, Pehr (1787-1856)	1787	1856	  18
Cellarius, Christoph	1638-1707	Cellarius, Christoph (1638-1707)	1638	1707	  18
Heldmann, Andreas	1688-1770	Heldmann, Andreas (1688-1770)	1688	1770	  18
Westerberg, Ludvig	1797-1871	Westerberg, Ludvig (1797-1871)	1797	1871	  18
Cottin, Sophie	1770-1807	Cottin, Sophie (1770-1807)	1770	1807	  18
Strussenfelt, Constantia Carolina Amalia von	1803-1847	Strussenfelt, Constantia Carolina Amalia Von (1803-1847)	1803	1847	  18
Arnaud, François Thomas Marie de Baculard d'	1718-1805	Arnaud, François Thomas Marie De Baculard D' (1718-1805)	1718	1805	  18
Wahlenberg, Göran	1780-1851	Wahlenberg, Göran (1780-1851)	1780	1851	  18
Hufeland, Christoph Wilhelm	1762-1836	Hufeland, Christoph Wilhelm (1762-1836)	1762	1836	  18
Duraeus, Samuel	1718-1789	Duraeus, Samuel (1718-1789)	1718	1789	  18
Caesar, Gajus Julius	100-44 f Kr	Caesar, Gajus Julius	NA	NA	  18
Dahlberg, Johan Peter	1750-1815	Dahlberg, Johan Peter (1750-1815)	1750	1815	  18
Meissner, August Gottlieb	1753-1807	Meissner, August Gottlieb (1753-1807)	1753	1807	  18
Gibbon, Edward	1737-1794	Gibbon, Edward (1737-1794)	1737	1794	  18
Busser, Johan Benedict	1729-1799	Busser, Johan Benedict (1729-1799)	1729	1799	  18
Herder, Johann Gottfried von	1744-1803	Herder, Johann Gottfried Von (1744-1803)	1744	1803	  18
Jörlin, Engelbert	1733-1810	Jörlin, Engelbert (1733-1810)	1733	1810	  18
Salzmann, Christian Gotthilf	1744-1811	Salzmann, Christian Gotthilf (1744-1811)	1744	1811	  18
Kolmodin, Olof	1766-1838	Kolmodin, Olof (1766-1838)	1766	1838	  18
Adlersparre, Georg	1760-1835	Adlersparre, Georg (1760-1835)	1760	1835	  18
Hollatz, David	1704-1771	Hollatz, David (1704-1771)	1704	1771	  18
Zetterstén, Erik	1732-1801	Zetterstén, Erik (1732-1801)	1732	1801	  18
Munck, Petrus	1732-1803	Munck, Petrus (1732-1803)	1732	1803	  18
Bilberg, Johan	1646-1717	Bilberg, Johan (1646-1717)	1646	1717	  18
Possieth, Johan	1667-1728	Possieth, Johan (1667-1728)	1667	1728	  18
Carleson, Carl	1703-1761	Carleson, Carl (1703-1761)	1703	1761	  18
Warmholtz, Carl Gustaf	1713-1785	Warmholtz, Carl Gustaf (1713-1785)	1713	1785	  18
Wallenius, Jacob	1761-1819	Wallenius, Jacob (1761-1819)	1761	1819	  18
Sundius, Nils Johan	1761-1828	Sundius, Nils Johan (1761-1828)	1761	1828	  18
Nicander, Henrik	1744-1815	Nicander, Henrik (1744-1815)	1744	1815	  18
Wulfschmidt, Jacob Pontus von	1730-89	Wulfschmidt, Jacob Pontus Von (1730-1789)	1730	1789	  18
Dahl, Christopher	1758-1809	Dahl, Christopher (1758-1809)	1758	1809	  18
Behn, Carl Conrad	1744-1812	Behn, Carl Conrad (1744-1812)	1744	1812	  18
Martin, Roland	1726-1788	Martin, Roland (1726-1788)	1726	1788	  18
Zschokke, Heinrich	1771-1848	Zschokke, Heinrich (1771-1848)	1771	1848	  18
De la Gardie, Jacob	1768-1842	De La Gardie, Jacob (1768-1842)	1768	1842	  18
Funcke, Otto	1836-1910.	Funcke, Otto (1836-1910)	1836	1910	  18
Norlander, Carl A. H	1846-1916	Norlander, Carl A H (1846-1916)	1846	1916	  18
Sätherberg, Herman	1812-1897	Sätherberg, Herman (1812-1897)	1812	1897	  18
Hedberg, Enok	1871-1947	Hedberg, Enok (1871-1947)	1871	1947	  18
Bergström, Adil	1865-	Bergström, Adil (1865-NA)	1865	NA	  18
Ambrosiani, Sune	1874-1950	Ambrosiani, Sune (1874-1950)	1874	1950	  18
Weibull, Lauritz	1873-1960	Weibull, Lauritz (1873-1960)	1873	1960	  18
Moberg, Johan Christian	1854-1915	Moberg, Johan Christian (1854-1915)	1854	1915	  18
Ekelöf, Gunnar	1907-1968	Ekelöf, Gunnar (1907-1968)	1907	1968	  18
Lundh, Nils Wilhelm	1879-1953.	Lundh, Nils Wilhelm (1879-1953)	1879	1953	  18
Thordeman, Bengt	1893-1990	Thordeman, Bengt (1893-1990)	1893	1990	  18
Rieck-Müller, Maria	1863-1955	Rieck-müller, Maria (1863-1955)	1863	1955	  18
Olaus Petri	1493-1552	Petri, Olaus (1493-1552)	1493	1552	  18
Berglund, Victor	1877-1922.	Berglund, Victor (1877-1922)	1877	1922	  18
Rainis, Jānis	1865-1929	Rainis, Jānis (1865-1929)	1865	1929	  18
Wernström, Sven	1925-	Wernström, Sven (1925-NA)	1925	NA	  18
Nisser, Peter	1919-1999	Nisser, Peter (1919-1999)	1919	1999	  18
Nilsson, Martin P	1874-1967	Nilsson, Martin P (1874-1967)	1874	1967	  18
Lidman, Hans	1910-1976	Lidman, Hans (1910-1976)	1910	1976	  18
Holm, Torsten	1887-1963	Holm, Torsten (1887-1963)	1887	1963	  18
Dante Alighieri	1265-1321	Alighieri, Dante (1265-1321)	1265	1321	  18
Aischylos	ca 525-456 f. Kr.	Aischylos,  (525-NA)	525	NA	  18
Wahlstedt, Viola	1901-1992	Wahlstedt, Viola (1901-1992)	1901	1992	  18
Påhlman, John M	1860-1945.	Påhlman, John M (1860-1945)	1860	1945	  18
Stjernberg, Nils	1873-1943	Stjernberg, Nils (1873-1943)	1873	1943	  18
Racine, Jean	1639-1699	Racine, Jean (1639-1699)	1639	1699	  18
Sandberg, Torsten	1900-1946	Sandberg, Torsten (1900-1946)	1900	1946	  18
Rosenborg, Einar	1882-	Rosenborg, Einar (1882-NA)	1882	NA	  18
Åkesson, Elof	1892-1979	åkesson, Elof (1892-1979)	1892	1979	  18
Vinde, Victor	1903-1970	Vinde, Victor (1903-1970)	1903	1970	  18
Westerberg, Ernst	1862-1949	Westerberg, Ernst (1862-1949)	1862	1949	  18
Marcus, Carl David	1879-1940	Marcus, Carl David (1879-1940)	1879	1940	  18
Asklund, Bror	1896-1969	Asklund, Bror (1896-1969)	1896	1969	  18
Edström, Enzio	1854-1926	Edström, Enzio (1854-1926)	1854	1926	  18
Cederström, Anna	1869-	Cederström, Anna (1869-NA)	1869	NA	  18
Aurelius, Bengt	1874-1955.	Aurelius, Bengt (1874-1955)	1874	1955	  18
Mauriac, François	1885-1970	Mauriac, François (1885-1970)	1885	1970	  18
Ljungquist, Walter	1900-1974	Ljungquist, Walter (1900-1974)	1900	1974	  18
Kivi, Aleksis	1834-1872	Kivi, Aleksis (1834-1872)	1834	1872	  18
Wohlin, Margit	1897-1994.	Wohlin, Margit (1897-1994)	1897	1994	  18
Rydqvist, Oscar	1893-1965	Rydqvist, Oscar (1893-1965)	1893	1965	  18
Rydh, Hanna	1891-1964	Rydh, Hanna (1891-1964)	1891	1964	  18
Rundgren, Viktor	1869-1936	Rundgren, Viktor (1869-1936)	1869	1936	  18
Rudberg, Yngve	1887-1978	Rudberg, Yngve (1887-1978)	1887	1978	  18
Réenstierna, Viva	1879-	Réenstierna, Viva (1879-NA)	1879	NA	  18
Wagner, Richard	1813-1883	Wagner, Richard (1813-1883)	1813	1883	  18
Nordström, N. J	1880-1943.	Nordström, N J (1880-1943)	1880	1943	  18
Nilsson, N. A	1860-1940.	Nilsson, N A (1860-1940)	1860	1940	  18
Magnusson, John	1893-1971	Magnusson, John (1893-1971)	1893	1971	  18
Klercker, Kjell-Otto af	1871-1959	Klercker, Kjell-otto Af (1871-1959)	1871	1959	  18
Lundh-Eriksson, Nanna	1878-1977	Lundh-eriksson, Nanna (1878-1977)	1878	1977	  18
Lind, Gustaf	1869-1945	Lind, Gustaf (1869-1945)	1869	1945	  18
Täckholm, Vivi	1898-1978	Täckholm, Vivi (1898-1978)	1898	1978	  18
Falkås, Gunnar	1903-1973	Falkås, Gunnar (1903-1973)	1903	1973	  18
Wærn-Bugge, Elisabeth	1868-1951	Wærn-bugge, Elisabeth (1868-1951)	1868	1951	  18
Tufvesson, Theodor	1884-1947	Tufvesson, Theodor (1884-1947)	1884	1947	  18
Pettersson, Jakob	1866-1957	Pettersson, Jakob (1866-1957)	1866	1957	  18
Spyri, Johanna	1827-1901	Spyri, Johanna (1827-1901)	1827	1901	  18
Melander, Emil	1856-1930.	Melander, Emil (1856-1930)	1856	1930	  18
Pehrsson, Per	1867-1953	Pehrsson, Per (1867-1953)	1867	1953	  18
Laboulaye, Edouard	1811-1883	Laboulaye, Edouard (1811-1883)	1811	1883	  18
Théel, Hjalmar	1848-1937	Théel, Hjalmar (1848-1937)	1848	1937	  18
Johansson, Adolf	1889-1934	Johansson, Adolf (1889-1934)	1889	1934	  18
Rossander, Carl A	1875-1927	Rossander, Carl A (1875-1927)	1875	1927	  18
Hällzon, Florentinus	1886-1969	Hällzon, Florentinus (1886-1969)	1886	1969	  18
Horn, Vivi	1877-1971	Horn, Vivi (1877-1971)	1877	1971	  18
Fransén, Klara	1862-1945	Fransén, Klara (1862-1945)	1862	1945	  18
Essén, Rütger	1890-1972	Essén, Rütger (1890-1972)	1890	1972	  18
Eriksson, Gustaf	1863-	Eriksson, Gustaf (1863-NA)	1863	NA	  18
Eklund, Vira	1880-	Eklund, Vira (1880-NA)	1880	NA	  18
Schiöler, Severin	1880-1957.	Schiöler, Severin (1880-1957)	1880	1957	  18
Burroughs, Edgar Rice	1875-1950	Burroughs, Edgar Rice (1875-1950)	1875	1950	  18
Bergvall, Erik	1880-1950	Bergvall, Erik (1880-1950)	1880	1950	  18
Bergquist von Mirbach, Magda	1889-1976.	Bergquist Von Mirbach, Magda (1889-1976)	1889	1976	  18
Byström, Ella	1889-1969	Byström, Ella (1889-1969)	1889	1969	  18
Albán, Eugen	1891-1941	Albán, Eugen (1891-1941)	1891	1941	  18
Kjellberg, Isidor	1841-1895	Kjellberg, Isidor (1841-1895)	1841	1895	  18
Aldén, Gustaf A	1852-1927.	Aldén, Gustaf A (1852-1927)	1852	1927	  18
White, Ellen Gould Harmon	1827-1915	White, Ellen Gould Harmon (1827-1915)	1827	1915	  18
Cavallin, Christian	1831-1890	Cavallin, Christian (1831-1890)	1831	1890	  18
Meyer, Ernst	1854-1914	Meyer, Ernst (1854-1914)	1854	1914	  18
Andersson, Aron	1919-1984	Andersson, Aron (1919-1984)	1919	1984	  18
Wessén, Elias	1889-1981	Wessén, Elias (1889-1981)	1889	1981	  18
Porthan, Henrik Gabriel	1739-1804	Porthan, Henrik Gabriel (1739-1804)	1739	1804	  18
Strussenfelt, Ulrika Sophia von	1801-1873	Strussenfelt, Ulrika Sophia Von (1801-1873)	1801	1873	  17
Oskar	1799-1859	Oskar,  (1799-1859)	1799	1859	  17
Lundberg, A. G	verksam ca 1900	Lundberg, A G (1900-NA)	1900	NA	  17
Folcker, Erik G	1858-1926.	Folcker, Erik G (1858-1926)	1858	1926	  17
Sylvain, Jules	1900-1968	Sylvain, Jules (1900-1968)	1900	1968	  17
Ekholm, Nils	1848-1923.	Ekholm, Nils (1848-1923)	1848	1923	  17
Götrek, Per	1798-1876.	Götrek, Per (1798-1876)	1798	1876	  17
Gyldenstolpe, Michael Olai Wexionius	1609-1670	Gyldenstolpe, Michael Olai Wexionius (1609-1670)	1609	1670	  17
Agardh, Jacob Georg	1813-1901.	Agardh, Jacob Georg (1813-1901)	1813	1901	  17
Cygnæus, Fredrik	1807-1881	Cygnæus, Fredrik (1807-1881)	1807	1881	  17
Dietrichson, Lorentz	1834-1917	Dietrichson, Lorentz (1834-1917)	1834	1917	  17
Olaus Magnus	1490-1557	Magnus, Olaus (1490-1557)	1490	1557	  17
Jäderin, Axel	1850-1925	Jäderin, Axel (1850-1925)	1850	1925	  17
Nordling, E. V	1832-1898.	Nordling, E V (1832-1898)	1832	1898	  17
Linde, Sven	1847-	Linde, Sven (1847-NA)	1847	NA	  17
Helander, Adolf	1820-1905	Helander, Adolf (1820-1905)	1820	1905	  17
Feuk, Lars	1813-1903	Feuk, Lars (1813-1903)	1813	1903	  17
Damm, Janne	1825-1892.	Damm, Janne (1825-1892)	1825	1892	  17
Samuelson, Samuel Henrik	1826-1902	Samuelson, Samuel Henrik (1826-1902)	1826	1902	  17
Brunius, Louise	1799-1880	Brunius, Louise (1799-1880)	1799	1880	  17
Ljungberg, C. E	1820-1910.	Ljungberg, C E (1820-1910)	1820	1910	  17
Hyltén-Cavallius, Gunnar Olof	1818-1889	Hyltén-cavallius, Gunnar Olof (1818-1889)	1818	1889	  17
Hasselquist, Andreas Benedicti	1646-1700	Hasselquist, Andreas Benedicti (1646-1700)	1646	1700	  17
Radcliffe, Ann Ward	1764-1823.	Radcliffe, Ann Ward (1764-1823)	1764	1823	  17
Ducray-Duminil, François Guillaume	1761-1819	Ducray-duminil, François Guillaume (1761-1819)	1761	1819	  17
Bring, Erland Samuel	1736-1798	Bring, Erland Samuel (1736-1798)	1736	1798	  17
Gadolin, Johan	1760-1852	Gadolin, Johan (1760-1852)	1760	1852	  17
Demoustier, Charles Albert	1760-1801	Demoustier, Charles Albert (1760-1801)	1760	1801	  17
Pope, Alexander	1688-1744	Pope, Alexander (1688-1744)	1688	1744	  17
Gråberg, Olof	1716-1767	Gråberg, Olof (1716-1767)	1716	1767	  17
Swartz, Olof	1760-1818	Swartz, Olof (1760-1818)	1760	1818	  17
Ekmarck, Anders	1741-1822	Ekmarck, Anders (1741-1822)	1741	1822	  17
Blanchard, Pierre	1772-1856	Blanchard, Pierre (1772-1856)	1772	1856	  17
Rousseau, Jean Jacques	1712-1778	Rousseau, Jean Jacques (1712-1778)	1712	1778	  17
Ehrensvärd, Carl August	1745-1800	Ehrensvärd, Carl August (1745-1800)	1745	1800	  17
Godenius, Daniel	1702-1768	Godenius, Daniel (1702-1768)	1702	1768	  17
Hallström, Jonas	1739-81	Hallström, Jonas (1739-1781)	1739	1781	  17
Murray, Gustaf	1747-1825	Murray, Gustaf (1747-1825)	1747	1825	  17
Lilljenwalldh, Carl Christian	1769-1845	Lilljenwalldh, Carl Christian (1769-1845)	1769	1845	  17
Rosén von Rosenstein, Nils	1706-1773	Rosén Von Rosenstein, Nils (1706-1773)	1706	1773	  17
Uggla, Carl Fredrik Hillebrandsson	1725-1803	Uggla, Carl Fredrik Hillebrandsson (1725-1803)	1725	1803	  17
Ekmanson, Carl Gustaf	1744-1812	Ekmanson, Carl Gustaf (1744-1812)	1744	1812	  17
Stabeck, Gustaf	1778?-1831	Stabeck, Gustaf (1778-1831)	1778	1831	  17
Wijnbladh, Carl	1705-1768	Wijnbladh, Carl (1705-1768)	1705	1768	  17
Ekman, Carl Magnus	1712-81	Ekman, Carl Magnus (1712-1781)	1712	1781	  17
Lundblad, Johan Fredrik af	1791-1854	Lundblad, Johan Fredrik Af (1791-1854)	1791	1854	  17
Tingstadius, Johan Adam	1748-1827	Tingstadius, Johan Adam (1748-1827)	1748	1827	  17
Berglund, Lars Gustaf	1767--1843	Berglund, Lars Gustaf (1767-1843)	1767	1843	  17
Paban, Louis	?-1824	Paban, Louis (1804-1824)	1804	1824	  17
Lefrén, Johan Peter	1784-1862	Lefrén, Johan Peter (1784-1862)	1784	1862	  17
Wadenstierna, Carl Eric	1723-1787	Wadenstierna, Carl Eric (1723-1787)	1723	1787	  17
Gravallius, Daniel Ehrenfried	1777-1849	Gravallius, Daniel Ehrenfried (1777-1849)	1777	1849	  17
Bilderbeck, Ludwig Benedict Franz von	1766?-?	Bilderbeck, Ludwig Benedict Franz Von (1766-NA)	1766	NA	  17
Gyllenborg, Gustaf Fredrik	1731-1808	Gyllenborg, Gustaf Fredrik (1731-1808)	1731	1808	  17
Ekman, Johan August	1845-1913	Ekman, Johan August (1845-1913)	1845	1913	  17
Centerwall, Julius	1844-1923	Centerwall, Julius (1844-1923)	1844	1923	  17
Bergendal, David	1855-1908	Bergendal, David (1855-1908)	1855	1908	  17
Arnér, Sivar	1909-1997	Arnér, Sivar (1909-1997)	1909	1997	  17
Weibull, Martin	1835-1902	Weibull, Martin (1835-1902)	1835	1902	  17
Lundstedt, Bernhard	1846-1914	Lundstedt, Bernhard (1846-1914)	1846	1914	  17
Fröding, Hugo	1842-1930	Fröding, Hugo (1842-1930)	1842	1930	  17
Elmquist, Henning	1871-1933	Elmquist, Henning (1871-1933)	1871	1933	  17
Varenius, Otto	1857-1940	Varenius, Otto (1857-1940)	1857	1940	  17
Wallis, Curt	1845-1922	Wallis, Curt (1845-1922)	1845	1922	  17
Melin, Karl Alfred	1849-1919	Melin, Karl Alfred (1849-1919)	1849	1919	  17
Björstedt, Patrik Theodor	1863-1929	Björstedt, Patrik Theodor (1863-1929)	1863	1929	  17
Torbiörnsson, Tore	1864-1948	Torbiörnsson, Tore (1864-1948)	1864	1948	  17
Henschen, Salomon Eberhard	1847-1930	Henschen, Salomon Eberhard (1847-1930)	1847	1930	  17
Carlén, Rosa	1836-1883	Carlén, Rosa (1836-1883)	1836	1883	  17
Brandes, Georg	1842-1927	Brandes, Georg (1842-1927)	1842	1927	  17
Stevns, Gretha	1916-1989	Stevns, Gretha (1916-1989)	1916	1989	  17
Båth, Markus	1916-2000	Båth, Markus (1916-2000)	1916	2000	  17
Nietzsche, Friedrich	1844-1900	Nietzsche, Friedrich (1844-1900)	1844	1900	  17
Liberg, Olle Oson	1921-1993	Liberg, Olle Oson (1921-1993)	1921	1993	  17
Fryxell, Karin	1911-2003	Fryxell, Karin (1911-2003)	1911	2003	  17
Dickson, Walter	1916-1990	Dickson, Walter (1916-1990)	1916	1990	  17
Defoe, Daniel	1661?-1731	Defoe, Daniel (1661-1731)	1661	1731	  17
Brandt, Willy	1913-1992	Brandt, Willy (1913-1992)	1913	1992	  17
Carroll, Lewis	1832-1898	Carroll, Lewis (1832-1898)	1832	1898	  17
Svensson, Olle	1904-1972	Svensson, Olle (1904-1972)	1904	1972	  17
Lagerstedt, Nils Gerhard Wilhelm	1847-1925	Lagerstedt, Nils Gerhard Wilhelm (1847-1925)	1847	1925	  17
Palme, Olof	1884-1918	Palme, Olof (1884-1918)	1884	1918	  17
Myhrman, David W	1866-1940	Myhrman, David W (1866-1940)	1866	1940	  17
Högelin, Gösta	1890-1976.	Högelin, Gösta (1890-1976)	1890	1976	  17
Forssell, Carl	1881-1973	Forssell, Carl (1881-1973)	1881	1973	  17
Wifstrand, Albert	1901-1964	Wifstrand, Albert (1901-1964)	1901	1964	  17
Romell, Lars-Gunnar	1891-1981	Romell, Lars-gunnar (1891-1981)	1891	1981	  17
Schnitzler, Arthur	1862-1931	Schnitzler, Arthur (1862-1931)	1862	1931	  17
Ugglas, Carl R. af	1884-1946.	Ugglas, Carl R Af (1884-1946)	1884	1946	  17
Fischerström, Nils	1903-1987	Fischerström, Nils (1903-1987)	1903	1987	  17
Cleve-Euler, Astrid	1875-1968.	Cleve-euler, Astrid (1875-1968)	1875	1968	  17
Berendsohn, Walter A	1884-1984	Berendsohn, Walter A (1884-1984)	1884	1984	  17
Wallerström, Ingrid	1892-1995	Wallerström, Ingrid (1892-1995)	1892	1995	  17
Hildebrand, Karl-Gustaf	1911-2005	Hildebrand, Karl-gustaf (1911-2005)	1911	2005	  17
Hentzel, Roland	1894-1974	Hentzel, Roland (1894-1974)	1894	1974	  17
Jägerskiöld, Leonard A	1867-1945	Jägerskiöld, Leonard A (1867-1945)	1867	1945	  17
Cronin, A. J	1896-1981	Cronin, A J (1896-1981)	1896	1981	  17
Bergstedt, Hugo	1855-1926	Bergstedt, Hugo (1855-1926)	1855	1926	  17
Belfrage, Sixten	1883-1976	Belfrage, Sixten (1883-1976)	1883	1976	  17
Tenow, Elna	1862-1944	Tenow, Elna (1862-1944)	1862	1944	  17
Tegnér, Alice	1864-1943	Tegnér, Alice (1864-1943)	1864	1943	  17
Silfverstolpe, Gunnar Mascoll	1893-1942	Silfverstolpe, Gunnar Mascoll (1893-1942)	1893	1942	  17
Schürer von Waldheim, Max	1872-1948	Schürer Von Waldheim, Max (1872-1948)	1872	1948	  17
Schiller, Harald	1898-1982	Schiller, Harald (1898-1982)	1898	1982	  17
Sandel, Cora	1880-1974	Sandel, Cora (1880-1974)	1880	1974	  17
Reuter, Hugo	1870-1955.	Reuter, Hugo (1870-1955)	1870	1955	  17
Petre, Allan	1892-1977	Petre, Allan (1892-1977)	1892	1977	  17
Petersson, Gustaf	1863-1936	Petersson, Gustaf (1863-1936)	1863	1936	  17
Palme, Sven	1854-1934	Palme, Sven (1854-1934)	1854	1934	  17
Olofsson, Maria	1886-1972	Olofsson, Maria (1886-1972)	1886	1972	  17
Ohlsson, Håkan Theodor	1871-1949	Ohlsson, Håkan Theodor (1871-1949)	1871	1949	  17
Nyblom, Knut	1870-1949	Nyblom, Knut (1870-1949)	1870	1949	  17
Marlitt, E	1825-1887.	Marlitt, E (1825-1887)	1825	1887	  17
Åkerhielm, Erik	1871-1958	åkerhielm, Erik (1871-1958)	1871	1958	  17
Wettergren, Erik	1883-1961	Wettergren, Erik (1883-1961)	1883	1961	  17
Westberg, Sven J	1892-	Westberg, Sven J (1892-NA)	1892	NA	  17
Roth, Josef	1888-1939	Roth, Josef (1888-1939)	1888	1939	  17
Backman, E. Louis	1883-1965	Backman, E Louis (1883-1965)	1883	1965	  17
Quensel, Ulrik	1863-1934	Quensel, Ulrik (1863-1934)	1863	1934	  17
Uddgren, Hugo Edvard	1876-1955	Uddgren, Hugo Edvard (1876-1955)	1876	1955	  17
Sundius, Nils	1886-1976	Sundius, Nils (1886-1976)	1886	1976	  17
Svensson, Waldemar	1897-1984	Svensson, Waldemar (1897-1984)	1897	1984	  17
Swedberg, John	1872-	Swedberg, John (1872-NA)	1872	NA	  17
Lide, Sven	1891-1969.	Lide, Sven (1891-1969)	1891	1969	  17
Kjederqvist, John	1863-1934.	Kjederqvist, John (1863-1934)	1863	1934	  17
Kallstenius, Gottfrid	1873-1942	Kallstenius, Gottfrid (1873-1942)	1873	1942	  17
Jönsson, Gabriel	1892-1984	Jönsson, Gabriel (1892-1984)	1892	1984	  17
Wallin, Sigurd	1882-1968	Wallin, Sigurd (1882-1968)	1882	1968	  17
Hirdman, Maj	1888-1976	Hirdman, Maj (1888-1976)	1888	1976	  17
Heribert-Nilsson, Nils	1883-1955.	Heribert-nilsson, Nils (1883-1955)	1883	1955	  17
Gjöres, Axel	1889-1979.	Gjöres, Axel (1889-1979)	1889	1979	  17
Fries, Karl	1861-1943.	Fries, Karl (1861-1943)	1861	1943	  17
Enckell, Olof	1900-1990	Enckell, Olof (1900-1990)	1900	1990	  17
