original_name	original_date	final_author_id	final_author_birth	final_author_death	Count
Heland, Erik von	1894-1973	Heland, Erik Von (1894-1973)	1894	1973	   3
Hammar, Eric E:son	1871-1943	Hammar, Eric E:son (1871-1943)	1871	1943	   3
Hagström, Arvid	1874-	Hagström, Arvid (1874-NA)	1874	NA	   3
Grey Owl	1888-1938	Owl, Grey (1888-1938)	1888	1938	   3
Gracie, Archibald	1858-1912	Gracie, Archibald (1858-1912)	1858	1912	   3
Gottlieb, Ernestus	1600-t.	Gottlieb, Ernestus (1600-NA)	1600	NA	   3
Garfvé, Axel	1863-1941	Garfvé, Axel (1863-1941)	1863	1941	   3
Gard, Ester-Louise	1894-1975	Gard, Ester-louise (1894-1975)	1894	1975	   3
Gadd, Valdemar	1887-1941	Gadd, Valdemar (1887-1941)	1887	1941	   3
Mannerfelt, Carl M:son	1913-2009.	Mannerfelt, Carl M:son (1913-2009)	1913	2009	   3
Funke, Gösta W	1906-1991	Funke, Gösta W (1906-1991)	1906	1991	   3
Fröberg, Eric	1897-1971	Fröberg, Eric (1897-1971)	1897	1971	   3
Frostin, Ernst	1907-1986	Frostin, Ernst (1907-1986)	1907	1986	   3
Fries, Robert Elias	1876-1966	Fries, Robert Elias (1876-1966)	1876	1966	   3
Rehn, Walborg	1901-1983	Rehn, Walborg (1901-1983)	1901	1983	   3
Gustafsson, Gotthard	1902-1950	Gustafsson, Gotthard (1902-1950)	1902	1950	   3
Sundqvist, E. Gustaf	1863-	Sundqvist, E Gustaf (1863-NA)	1863	NA	   3
Steen, Henrik	1874-1945	Steen, Henrik (1874-1945)	1874	1945	   3
Stavenow, Åke	1898-1971	Stavenow, åke (1898-1971)	1898	1971	   3
Schütz, Fredrik	1900-1985	Schütz, Fredrik (1900-1985)	1900	1985	   3
Stacpoole, H. De Vere	1863-1951	Stacpoole, H De Vere (1863-1951)	1863	1951	   3
Sprigge, Elizabeth	1900-1974	Sprigge, Elizabeth (1900-1974)	1900	1974	   3
Wallinder, Josef	1894-1951	Wallinder, Josef (1894-1951)	1894	1951	   3
Sjögren, Ture	1892-1962	Sjögren, Ture (1892-1962)	1892	1962	   3
Sjögren, Anna Charlotta	f. 1876	Sjögren, Anna Charlotta (1876-NA)	1876	NA	   3
Sillén, Daniel	1869-1950	Sillén, Daniel (1869-1950)	1869	1950	   3
Seabrook, William Buehler	1887-1945	Seabrook, William Buehler (1887-1945)	1887	1945	   3
Schmidt, Carl Christian	f. 1893	Schmidt, Carl Christian (1893-NA)	1893	NA	   3
Sandström, Josef	f. 1880	Sandström, Josef (1880-NA)	1880	NA	   3
Rydén, Svea	1880-1963	Rydén, Svea (1880-1963)	1880	1963	   3
Ryde, Nils	1906-1996	Ryde, Nils (1906-1996)	1906	1996	   3
Rudeskog, Axel	1905-1978	Rudeskog, Axel (1905-1978)	1905	1978	   3
Rosen, Maud von	1902-	Rosen, Maud Von (1902-NA)	1902	NA	   3
Rosell, Paul	1896-1987	Rosell, Paul (1896-1987)	1896	1987	   3
Rommedal, Axel Johansson	1881-1955	Rommedal, Axel Johansson (1881-1955)	1881	1955	   3
Romanov, Pantelejmon Sergeevič	1884-1938	Romanov, Pantelejmon Sergeevič (1884-1938)	1884	1938	   3
Riesz, Marcel	1886-1969	Riesz, Marcel (1886-1969)	1886	1969	   3
Hedberg, Karl	1866-1946	Hedberg, Karl (1866-1946)	1866	1946	   3
Prytz, Ingrid	1888-	Prytz, Ingrid (1888-NA)	1888	NA	   3
Procopé, Hjalmar J	1889-1954	Procopé, Hjalmar J (1889-1954)	1889	1954	   3
Petri, Alma	1871-1927	Petri, Alma (1871-1927)	1871	1927	   3
Persson, Gustaf	1882-	Persson, Gustaf (1882-NA)	1882	NA	   3
Bondeson, Lars	1865-1908	Bondeson, Lars (1865-1908)	1865	1908	   3
Åkerblom, Eric	1896-1994	åkerblom, Eric (1896-1994)	1896	1994	   3
Vivekananda, Swami	1863-1902.	Vivekananda, Swami (1863-1902)	1863	1902	   3
Wieselgren, Einar	f. 1887	Wieselgren, Einar (1887-NA)	1887	NA	   3
Widén, Johan	1884-1965	Widén, Johan (1884-1965)	1884	1965	   3
Wichman, Knut	1891-1969.	Wichman, Knut (1891-1969)	1891	1969	   3
Wetterblad, Torsten	1891-1958.	Wetterblad, Torsten (1891-1958)	1891	1958	   3
Westerlund, Nanny	1895-1989	Westerlund, Nanny (1895-1989)	1895	1989	   3
Weimarck, Henning	1903-1980	Weimarck, Henning (1903-1980)	1903	1980	   3
Wasastjerna, Monica	1908-	Wasastjerna, Monica (1908-NA)	1908	NA	   3
Wallenberg, Marcus	1899-1982	Wallenberg, Marcus (1899-1982)	1899	1982	   3
Wallenberg, Gustaf Oscar	1863-1937	Wallenberg, Gustaf Oscar (1863-1937)	1863	1937	   3
Wahlgren, Josef	f. 1896	Wahlgren, Josef (1896-NA)	1896	NA	   3
Friesen, Sten von	1907-1996	Friesen, Sten Von (1907-1996)	1907	1996	   3
Veirulf, Olle	1897-1984	Veirulf, Olle (1897-1984)	1897	1984	   3
Forster, E. M	1879-1970	Forster, E M (1879-1970)	1879	1970	   3
Forss, Fridolf	1887-1965	Forss, Fridolf (1887-1965)	1887	1965	   3
Forslid, Erik	1891-1984	Forslid, Erik (1891-1984)	1891	1984	   3
Falk, Hjalmar	1896-1977	Falk, Hjalmar (1896-1977)	1896	1977	   3
Fagstad, Einar	1899-1961	Fagstad, Einar (1899-1961)	1899	1961	   3
Eklund, Ole	1899-1946	Eklund, Ole (1899-1946)	1899	1946	   3
Ekberg, Einar	1905-1961	Ekberg, Einar (1905-1961)	1905	1961	   3
Ejdestam, Julius	1912-1992	Ejdestam, Julius (1912-1992)	1912	1992	   3
Edman, Paul	1900-	Edman, Paul (1900-NA)	1900	NA	   3
Eckerbom, Sten	1888-	Eckerbom, Sten (1888-NA)	1888	NA	   3
Dreyfus, Alfred	1859-1935	Dreyfus, Alfred (1859-1935)	1859	1935	   3
Collis, Maurice	1889-1973	Collis, Maurice (1889-1973)	1889	1973	   3
Clayhills, Harriet	1920-2014.	Clayhills, Harriet (1920-2014)	1920	2014	   3
Caspersson, Torbjörn	1910-	Caspersson, Torbjörn (1910-NA)	1910	NA	   3
Carossa, Hans	1878-1956	Carossa, Hans (1878-1956)	1878	1956	   3
Brittain, Vera	1893-1970	Brittain, Vera (1893-1970)	1893	1970	   3
Bolinder, Nils	1884-1961	Bolinder, Nils (1884-1961)	1884	1961	   3
Blom, Ture	1902-1969	Blom, Ture (1902-1969)	1902	1969	   3
Blavatsky, Helena	1831-1891	Blavatsky, Helena (1831-1891)	1831	1891	   3
Petersson, Astrid	f. 1896	Petersson, Astrid (1896-NA)	1896	NA	   3
Wærn, Bertil	1913-1956	Wærn, Bertil (1913-1956)	1913	1956	   3
Olsson, Fanny	f. 1899	Olsson, Fanny (1899-NA)	1899	NA	   3
Bertrand, Louis	1866-1941	Bertrand, Louis (1866-1941)	1866	1941	   3
Bentley, Phyllis Eleanor	1894-1977	Bentley, Phyllis Eleanor (1894-1977)	1894	1977	   3
Benckert, Karl	1883-1964	Benckert, Karl (1883-1964)	1883	1964	   3
Belfrage, Cedric	1904-1990	Belfrage, Cedric (1904-1990)	1904	1990	   3
Andersson, Per	1869-	Andersson, Per (1869-NA)	1869	NA	   3
Andersson, Nils Gustaf	1907-1981	Andersson, Nils Gustaf (1907-1981)	1907	1981	   3
Ambler, Eric	1909-1998.	Ambler, Eric (1909-1998)	1909	1998	   3
Allbjart, Gunnar	1909-1995	Allbjart, Gunnar (1909-1995)	1909	1995	   3
Ahlström, Carl Johan	1728-1790	Ahlström, Carl Johan (1728-1790)	1728	1790	   3
Ahlberg, Ernst	1890-1938	Ahlberg, Ernst (1890-1938)	1890	1938	   3
Holmgren, Lennart	1904-1986	Holmgren, Lennart (1904-1986)	1904	1986	   3
Skum, Nils Nilsson	1872-1951	Skum, Nils Nilsson (1872-1951)	1872	1951	   3
Keijer, Augustinus	1900-1969	Keijer, Augustinus (1900-1969)	1900	1969	   3
Karning, Berta	1891-1975	Karning, Berta (1891-1975)	1891	1975	   3
Melander, Runa	1893-1977	Melander, Runa (1893-1977)	1893	1977	   3
Jacobsson, Hilding	1907-1978	Jacobsson, Hilding (1907-1978)	1907	1978	   3
Torslow-Lundgren, Ragnvi	1901-1947	Torslow-lundgren, Ragnvi (1901-1947)	1901	1947	   3
Ekström, John-Erik	f. 1901	Ekström, John-erik (1901-NA)	1901	NA	   3
Lundberg, Gustaf	1901-1961	Lundberg, Gustaf (1901-1961)	1901	1961	   3
Lindblad, Axel	f. 1874	Lindblad, Axel (1874-NA)	1874	NA	   3
Idriess, Ion L	1890-1979	Idriess, Ion L (1890-1979)	1890	1979	   3
Häller, Signhild	1896-1978	Häller, Signhild (1896-1978)	1896	1978	   3
Hult, Ester	1889-1950	Hult, Ester (1889-1950)	1889	1950	   3
Holmqvist, Elsa	1887-1963	Holmqvist, Elsa (1887-1963)	1887	1963	   3
Holmberg, Helge	1908-1980	Holmberg, Helge (1908-1980)	1908	1980	   3
Hindus, Maurice Gerschon	1891-1969	Hindus, Maurice Gerschon (1891-1969)	1891	1969	   3
Hermansson, Werner	1893-1972	Hermansson, Werner (1893-1972)	1893	1972	   3
Herlenius, Emil	1867-1944	Herlenius, Emil (1867-1944)	1867	1944	   3
Hellberg, Mauritz	1859-1947	Hellberg, Mauritz (1859-1947)	1859	1947	   3
Hedström, Folke	1903-1995	Hedström, Folke (1903-1995)	1903	1995	   3
Hedenskog, Anders Gustaf	1873-1941	Hedenskog, Anders Gustaf (1873-1941)	1873	1941	   3
Hauser, Heinrich	1901-1955	Hauser, Heinrich (1901-1955)	1901	1955	   3
Hall, Radclyffe	1880-1943	Hall, Radclyffe (1880-1943)	1880	1943	   3
Hagsten, Allan	1907-1982	Hagsten, Allan (1907-1982)	1907	1982	   3
Göransson, Nils	1901-1995	Göransson, Nils (1901-1995)	1901	1995	   3
Goebbels, Joseph	1897-1945	Goebbels, Joseph (1897-1945)	1897	1945	   3
Gustavson, Herbert	1895-1986	Gustavson, Herbert (1895-1986)	1895	1986	   3
Granberg, Robert	1872-1951	Granberg, Robert (1872-1951)	1872	1951	   3
Segerstedt, Marie-Louise	1906-2001	Segerstedt, Marie-louise (1906-2001)	1906	2001	   3
Gimming, Elisabeth	1880-1967	Gimming, Elisabeth (1880-1967)	1880	1967	   3
Garnett, David	1892-1981	Garnett, David (1892-1981)	1892	1981	   3
Smith, Ragnar	1892-1975	Smith, Ragnar (1892-1975)	1892	1975	   3
Furuhjelm, Annie	1859-1937	Furuhjelm, Annie (1859-1937)	1859	1937	   3
Furhammar, Gunnar	1896-1944	Furhammar, Gunnar (1896-1944)	1896	1944	   3
Flodén, Axel	1893-	Flodén, Axel (1893-NA)	1893	NA	   3
Falkman, Willy	1905-1993	Falkman, Willy (1905-1993)	1905	1993	   3
Fabricius, Johan	1899-1981	Fabricius, Johan (1899-1981)	1899	1981	   3
Escoffier, Auguste	1846-1935	Escoffier, Auguste (1846-1935)	1846	1935	   3
Eriksson, Sigurd	1889-1948	Eriksson, Sigurd (1889-1948)	1889	1948	   3
Ericson-Olai, Kerstin	1878-1940	Ericson-olai, Kerstin (1878-1940)	1878	1940	   3
Ekman, Hasse	1915-2004	Ekman, Hasse (1915-2004)	1915	2004	   3
Ekman, Gösta	1890-1938	Ekman, Gösta (1890-1938)	1890	1938	   3
Edström, J. Sigfrid	1870-1964	Edström, J Sigfrid (1870-1964)	1870	1964	   3
Edmar, Birger	1901-1995	Edmar, Birger (1901-1995)	1901	1995	   3
Du Rietz, Torsten	1898-1970	Du Rietz, Torsten (1898-1970)	1898	1970	   3
Drougge, Karl	1868-	Drougge, Karl (1868-NA)	1868	NA	   3
Dos Passos, John	1896-1970	Dos Passos, John (1896-1970)	1896	1970	   3
Dallby, Nils	1892-1953	Dallby, Nils (1892-1953)	1892	1953	   3
Cyrus, Anders	1912-	Cyrus, Anders (1912-NA)	1912	NA	   3
Claesson, Åke	1889-	Claesson, åke (1889-NA)	1889	NA	   3
Christiansen, Sigurd	1891-1947	Christiansen, Sigurd (1891-1947)	1891	1947	   3
Cederblom, Aina	1896-1986	Cederblom, Aina (1896-1986)	1896	1986	   3
Carleson, Olov	1903-	Carleson, Olov (1903-NA)	1903	NA	   3
Carlberg, Gertrud	1884-1972	Carlberg, Gertrud (1884-1972)	1884	1972	   3
Bäckman, William	1896-1975	Bäckman, William (1896-1975)	1896	1975	   3
Buxbaum, Ingrid	1898-1996	Buxbaum, Ingrid (1898-1996)	1898	1996	   3
Bremer, Georg	1889-1974	Bremer, Georg (1889-1974)	1889	1974	   3
Bredberg, William	1896-1973	Bredberg, William (1896-1973)	1896	1973	   3
Boman, Erik	1885-	Boman, Erik (1885-1987)	1885	1987	   3
Berg, Dagmar	1886-1954	Berg, Dagmar (1886-1954)	1886	1954	   3
Bauer, Walter	1904-1976	Bauer, Walter (1904-1976)	1904	1976	   3
Sundberg, Blenda	1905-1985	Sundberg, Blenda (1905-1985)	1905	1985	   3
Backlund, Harry	1907-1971	Backlund, Harry (1907-1971)	1907	1971	   3
Areskog, Carl	1867-1941	Areskog, Carl (1867-1941)	1867	1941	   3
Esser, Alex	1908-1969	Esser, Alex (1908-1969)	1908	1969	   3
Malmsjö, Edvin	1892-	Malmsjö, Edvin (1892-NA)	1892	NA	   3
Hermansson, Bror	1901-1995	Hermansson, Bror (1901-1995)	1901	1995	   3
Melin, Sven A	1911-2002	Melin, Sven A (1911-2002)	1911	2002	   3
Norman, Sigfrid	1908-1986	Norman, Sigfrid (1908-1986)	1908	1986	   3
Frylmark, William	1908-2001	Frylmark, William (1908-2001)	1908	2001	   3
Morén, John	1871-1944	Morén, John (1871-1944)	1871	1944	   3
Almgren, Efraim	1890-1975.	Almgren, Efraim (1890-1975)	1890	1975	   3
Allvin, Sixten	1902-1982	Allvin, Sixten (1902-1982)	1902	1982	   3
Ahlm, Gustav	1862-1930	Ahlm, Gustav (1862-1930)	1862	1930	   3
Ahlberg, Karl	1861-1937.	Ahlberg, Karl (1861-1937)	1861	1937	   3
Agnér, Anna-Lisa	1891-1960	Agnér, Anna-lisa (1891-1960)	1891	1960	   3
Heilborn, Otto	1892-1943	Heilborn, Otto (1892-1943)	1892	1943	   3
Olin, Gunnar	1902-1961	Olin, Gunnar (1902-1961)	1902	1961	   3
Oldén, Berndt	1887-	Oldén, Berndt (1887-NA)	1887	NA	   3
Nygren, Eric	1895-1986	Nygren, Eric (1895-1986)	1895	1986	   3
Nycander, Gunnar	1900-1964	Nycander, Gunnar (1900-1964)	1900	1964	   3
Hammarsten, Ejnar	1907-195?	Hammarsten, Ejnar (1907-NA)	1907	NA	   3
Nordin, Elin	1880-	Nordin, Elin (1880-NA)	1880	NA	   3
Nilson, Theodor	f. 1877	Nilson, Theodor (1877-NA)	1877	NA	   3
Nilson, Ruben	1893-1971	Nilson, Ruben (1893-1971)	1893	1971	   3
Nilsson, Nils Gustaf	1872-1944	Nilsson, Nils Gustaf (1872-1944)	1872	1944	   3
Neander, Alvar	1892-1984	Neander, Alvar (1892-1984)	1892	1984	   3
Molnár, Ferenc	1878-1952	Molnár, Ferenc (1878-1952)	1878	1952	   3
Mehr, Hjalmar	1910-1979	Mehr, Hjalmar (1910-1979)	1910	1979	   3
Sylvén, Nils	1880-1969	Sylvén, Nils (1880-1969)	1880	1969	   3
Malm, Johan	f. 1882	Malm, Johan (1882-NA)	1882	NA	   3
Gustafson, Torsten	1904-1987	Gustafson, Torsten (1904-1987)	1904	1987	   3
Cavallin, Samuel	1903-1959	Cavallin, Samuel (1903-1959)	1903	1959	   3
Lundquist, John	1900-1973	Lundquist, John (1900-1973)	1900	1973	   3
Lundbergh, Arvid	1889-1965.	Lundbergh, Arvid (1889-1965)	1889	1965	   3
Lippmann, Walter	1889-1974.	Lippmann, Walter (1889-1974)	1889	1974	   3
Hellberg, Ina	1906-2001	Hellberg, Ina (1906-2001)	1906	2001	   3
Lindholm, Sven-Olov	1903-1998	Lindholm, Sven-olov (1903-1998)	1903	1998	   3
Lindholm, Ester	1888-1977	Lindholm, Ester (1888-1977)	1888	1977	   3
Lindholm, Elmo	1897-1978	Lindholm, Elmo (1897-1978)	1897	1978	   3
Lindgren, Edvin	1870-	Lindgren, Edvin (1870-NA)	1870	NA	   3
Lind, Albin	1901-1964	Lind, Albin (1901-1964)	1901	1964	   3
Lilliehöök, Birgitta	1899-1990	Lilliehöök, Birgitta (1899-1990)	1899	1990	   3
Hellgren, Bertil	1906-1981	Hellgren, Bertil (1906-1981)	1906	1981	   3
Larsson, Johan	1898-1960	Larsson, Johan (1898-1960)	1898	1960	   3
Larsson, Emil	1871-1938	Larsson, Emil (1871-1938)	1871	1938	   3
Lyttelton, Edith	1873-1944	Lyttelton, Edith (1873-1944)	1873	1944	   3
Körling, Sven	1879-1948	Körling, Sven (1879-1948)	1879	1948	   3
Kärre, Karl	1885-1960	Kärre, Karl (1885-1960)	1885	1960	   3
Norrman, Gunnar	1890-1948	Norrman, Gunnar (1890-1948)	1890	1948	   3
Kyhlberg, Gustav	1888-1945	Kyhlberg, Gustav (1888-1945)	1888	1945	   3
Kreuger, Ivar	1880-1932	Kreuger, Ivar (1880-1932)	1880	1932	   3
Klingspor, Louise	1859-1934	Klingspor, Louise (1859-1934)	1859	1934	   3
Klatt, Ellen	1887-1972	Klatt, Ellen (1887-1972)	1887	1972	   3
Killig, Franz	1888-1960	Killig, Franz (1888-1960)	1888	1960	   3
Key, Helmer	1864-1939	Key, Helmer (1864-1939)	1864	1939	   3
Sjöberg, Ragnar	1889-	Sjöberg, Ragnar (1889-NA)	1889	NA	   3
Schmidt, Måtte	1868-1929	Schmidt, Måtte (1868-1929)	1868	1929	   3
Schill, Carl	1890-1954	Schill, Carl (1890-1954)	1890	1954	   3
Schalling, Erik	1889-1958	Schalling, Erik (1889-1958)	1889	1958	   3
Salomonsson, Alli	1876-	Salomonsson, Alli (1876-NA)	1876	NA	   3
Bandello, Matteo	1485-1561	Bandello, Matteo (1485-1561)	1485	1561	   3
Rydstedt, Gustaf	1881-1935	Rydstedt, Gustaf (1881-1935)	1881	1935	   3
Rosén, Torsten	1899-1985	Rosén, Torsten (1899-1985)	1899	1985	   3
Rosen, Hans von	1888-	Rosen, Hans Von (1888-NA)	1888	NA	   3
Roos, Anna	1855-1927	Roos, Anna (1855-1927)	1855	1927	   3
Wahlgren, Rolf	1896-1935	Wahlgren, Rolf (1896-1935)	1896	1935	   3
Ringström, Axel	1879-	Ringström, Axel (1879-NA)	1879	NA	   3
Ring, Emanuel	1879-	Ring, Emanuel (1879-NA)	1879	NA	   3
Reymont, Władysław Stanisław	1867-1925	Reymont, Władysław Stanisław (1867-1925)	1867	1925	   3
Rehnberg, John	1879-1968	Rehnberg, John (1879-1968)	1879	1968	   3
Rangström, Ture	1884-1947	Rangström, Ture (1884-1947)	1884	1947	   3
Pripp, Anna-Stina	1891-1974	Pripp, Anna-stina (1891-1974)	1891	1974	   3
Petersén, Gunnar	1885-1936	Petersén, Gunnar (1885-1936)	1885	1936	   3
Paulin, Hillewi	1893-1984	Paulin, Hillewi (1893-1984)	1893	1984	   3
Papini, Giovanni	1881-1956	Papini, Giovanni (1881-1956)	1881	1956	   3
Paludan, Jacob	1896-1975	Paludan, Jacob (1896-1975)	1896	1975	   3
Otto, Rudolf	1869-1937.	Otto, Rudolf (1869-1937)	1869	1937	   3
Richards, Lela Horn	1870-	Richards, Lela Horn (1870-NA)	1870	NA	   3
Nyberg, Karl A	1864-1944	Nyberg, Karl A (1864-1944)	1864	1944	   3
Sjödin, Birger	1887-1911	Sjödin, Birger (1887-1911)	1887	1911	   3
Novák, Arne	1880-1939	Novák, Arne (1880-1939)	1880	1939	   3
Norrman, Gustaf	1873-1936	Norrman, Gustaf (1873-1936)	1873	1936	   3
Nordstrandh, A. H	1858-1942.	Nordstrandh, A H (1858-1942)	1858	1942	   3
Nordenskjöld, Thure	1873-1946	Nordenskjöld, Thure (1873-1946)	1873	1946	   3
Norborg, Henrik	1891-1966	Norborg, Henrik (1891-1966)	1891	1966	   3
Nobile, Umberto	1885-1978	Nobile, Umberto (1885-1978)	1885	1978	   3
Nilsson, Johan Emanuel	f. 1856	Nilsson, Johan Emanuel (1856-NA)	1856	NA	   3
Nilsson, Gustaf	1882-1949	Nilsson, Gustaf (1882-1949)	1882	1949	   3
Netzler, Fritz	1851-1929	Netzler, Fritz (1851-1929)	1851	1929	   3
Nehrman, Hjalmar	1859-1930	Nehrman, Hjalmar (1859-1930)	1859	1930	   3
Montelius, Esther	1871-	Montelius, Esther (1871-NA)	1871	NA	   3
Montan, Erik	1895-1968	Montan, Erik (1895-1968)	1895	1968	   3
Thuréus, Sven	1898-1992	Thuréus, Sven (1898-1992)	1898	1992	   3
Rosborg, Anders	1870-1949	Rosborg, Anders (1870-1949)	1870	1949	   3
Odén, Sven	1887-1934	Odén, Sven (1887-1934)	1887	1934	   3
Haglund, Erik	f. 1878	Haglund, Erik (1878-NA)	1878	NA	   3
Franck, Olle	f. 1894	Franck, Olle (1894-NA)	1894	NA	   3
Marks von Würtemberg, Robert	f. 1868	Marks Von Würtemberg, Robert (1868-NA)	1868	NA	   3
Marck, Mary	f. 1886	Marck, Mary (1886-NA)	1886	NA	   3
Mannerheim, Johan	1868-1934	Mannerheim, Johan (1868-1934)	1868	1934	   3
Malmgren, Gösta	1883-1947	Malmgren, Gösta (1883-1947)	1883	1947	   3
Magnell, Agnes	1848-1928	Magnell, Agnes (1848-1928)	1848	1928	   3
Lundkvist, Olle	1889-1940	Lundkvist, Olle (1889-1940)	1889	1940	   3
Lundström, Filip	1878-	Lundström, Filip (1878-NA)	1878	NA	   3
Wallengren, Hans	1864-1938.	Wallengren, Hans (1864-1938)	1864	1938	   3
Knutsson, Knut	1897-1989	Knutsson, Knut (1897-1989)	1897	1989	   3
Carlsson, Gunnar	1894-1982	Carlsson, Gunnar (1894-1982)	1894	1982	   3
Lundborg, Einar	1896-1931	Lundborg, Einar (1896-1931)	1896	1931	   3
Lundh, Lars Leander	1879-1935	Lundh, Lars Leander (1879-1935)	1879	1935	   3
Livin, Zacharias	1726-1788	Livin, Zacharias (1726-1788)	1726	1788	   3
Lindgren, Mary	1895-1982	Lindgren, Mary (1895-1982)	1895	1982	   3
Lindblad, Gösta	1888-1970	Lindblad, Gösta (1888-1970)	1888	1970	   3
Lindbergh, Charles A	1902-1974	Lindbergh, Charles A (1902-1974)	1902	1974	   3
Lidforss, Erik	1870-1938	Lidforss, Erik (1870-1938)	1870	1938	   3
Lidén, Oskar	1870-1957	Lidén, Oskar (1870-1957)	1870	1957	   3
Leopold, Svend	1874-1942	Leopold, Svend (1874-1942)	1874	1942	   3
Lawrence, D. H	1885-1930	Lawrence, D H (1885-1930)	1885	1930	   3
Larsson, Oscar	1893-1954	Larsson, Oscar (1893-1954)	1893	1954	   3
Åkerlund, Sven	f. 1866	åkerlund, Sven (1866-NA)	1866	NA	   3
Åkerbladh, Ernst	1890-1969	åkerbladh, Ernst (1890-1969)	1890	1969	   3
Witzell, Hugo	1893-	Witzell, Hugo (1893-NA)	1893	NA	   3
Winqvist, Elsie	1863-1957	Winqvist, Elsie (1863-1957)	1863	1957	   3
Wiklund, Karl Bernhard	1868-1934.	Wiklund, Karl Bernhard (1868-1934)	1868	1934	   3
Widström, Henny	1880-1941	Widström, Henny (1880-1941)	1880	1941	   3
Westermark, Herbert	1891-1981	Westermark, Herbert (1891-1981)	1891	1981	   3
Vedin, Per	1882-1941	Vedin, Per (1882-1941)	1882	1941	   3
Wachtmeister, Eric	1895-1928	Wachtmeister, Eric (1895-1928)	1895	1928	   3
Crusius, Benedictus Olai	1590-t.-1633	Crusius, Benedictus Olai (1590-1633)	1590	1633	   3
Ungewitter, Gullevi	1898-	Ungewitter, Gullevi (1898-NA)	1898	NA	   3
Uggla, Bertil G:son	1890-1945	Uggla, Bertil G:son (1890-1945)	1890	1945	   3
Tomba, Silvia	1889-1971	Tomba, Silvia (1889-1971)	1889	1971	   3
Sörensen, Anna	1875-1943	Sörensen, Anna (1875-1943)	1875	1943	   3
Söderlund, Adolf	1887-1974	Söderlund, Adolf (1887-1974)	1887	1974	   3
Pontén, Gottfrid	1891-1984	Pontén, Gottfrid (1891-1984)	1891	1984	   3
Svensson, Bengt	1866-	Svensson, Bengt (1866-NA)	1866	NA	   3
Nordendahl, Einar	1879-1960.	Nordendahl, Einar (1879-1960)	1879	1960	   3
Rudberg, Erik	1902-1980	Rudberg, Erik (1902-1980)	1902	1980	   3
Swanson, Joseph	1893-	Swanson, Joseph (1893-NA)	1893	NA	   3
Sundström, Ingrid	1880-19??	Sundström, Ingrid (1880-NA)	1880	NA	   3
Sundström, Hanna	1871-	Sundström, Hanna (1871-NA)	1871	NA	   3
Stubbendorff, Knut	1893-1965	Stubbendorff, Knut (1893-1965)	1893	1965	   3
Strömstedt, Adolf	1860-1928	Strömstedt, Adolf (1860-1928)	1860	1928	   3
Strömberg, Hjalmar	1867-1936	Strömberg, Hjalmar (1867-1936)	1867	1936	   3
Stieve, Friedrich	1884-1945.	Stieve, Friedrich (1884-1945)	1884	1945	   3
Statius, Publius Papinius	ca 45-ca 96 e.Kr.	Statius, Publius Papinius	NA	NA	   3
Smith, Joseph	1805-1844	Smith, Joseph (1805-1844)	1805	1844	   3
Wahlström, Axel Th	1862-1937	Wahlström, Axel Th (1862-1937)	1862	1937	   3
Skjoldborg, Johan	1861-1936	Skjoldborg, Johan (1861-1936)	1861	1936	   3
Kruse, Ole	1868-1948	Kruse, Ole (1868-1948)	1868	1948	   3
Kroon, John	1881-1968	Kroon, John (1881-1968)	1881	1968	   3
Krishnamurti, Jiddu	1895-1986	Krishnamurti, Jiddu (1895-1986)	1895	1986	   3
Kossak, Zofia	1890-1968	Kossak, Zofia (1890-1968)	1890	1968	   3
Kjellén, Lily	1874-1946	Kjellén, Lily (1874-1946)	1874	1946	   3
Kessel, Joseph	1898-1979.	Kessel, Joseph (1898-1979)	1898	1979	   3
Keil-Möller, Carlo	1890-1958	Keil-möller, Carlo (1890-1958)	1890	1958	   3
Karlsson, Frida	verksam 1920-talet	Karlsson, Frida (1920-NA)	1920	NA	   3
Jungen, Ernst	1890-1981	Jungen, Ernst (1890-1981)	1890	1981	   3
Jonsson, Hilma	1897-1958	Jonsson, Hilma (1897-1958)	1897	1958	   3
Jonson, Erik	1889-1958	Jonson, Erik (1889-1958)	1889	1958	   3
Jonsson, Carl	1906-1993	Jonsson, Carl (1906-1993)	1906	1993	   3
Johansson, Oscar	1889-1973	Johansson, Oscar (1889-1973)	1889	1973	   3
Johansson, Johannes	1867-1947	Johansson, Johannes (1867-1947)	1867	1947	   3
Stålhane, Otto	1875-1958.	Stålhane, Otto (1875-1958)	1875	1958	   3
Kreuger, Harry	1906-1956	Kreuger, Harry (1906-1956)	1906	1956	   3
Forsberg, Erik August	1875-1946	Forsberg, Erik August (1875-1946)	1875	1946	   3
Liljeblad, Ragnar	1885-1967	Liljeblad, Ragnar (1885-1967)	1885	1967	   3
Hurtig, Mansfield	1900-1973	Hurtig, Mansfield (1900-1973)	1900	1973	   3
Hultin, Sven	1889-1952	Hultin, Sven (1889-1952)	1889	1952	   3
Hugo, Yngve	1886-1969	Hugo, Yngve (1886-1969)	1886	1969	   3
Hudson, William Henry	1841-1922	Hudson, William Henry (1841-1922)	1841	1922	   3
Holzhausen, Gunnel	1880-	Holzhausen, Gunnel (1880-NA)	1880	NA	   3
Holm, Holger	1876-1944	Holm, Holger (1876-1944)	1876	1944	   3
Hemström, Reinhold	1856-1941	Hemström, Reinhold (1856-1941)	1856	1941	   3
Hellström, August Wiktor	1857-1938	Hellström, August Wiktor (1857-1938)	1857	1938	   3
