original	gatherings.original	width.original	height.original	obl.original	gatherings	width	height	obl	area	Count
4:o(6)	4to	NA	NA	FALSE	4to	 22.0	 28.0	 0	  616.00	     1
26x20 cm	NA	 20.0	 26.0	FALSE	4to	 20.0	 26.0	 0	  520.00	     1
10,5x13 cm	NA	 10.5	 13.0	FALSE	16mo	 10.5	 13.0	 0	  136.50	     1
37 x 23 cm	NA	 23.0	 37.0	FALSE	2fo	 23.0	 37.0	 0	  851.00	     1
64:o	64mo	NA	NA	FALSE	64mo	  5.0	  7.0	 0	   35.00	     1
16x10,5 cm	NA	 10.5	 16.0	FALSE	NA	 10.5	 16.0	NA	  168.00	     1
268, 223, 256 s.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
stor 4:o	4to	NA	NA	FALSE	4to	 22.0	 28.0	 0	  616.00	     1
13,5x11 cm	NA	 11.0	 13.5	FALSE	16mo	 11.0	 13.5	 0	  148.50	     1
30-37 cm	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
31-34 cm	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
25-27 cm	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
Bdsde	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
60 x 37 cm	NA	 37.0	 60.0	FALSE	NA	 37.0	 60.0	NA	 2220.00	     1
323 s. ;;8:o	8vo	NA	NA	FALSE	8vo	 13.0	 19.0	 0	  247.00	     1
liggande 2:o	2fo	NA	NA	FALSE	2fo	 30.0	 45.0	 0	 1350.00	     1
12x20 cm	NA	 12.0	 20.0	FALSE	NA	 12.0	 20.0	NA	  240.00	     1
12:o(avl.). .	12mo	NA	NA	FALSE	12mo	 12.5	 19.0	 0	  237.50	     1
19-25 cm	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
43-49 cm	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
30 cm (1933), 56 cm (1934)	NA	NA	 30.0	FALSE	NA	 20.0	 30.0	NA	  600.00	     1
42 x 31 cm	NA	 31.0	 42.0	FALSE	1to	 31.0	 42.0	 0	 1302.00	     1
4o	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
21x17 cm	NA	 17.0	 21.0	FALSE	4to	 17.0	 21.0	 0	  357.00	     1
24-29 cm	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
20x11 cm	NA	 11.0	 20.0	FALSE	NA	 11.0	 20.0	NA	  220.00	     1
26-28 cm	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
28 x 48 cm	NA	 28.0	 48.0	FALSE	NA	 28.0	 48.0	NA	 1344.00	     1
33 cm +	NA	NA	 33.0	FALSE	2fo	 22.0	 33.0	 0	  726.00	     1
17-21 cm	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
30-35 cm	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
25-47 cm	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
48 cm (1925-1927), 33 cm (1928-1929)	NA	NA	 48.0	FALSE	NA	 31.0	 48.0	NA	 1488.00	     1
30x22 cm	NA	 22.0	 30.0	FALSE	NA	 22.0	 30.0	NA	  660.00	     1
67 cm (1908:1), 29-31 cm (1908:2-1925)	NA	NA	 67.0	FALSE	NA	 40.0	 67.0	NA	 2680.00	     1
18-23 cm	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
25-38 cm	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
29-42 cm	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
32-40 cm	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
17x11	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
21-41 cm	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
50-61 cm	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
30-50 cm	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
30-60 cm	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
21-34 cm	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
fo	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
13-19 cm	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
9 x 17 cm (1952-1968:13), 17 cm (1968:14-1969)	NA	  9.0	 17.0	FALSE	18mo	  9.0	 17.0	 0	  153.00	     1
40 cm (1907-1916), 27 cm (1917-1970)	NA	NA	 40.0	FALSE	2fo	 26.0	 40.0	 0	 1040.00	     1
12:o. (avl.)	12mo	NA	NA	FALSE	12mo	 12.5	 19.0	 0	  237.50	     1
22-36 cm	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
st. 16:o	16mo	NA	NA	FALSE	16mo	 12.0	 15.0	 0	  180.00	     1
15x10,5 cm	NA	 10.5	 15.0	FALSE	NA	 10.5	 15.0	NA	  157.50	     1
8:o ;;14 cm	8vo	NA	NA	FALSE	8vo	 13.0	 19.0	 0	  247.00	     1
40 cm (1902-1928), 34 cm (1929-1967)	NA	NA	 40.0	FALSE	2fo	 26.0	 40.0	 0	 1040.00	     1
36-38 cm	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
26x19 cm	NA	 19.0	 26.0	FALSE	4to	 19.0	 26.0	 0	  494.00	     1
34-49 cm	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
30-33 cm	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
14x10,5 cm	NA	 10.5	 14.0	FALSE	NA	 10.5	 14.0	NA	  147.00	     1
18 x 24 cm	NA	 18.0	 24.0	FALSE	4to	 18.0	 24.0	 0	  432.00	     1
52 cm (1929-1930:15), 36 cm (1930:16-1931)	NA	NA	 52.0	FALSE	NA	 33.0	 52.0	NA	 1716.00	     1
24 cm (st. 8:o)	8vo	NA	 24.0	FALSE	8vo	 15.0	 24.0	 0	  360.00	     1
19 cm (8:o)	8vo	NA	 19.0	FALSE	8vo	 13.0	 19.0	 0	  247.00	     1
36-47 cm	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
30 cm (1944:1), 51 cm (1944:2-1945)	NA	NA	 30.0	FALSE	NA	 20.0	 30.0	NA	  600.00	     1
22x25 cm	NA	 22.0	 25.0	FALSE	4to	 22.0	 25.0	 0	  550.00	     1
12x17 cm	NA	 12.0	 17.0	FALSE	NA	 12.0	 17.0	NA	  204.00	     1
28 cm (1906:1-12), 35 cm (1906:13-18)	NA	NA	 28.0	FALSE	NA	 20.0	 28.0	NA	  560.00	     1
30-69 cm	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
51 cm (1923-1939), 22-30 cm (1939-1969)	NA	NA	 51.0	FALSE	NA	 32.0	 51.0	NA	 1632.00	     1
Ca 28-29 cm	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
tv. 13x18 cm	NA	 13.0	 18.0	FALSE	NA	 13.0	 18.0	NA	  234.00	     1
16x13 cm	NA	 13.0	 16.0	FALSE	NA	 13.0	 16.0	NA	  208.00	     1
20x16 cm	NA	 16.0	 20.0	FALSE	4to	 16.0	 20.0	 0	  320.00	     1
ca 26-27 (1933-1934), 29 cm (1935-1969), 30 cm (1970-2001)	NA	NA	 29.0	FALSE	NA	 20.0	 29.0	NA	  580.00	     1
36 cm (1925-1938), 23 cm (1940-1944)	NA	NA	 36.0	FALSE	2fo	 24.0	 36.0	 0	  864.00	     1
24 cm (1932-1934), 31 cm (1935-1940)	NA	NA	 24.0	FALSE	4to	 19.0	 24.0	 0	  456.00	     1
24 cm (1946), 30 cm (1948)	NA	NA	 24.0	FALSE	4to	 19.0	 24.0	 0	  456.00	     1
22 cm (1918-1919), 25 cm (1920-1940)	NA	NA	 22.0	FALSE	8vo	 15.0	 22.0	 0	  330.00	     1
ca 21-23 cm	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
49 cm (1938:1-okt.), 38 cm (1938:nov-1939:nov.), ca 29-31 cm (1939:dec.-1949)	NA	NA	 49.0	FALSE	NA	 31.0	 49.0	NA	 1519.00	     1
ca 21-28 cm	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
ca 24-25 cm	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
ca 25-30 cm	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
25-44 cm	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
27 cm (1926-1952), 22 cm (1953-1967)	NA	NA	 27.0	FALSE	NA	 20.0	 27.0	NA	  540.00	     1
24-26 cm	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
12x10 cm	NA	 10.0	 12.0	FALSE	NA	 10.0	 12.0	NA	  120.00	     1
27-29 cm	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
16 x 14 cm	NA	 14.0	 16.0	FALSE	NA	 14.0	 16.0	NA	  224.00	     1
22 cm (1900-1923)	NA	NA	 22.0	FALSE	8vo	 15.0	 22.0	 0	  330.00	     1
40 cm (1949-1950), 28 cm (1951-1955)	NA	NA	 40.0	FALSE	2fo	 26.0	 40.0	 0	 1040.00	     1
ca 30-31 cm	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
30 cm (1948), 22 cm (1949), 34 cm (1956-1962)	NA	NA	 30.0	FALSE	NA	 20.0	 30.0	NA	  600.00	     1
25 cm (1951-1957), 24 cm (1958-1966), 21 cm (1967-1968)	NA	NA	 25.0	FALSE	4to	 19.0	 25.0	 0	  475.00	     1
29 cm (1935-1936), 23 cm (1941)	NA	NA	 29.0	FALSE	NA	 20.0	 29.0	NA	  580.00	     1
29 cm (1939-1940), 22 cm (1941-1942)	NA	NA	 29.0	FALSE	NA	 20.0	 29.0	NA	  580.00	     1
36-39 cm	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
32 cm (1900), 28 cm (1902-1903)	NA	NA	 32.0	FALSE	2fo	 21.0	 32.0	 0	  672.00	     1
47-49 cm (1921-1923:1, 1925), 58-60 cm (1923:2/3-1924)	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
69 cm (1907:1-4), 60 cm (1907:5-1908:2), 23 cm (1908-1910)	NA	NA	 69.0	FALSE	NA	 42.0	 69.0	NA	 2898.00	     1
21 cm (1943), 28 cm (1944-1947)	NA	NA	 21.0	FALSE	NA	 14.0	 21.0	NA	  294.00	     1
24 cm (1938), 22 cm (1939)	NA	NA	 24.0	FALSE	4to	 19.0	 24.0	 0	  456.00	     1
26 cm (1914:1-4), 28 cm (1914:5-1918)	NA	NA	 26.0	FALSE	4to	 20.0	 26.0	 0	  520.00	     1
1899-1901	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
30 cm (1925, 1928), 40 cm (1926)	NA	NA	 30.0	FALSE	NA	 20.0	 30.0	NA	  600.00	     1
30 cm (1900-1903)	NA	NA	 30.0	FALSE	NA	 20.0	 30.0	NA	  600.00	     1
24 cm (1910:1), 31 cm (1910:2-1911:1)	NA	NA	 24.0	FALSE	4to	 19.0	 24.0	 0	  456.00	     1
27 cm (1911-1920), 24 cm (1921-1925)	NA	NA	 27.0	FALSE	NA	 20.0	 27.0	NA	  540.00	     1
ca 30 cm (1914-1916:10, 1920:1, 1921:3/4-1926), 23-24 cm (1916:11-1919, 1920:2-1921:1/2)	NA	NA	 30.0	FALSE	NA	 20.0	 30.0	NA	  600.00	     1
35-39 cm (1906-1907, 1915-1941), 59-66 cm (1911-1913)	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
41 cm (1900-1902), 36 cm (1903-1904) +	NA	NA	 41.0	FALSE	NA	 27.0	 41.0	NA	 1107.00	     1
30 cm (1939-1957), 21 cm (1958-1960)	NA	NA	 30.0	FALSE	NA	 20.0	 30.0	NA	  600.00	     1
8 x 17 cm	NA	  8.0	 17.0	FALSE	18mo	  8.0	 17.0	 0	  136.00	     1
37 cm (1929-1948), 35 cm (1949-1951), 32 cm (1952-1957)	NA	NA	 37.0	FALSE	2fo	 25.0	 37.0	 0	  925.00	     1
4:o (bil.: 1/2:o)	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
37 cm (1922-1925, 1929-1947), 47 cm (1926-1928)	NA	NA	 37.0	FALSE	2fo	 25.0	 37.0	 0	  925.00	     1
22x17 cm	NA	 17.0	 22.0	FALSE	4to	 17.0	 22.0	 0	  374.00	     1
28-32 cm (1923-1959:5/6, 1995:1), 22 cm (1959:7/8-)	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
28 cm (1952), 23 cm (1953-1955)	NA	NA	 28.0	FALSE	NA	 20.0	 28.0	NA	  560.00	     1
30 cm (1935-1962), 25 cm (1963-1964)	NA	NA	 30.0	FALSE	NA	 20.0	 30.0	NA	  600.00	     1
36 cm (1917-1933), 29 cm (1934-1947)	NA	NA	 36.0	FALSE	2fo	 24.0	 36.0	 0	  864.00	     1
42 cm (1933-1934), 39 cm (1934-1935), 27 cm (1936-1941)	NA	NA	 42.0	FALSE	2fo	 27.0	 42.0	 0	 1134.00	     1
25 cm (1900-1945), 30 cm (1946-1956), 34 cm (1957)	NA	NA	 25.0	FALSE	4to	 19.0	 25.0	 0	  475.00	     1
45 cm (1902-1903), 22 cm (1904-1946)	NA	NA	 45.0	FALSE	2fo	 29.0	 45.0	 0	 1305.00	     1
26 cm (1930), 28 cm (1931)	NA	NA	 26.0	FALSE	4to	 20.0	 26.0	 0	  520.00	     1
4:o. (ins.: 2:o(tv.))	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
36 cm (1895-1906), 25 cm (1907-1918)	NA	NA	 36.0	FALSE	2fo	 24.0	 36.0	 0	  864.00	     1
36 cm (1902-1916:21), 32 cm (1916:22-1934), 30 cm (1935-1953)	NA	NA	 36.0	FALSE	2fo	 24.0	 36.0	 0	  864.00	     1
25-26 cm	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
23 cm (1-45, utg. 1912-1925), 25 cm (46, utg. 1925-1942), 30 cm (1943-1951, 1972-1975), 21 cm (1952-1974)	NA	NA	 23.0	FALSE	4to	 18.0	 23.0	 0	  414.00	     1
57 cm (1924-1925), 22 cm (1926)	NA	NA	 57.0	FALSE	NA	 35.0	 57.0	NA	 1995.00	     1
17,5x12 cm	NA	 12.0	 17.5	FALSE	NA	 12.0	 17.5	NA	  210.00	     1
1/2:o(tv)	2fo	NA	NA	FALSE	2fo	 30.0	 45.0	 0	 1350.00	     1
4:o (bil. 2:o(tv.))	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
4:o (bil.: 2.o)	4to	NA	NA	FALSE	4to	 22.0	 28.0	 0	  616.00	     1
4:o, (ins. 1:o)	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
194 x 318 cm	NA	194.0	318.0	FALSE	NA	194.0	318.0	NA	61692.00	     1
4:o (ins.: 2:o)	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
4:o, (ins.: 1:o)	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
30 cm (1913-1914), 33 cm (1915-1930)	NA	NA	 30.0	FALSE	NA	 20.0	 30.0	NA	  600.00	     1
26-30 cm	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
Tv. 8:o	8vo	NA	NA	FALSE	8vo	 13.0	 19.0	 0	  247.00	     1
ill. (vissa i färg)	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
22 cm (1900-1910:6), ca 24-27 cm (1910:7-1938:28, 1938:36-1939), ca 30 cm (1938:39/31-35)	NA	NA	 22.0	FALSE	8vo	 15.0	 22.0	 0	  330.00	     1
22-29 cm	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
294, [1] s.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
28 cm (1911), 29 cm (1912-1917)	NA	NA	 28.0	FALSE	NA	 20.0	 28.0	NA	  560.00	     1
20 x 31 cm	NA	 20.0	 31.0	FALSE	NA	 20.0	 31.0	NA	  620.00	     1
tvärfol.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
4:o (20 cm)	4to	NA	 20.0	FALSE	4to	 17.0	 20.0	 0	  340.00	     1
32.5 cm	NA	NA	 32.5	FALSE	2fo	 21.5	 32.5	 0	  698.75	     1
16 cm +	NA	NA	 16.0	FALSE	NA	 11.0	 16.0	NA	  176.00	     1
70 cm	NA	NA	 70.0	FALSE	NA	 42.0	 70.0	NA	 2940.00	     1
24 x 16 cm	NA	 16.0	 24.0	FALSE	NA	 16.0	 24.0	NA	  384.00	     1
8:0 [4:o]	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
25-28 cm	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
Avlång 8:o	8vo	NA	NA	FALSE	8vo	 13.0	 19.0	 0	  247.00	     1
8:o. [16:o.]	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
19 x 6 cm	NA	  6.0	 19.0	FALSE	12mo	  6.0	 19.0	 0	  114.00	     1
lit. 8:o.	8vo	NA	NA	FALSE	8vo	 13.0	 19.0	 0	  247.00	     1
22 cm. +	NA	NA	 22.0	FALSE	8vo	 15.0	 22.0	 0	  330.00	     1
32-48 cm	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
6 x 10 cm	NA	  6.0	 10.0	FALSE	NA	  6.0	 10.0	NA	   60.00	     1
20,5 cm	NA	NA	 20.5	FALSE	12long	 13.5	 20.5	 0	  276.75	     1
32 s.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
36x30 cm	NA	 30.0	 36.0	FALSE	NA	 30.0	 36.0	NA	 1080.00	     1
27 cm (1926-1927), 32 cm (1928), 30 cm (1929-1952)	NA	NA	 27.0	FALSE	NA	 20.0	 27.0	NA	  540.00	     1
32 cm (1927-1939:1, 1941), 38 cm (1939:2-1940, 1943-1951), 57 cm (1942)	NA	NA	 32.0	FALSE	2fo	 21.0	 32.0	 0	  672.00	     1
23 x 34 cm	NA	 23.0	 34.0	FALSE	2fo	 23.0	 34.0	 0	  782.00	     1
18 cm (24:o)	24mo	NA	 18.0	FALSE	24mo	  8.5	 12.5	 0	  106.25	     1
12:o (6:o)	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
38-60 cm	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
8:o [4:o]	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
29 cm (1936-1938), 22 cm (1939-1949)	NA	NA	 29.0	FALSE	NA	 20.0	 29.0	NA	  580.00	     1
32 cm (1905-1919), 29 cm (1920-1938)	NA	NA	 32.0	FALSE	2fo	 21.0	 32.0	 0	  672.00	     1
12.o	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
17 cm(8:o)	8vo	NA	 17.0	FALSE	8vo	 12.0	 17.0	 0	  204.00	     1
tv. 21,5x26 cm	NA	 21.5	 26.0	FALSE	4to	 21.5	 26.0	 0	  559.00	     1
5x3 cm	NA	  3.0	  5.0	FALSE	84mo	  3.0	  5.0	 0	   15.00	     1
24-55 cm	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
31x24 cm	NA	 24.0	 31.0	FALSE	NA	 24.0	 31.0	NA	  744.00	     1
51 x 41 cm	NA	 41.0	 51.0	FALSE	1to	 41.0	 51.0	 0	 2091.00	     1
23x11 cm	NA	 11.0	 23.0	FALSE	8long	 11.0	 23.0	 0	  253.00	     1
26-32 cm	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
30 cm (1935-1936), 35 cm (1936-1937)	NA	NA	 30.0	FALSE	NA	 20.0	 30.0	NA	  600.00	     1
23 cm +	NA	NA	 23.0	FALSE	4to	 18.0	 23.0	 0	  414.00	     1
8 cm	NA	NA	  8.0	FALSE	NA	  6.0	  8.0	NA	   48.00	     1
51-64 cm	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
Ca 53 cm	NA	NA	 53.0	FALSE	NA	 33.0	 53.0	NA	 1749.00	     1
66 x 64 cm vikt i omslag 18 x 24 cm +	NA	 64.0	 66.0	FALSE	NA	 64.0	 66.0	NA	 4224.00	     1
25,7x13 cm	NA	 13.0	 25.7	FALSE	8long	 13.0	 25.7	 0	  334.10	     1
2 Tafeln	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
19cm	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
28 x 84 cm, i vikt form 28 x 22 cm	NA	 28.0	 84.0	FALSE	NA	 28.0	 84.0	NA	 2352.00	     1
56 cm, i vikt form 28 x 21 cm	NA	 21.0	 28.0	FALSE	4to	 21.0	 28.0	 0	  588.00	     1
21 cm (1900), 24-25 cm (1901-1911)	NA	NA	 21.0	FALSE	NA	 14.0	 21.0	NA	  294.00	     1
Tvärfolio	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
14 x 20 cm	NA	 14.0	 20.0	FALSE	12long	 14.0	 20.0	 0	  280.00	     1
63 cm (1916), 26 cm (1924)	NA	NA	 63.0	FALSE	NA	 38.0	 63.0	NA	 2394.00	     1
15,5 cm	NA	NA	 15.5	FALSE	12mo	 11.5	 15.5	 0	  178.25	     1
34.5 cm	NA	NA	 34.5	FALSE	2fo	 22.5	 34.5	 0	  776.25	     1
211 s.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
30 x 24 cm	NA	 24.0	 30.0	FALSE	NA	 24.0	 30.0	NA	  720.00	     1
ill. ;;8:o	8vo	NA	NA	FALSE	8vo	 13.0	 19.0	 0	  247.00	     1
8 .	8vo	NA	NA	FALSE	8vo	 13.0	 19.0	 0	  247.00	     1
80 x 69 cm	NA	 69.0	 80.0	FALSE	NA	 69.0	 80.0	NA	 5520.00	     1
33-57 cm	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
25-29 cm (1936-1945), 21-24 cm (1946-1979)	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
44 cm (1921-1926), 32 cm (1927-1941)	NA	NA	 44.0	FALSE	NA	 29.0	 44.0	NA	 1276.00	     1
31 cm (1914-1919), 24 cm (1920-1923)	NA	NA	 31.0	FALSE	NA	 21.0	 31.0	NA	  651.00	     1
67 x 44 cm, i vikt form 34 x 22 cm	NA	 44.0	 67.0	FALSE	1to	 44.0	 67.0	 0	 2948.00	     1
23 cm (1894), 27 cm (1900-1903)	NA	NA	 23.0	FALSE	4to	 18.0	 23.0	 0	  414.00	     1
15 x 20 cm	NA	 15.0	 20.0	FALSE	12long	 15.0	 20.0	 0	  300.00	     1
24 cm (1900-1922), 48 cm (1923-1927)	NA	NA	 24.0	FALSE	4to	 19.0	 24.0	 0	  456.00	     1
32 cm (1942)	NA	NA	 32.0	FALSE	2fo	 21.0	 32.0	 0	  672.00	     1
23 cm (1939-1941)	NA	NA	 23.0	FALSE	4to	 18.0	 23.0	 0	  414.00	     1
ca 23-24 cm (1900-1947), 30 cm (1955-1961)	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
24cm	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
28.5 x 22 cm	NA	 22.0	 28.5	FALSE	4to	 22.0	 28.5	 0	  627.00	     1
28 x 42 cm	NA	 28.0	 42.0	FALSE	1to	 28.0	 42.0	 0	 1176.00	     1
8:o(16)	8vo	NA	NA	FALSE	8vo	 13.0	 19.0	 0	  247.00	     1
38 cm.	NA	NA	 38.0	FALSE	NA	 35.0	 38.0	NA	 1330.00	     1
191 s.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
98/67	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
14 cm.	NA	NA	 14.0	FALSE	16mo	 11.0	 14.0	 0	  154.00	     1
22-25 cm (1901-1929), 30-32 cm (1930-1972)	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
14x9 cm	NA	  9.0	 14.0	FALSE	18mo	  9.0	 14.0	 0	  126.00	     1
62 cm	NA	NA	 62.0	FALSE	NA	 37.0	 62.0	NA	 2294.00	     1
13x10 cm	NA	 10.0	 13.0	FALSE	16mo	 10.0	 13.0	 0	  130.00	     1
Stor fol.	2fo	NA	NA	FALSE	2fo	 30.0	 45.0	 0	 1350.00	     1
31x21 cm	NA	 21.0	 31.0	FALSE	NA	 21.0	 31.0	NA	  651.00	     1
Tv.- 8:o.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
8::o	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
Stor tv.-fol. (72x114 cm)	NA	 72.0	114.0	FALSE	1to	 72.0	114.0	 0	 8208.00	     1
198 s.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
192 s.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
20cm	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
tvär. 8:o (4)	8vo	NA	NA	FALSE	8vo	 13.0	 19.0	 0	  247.00	     1
24 cm (1952-1965:1), 25 cm (1965:2-12), 21 cm (1966-1968)	NA	NA	 24.0	FALSE	4to	 19.0	 24.0	 0	  456.00	     1
tv. 7,5x9 cm	NA	  7.5	  9.0	FALSE	NA	  7.5	  9.0	NA	   67.50	     1
4;o	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
21 x 30 cm	NA	 21.0	 30.0	FALSE	NA	 21.0	 30.0	NA	  630.00	     1
20,5x13 cm	NA	 13.0	 20.5	FALSE	NA	 13.0	 20.5	NA	  266.50	     1
17,5x15,5 cm	NA	 15.5	 17.5	FALSE	NA	 15.5	 17.5	NA	  271.25	     1
26 s.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
29 x 25 cm.	NA	 25.0	 29.0	FALSE	4to	 25.0	 29.0	 0	  725.00	     1
50 x 32 cm	NA	 32.0	 50.0	FALSE	NA	 32.0	 50.0	NA	 1600.00	     1
13 x 10 cm	NA	 10.0	 13.0	FALSE	16mo	 10.0	 13.0	 0	  130.00	     1
33 x 27 cm	NA	 27.0	 33.0	FALSE	NA	 27.0	 33.0	NA	  891.00	     1
31 x 24 cm	NA	 24.0	 31.0	FALSE	NA	 24.0	 31.0	NA	  744.00	     1
25 x 27 cm	NA	 25.0	 27.0	FALSE	NA	 25.0	 27.0	NA	  675.00	     1
26cm	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
32cm	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
21,5 cm.	NA	NA	 21.5	FALSE	NA	 14.5	 21.5	NA	  311.75	     1
40 cm +	NA	NA	 40.0	FALSE	2fo	 26.0	 40.0	 0	 1040.00	     1
23 cm (4:o)	4to	NA	 23.0	FALSE	4to	 18.0	 23.0	 0	  414.00	     1
22 cm (1930-1933), 31 cm (1934-1956)	NA	NA	 22.0	FALSE	8vo	 15.0	 22.0	 0	  330.00	     1
29 cm (1939-1943), 41 cm (1944-1955)	NA	NA	 29.0	FALSE	NA	 20.0	 29.0	NA	  580.00	     1
22 cm (1900-1907), 32 cm (1908-1913)	NA	NA	 22.0	FALSE	8vo	 15.0	 22.0	 0	  330.00	     1
8°	8vo	NA	NA	FALSE	8vo	 13.0	 19.0	 0	  247.00	     1
28 cm (4:o)	4to	NA	 28.0	FALSE	4to	 22.0	 28.0	 0	  616.00	     1
Tv.-8:o	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
44 x 30 cm	NA	 30.0	 44.0	FALSE	NA	 30.0	 44.0	NA	 1320.00	     1
24 cm (1935), 30 cm (1937-1943), 31 cm (1946)	NA	NA	 24.0	FALSE	4to	 19.0	 24.0	 0	  456.00	     1
tv. 18x22 cm	NA	 18.0	 22.0	FALSE	4to	 18.0	 22.0	 0	  396.00	     1
17 cm.	NA	NA	 17.0	FALSE	NA	 12.0	 17.0	NA	  204.00	     1
25 x 33 cm	NA	 25.0	 33.0	FALSE	NA	 25.0	 33.0	NA	  825.00	     1
