author	author_gender	Count
-ts, 	NA	   1
A-n, Elly	ambiguous	   1
A,  (1821-1893)	NA	   7
Aagaard, G	NA	   1
Aagesen, Fr	ambiguous	   1
Aakjær, Jeppe (1866-1930)	male	   1
Aaltonen, Esko	NA	   1
Aarne, Antti	male	   1
Aarnio, Bernhard	male	   1
Aarrestad, Sven	NA	   1
Abdul, Aziz	male	   1
Abel, Wilhelm (1904-1985)	NA	   1
Abelin, Rudolf (1864-1961)	NA	   1
Abelius, Gustaf	male	   1
åberg, A V	NA	   1
åberg, Alf (1916-2011)	NA	   1
åberg, Anders	NA	   1
åberg, Edvard Georg (1853-1930)	ambiguous	   1
åberg, Erik (1889-1963)	ambiguous	   1
åberg, Ewert (1909-1983)	male	   1
åberg, Jon Olof (1843-1898)	ambiguous	  23
åberg, Karl	NA	   1
åberg, Lawrence Heap (1851-1895)	ambiguous	   2
åberg, Nils (1888-1957)	male	   4
åberg, Thorsten (1904-1989)	male	   4
Abildgaard, Peter Christian (1740-1801)	ambiguous	   1
åbom, Emmy (1865-1955)	ambiguous	   1
Abrahamson, J Mart	NA	   1
Abrahamson, Werner (1744-1812)	NA	   1
Abrahamsson, Sten	NA	   1
Abrahamsson, Stig Sigvard Egidius	male	   1
Abramsson, Konrad (1885-1956)	male	   2
åbrandt, Lorentz (1723-1782)	NA	   1
åbyson, Holger (1915-1999)	male	   1
Acharius, Erik (1757-1819)	ambiguous	   1
Achrelius, Daniel (1644-1692)	ambiguous	   1
Achrenius, Abraham (1706-1769)	ambiguous	   1
Acrel, Olof Af (1717-1806)	ambiguous	   1
ådahl, K Las A Rvid	ambiguous	   1
Adalberth, Emil (1888-NA)	NA	   3
Adam, Antoine (1899-1970)	ambiguous	   1
Adami, Johann Samuel (1638-1713)	ambiguous	   2
Adams-klingberg, Sigrid (1876-1956)	NA	   1
Adams-ray, Edward (1861-1946)	NA	   1
Adams, Adeline	NA	   1
Adams, Arthur H (1872-1936)	NA	   1
Adams, Samuel Hopkins	male	   1
Adams, Waldemar J	NA	   1
Adelborg, Ewa Ottilia	female	   1
Adelborg, Gustaf-otto (1883-1965)	NA	   1
Adell, Arthur	NA	   1
Adelswärd, Theodor (1860-1929)	male	   2
Adkins, Nelson Frederick	NA	   1
Adler, Nils	male	   1
Adler, Polly	ambiguous	   1
Adlerbeth, Gudmund Jöran (1751-1818)	male	   5
Adlercreutz, Gustaf Magnus (1775-1845)	male	   1
Adlersparre, Georg (1760-1835)	ambiguous	   1
Adlerstam, Pontus	male	   1
Adlerz, Ernst (1854-1918)	NA	   1
Adlerz, Gottfrid (1858-1918)	male	   1
Adolf, Gertrud	female	   1
Adolf, Helene (1895-1998)	female	   1
Adolfson, Carl Oskar (1883-NA)	ambiguous	   2
Adolfsson, Gunnar (1906-1983)	ambiguous	   1
Adrian-nilsson, Gösta (1884-1965)	NA	   1
Adrian, Greta (1893-1981)	NA	   1
Afzelius-alm, Leslie	ambiguous	   1
Afzelius, Anders Johan (1817-1865)	ambiguous	   1
Afzelius, Arvid (1857-1923)	NA	   1
Afzelius, Arvid August (1785-1871)	ambiguous	   2
Afzelius, Fredrik Georg (1812-1896)	ambiguous	   1
Afzelius, Karl (1887-1971)	NA	   1
Afzelius, Nils (1894-1970)	male	   2
Afzelius, Rud	male	   1
Afzelius, Rudolf	NA	   1
Afzelius, Rudolf August Helfrid	ambiguous	   1
Agardh, Carl Adolph (1785-1859)	ambiguous	   1
Agduhr, Erik	ambiguous	   2
Agdur, Bertil (1924-2000)	NA	   1
Ager, Johan Per Harald	ambiguous	   1
Agerberg, John	NA	   1
Agerstrand, Maud (1920-NA)	NA	   1
Agge, Gunnar (1900-NA)	ambiguous	   1
Agge, Ivar (1903-1978)	NA	   1
Agnér, Anna-lisa (1891-1960)	female	   1
Agner, Carl (1876-1947)	ambiguous	   2
Agner, Eric (1642-1727)	ambiguous	   1
Agrell, Nicolaus Petri (1681-NA)	NA	   1
ågren, Gunnar (1907-1982)	ambiguous	   1
ågren, Rolf	NA	   1
ågren, Sven	NA	   1
ågren, Sven Petter (1787-1860)	NA	   1
Ahde, Sverker (1902-1970)	male	   2
åhfeldt, Oskar Clemens Pontus	male	   1
åhgren, John (1893-NA)	NA	   1
Ahlberg, Adolf (1873-1967)	male	   1
Ahlberg, Alf (1892-1979)	NA	  10
Ahlberg, Betty Marie	ambiguous	   1
Ahlberg, Birgitta (1904-1983)	female	   1
Ahlberg, Gösta (1907-NA)	NA	   1
Ahlberg, Gunnar (1894-1980)	ambiguous	   1
Ahlberg, Harry (1920-2014)	ambiguous	   1
Ahlberg, Hjalmar (1897-1973)	male	   1
Ahlberg, P A (1823-1887)	NA	   1
Ahlberg, Tor (1913-2008)	NA	   1
Ahlberger, Harald	male	   1
Ahlbom, Bengt (1904-1993)	NA	   2
Ahlborn, Gunnar (1903-1978)	ambiguous	   1
Ahlelöf, Jonas (1717-1783)	NA	   1
åhlenius, Olof August (1834-1908)	ambiguous	   1
Ahlgren, August (1853-1909)	ambiguous	   2
Ahlgren, R	NA	   1
åhlin, Arvid	NA	   1
Ahlin, Ernfrid (1904-1969)	NA	   3
Ahlman, åke	NA	   1
Ahlman, Axel (1885-1970)	NA	   1
Ahlman, Frans Ferdinand	male	   1
Ahlmann, Hans W:son (1889-1974)	NA	   1
Ahlmark, Sigurd	NA	   1
Ahlquist, Israel	NA	   1
Ahlqvist, Alfred Gustaf (1838-1881)	male	   1
Ahlqvist, August (1826-1889)	ambiguous	   1
Ahlqvist, David (1900-1988)	ambiguous	   1
Ahlqvist, Pehr Ingvar	male	   1
Ahlrud, Sivar	male	   1
Ahlström, Alarik (1882-1961)	male	   2
Ahlström, Carl Johan (1728-1790)	ambiguous	   1
Ahlström, Erik (1877-1949)	ambiguous	   2
Ahlström, Louis John (1854-1945)	ambiguous	   1
Ahlström, O	NA	   1
åhman, Erik	ambiguous	   1
Ahnfelt, Arvid (1845-1890)	NA	   1
Ahnfelt, Astrid (1876-1962)	female	   1
Ahnfelt, Otto (1854-1910)	ambiguous	   1
Ahnfelt, P G (1803-1863)	NA	   1
Ahnlund, Nils (1889-1957)	male	   4
Ahnlund, Olof (1853-1933)	NA	   1
Aho, Juhani (1861-1921)	male	   2
Ahrbom, Nils (1905-1997)	male	   1
åhrén, Emil	NA	   1
Ahrenberg, Jac (1847-1914)	NA	   3
Ahrenberg, René (1882-1941)	NA	   1
Aischylos, 	NA	   3
Aizsilnieks, Arnold P	NA	   1
Aizsilnieks, Arnolds P	ambiguous	   1
Ajljarov, S S	NA	   1
Aken, Frantz Michaël Von (1698-1760)	ambiguous	   1
åkerblad, Johan David (1763-1819)	ambiguous	   1
åkerblom, Bror (1908-1984)	male	   1
åkerblom, Eric (1896-1994)	ambiguous	   1
åkerhielm, Annie (1869-1956)	ambiguous	   3
åkerhielm, Beth (1898-NA)	ambiguous	   1
åkerhielm, Gallie (1907-1968)	NA	   1
åkerhielm, Hans (1908-2003)	NA	   1
åkerlund, Carl Sigurd	ambiguous	   1
åkerlund, E	NA	   1
åkerman, åke (1887-1955)	NA	   2
åkerman, Brita (1906-2006)	NA	   1
åkerman, Gustaf (1888-1959)	male	   1
åkerman, Jacob (1770-1829)	NA	   1
åkerman, Johan (1784-1852)	ambiguous	   1
åkerman, Johan Gustaf (1888-NA)	ambiguous	   1
åkerman, Johan Henrik	ambiguous	   1
åkerman, Oskar Bertil	male	   1
åkerman, Philip	NA	   1
åkerrén, Olof (1754-1812)	NA	   1
åkerstedt, Sven (1904-1977)	NA	   1
åkerström, Erik	ambiguous	   1
åkeson, Nils	male	   1
åkesson, Arnold (1896-NA)	NA	   1
åkesson, Elof (1892-1979)	male	   1
åkesson, Gerda (1886-NA)	NA	   1
åkesson, Nils	male	   2
åkesson, Olof (1885-1963)	NA	   1
Akrell, Carl Axel Göran	ambiguous	   1
Akrell, Carl Fredrik (1779-1868)	ambiguous	   1
Akselsson, Harald (1881-1917)	male	   1
Al-ḥimyarī, Nashwān (1178-NA)	NA	   1
Al-mohadjer, 	NA	   1
Alain-fournier, Henri (1886-1914)	ambiguous	   1
Alajärvi, Toivo J	male	   1
Alander, Per Gustaf (1807-1874)	male	   1
ålander, Wilh	male	   1
Alarik, Axel L:son (1881-1977)	NA	   1
Albeck, Gustav	NA	   1
Alber, Herbert	NA	   1
Alberg, Albert	NA	   1
Alberg, Ewy	ambiguous	   1
Albrecht, Johann Friedrich Ernst (1752-1814)	ambiguous	   1
Albrectsen, Erling	male	   1
Alcock, Deborah (1835-1913)	ambiguous	   1
Alcott, Louisa May (1832-1888)	female	   1
Aldao, Martín	NA	   1
Aldén, Gustaf A (1852-1927)	male	   1
Aldhagen, Guje (1930-1993)	NA	   1
Aldrich, Thomas Bailey (1836-1907)	ambiguous	   1
Aleander, Johan Abraham (1766-1853)	ambiguous	   1
Aleksandr Michailovic, Rysk Storfurste (1866-NA)	NA	   1
Alén, J	NA	   1
ålenius, Nils (1896-1968)	male	   3
Alexander,  (1777-1825)	ambiguous	   2
Alexander, A Roy	ambiguous	   1
Alexanderson, Aron Martin (1841-1930)	ambiguous	   1
Alexanderson, G	NA	   1
Alexanderson, Nils (1875-1960)	male	   1
Alexanderson, Nils Erik	ambiguous	   1
Alexandersson, Erik (1899-1982)	ambiguous	   2
älf, Samuel (1727-1799)	NA	   1
Alfthan, Axel Gunnar	ambiguous	   1
Alfthan, Ingeborg Von (1868-NA)	ambiguous	   1
Alfthan, Johannes (1830-1893)	male	   1
Alfvén, Andrew (1870-1960)	NA	   2
Alha, Anna-liisa	female	   1
Alho, Agust Aleksander	ambiguous	   1
Alho, Asmo	male	   1
Alighieri, Dante (1265-1321)	NA	   1
Alin, Nils Anders (1763-1827)	male	   1
Alin, Oscar (1846-1900)	NA	   1
Alin, Svante (1852-1930)	male	   1
Alinder, Ernst (1867-NA)	NA	   1
Alinder, Karl (1859-1929)	NA	   2
Alington, Adrian	ambiguous	   1
Allander, Allan (1879-NA)	ambiguous	   1
Allard, O L	NA	   1
Allardt Ekelund, Karin (1895-1990)	ambiguous	   1
Allason, Barbara	ambiguous	   1
Allen, Carl Ferdinand (1811-1871)	ambiguous	   1
Allen, Frederick Lewis (1890-1954)	ambiguous	   1
Allen, Grant	ambiguous	   1
Allert, Inga-britt	female	   1
Allgén, Carl	ambiguous	   1
Allgulin, Carl Josua	ambiguous	   1
Alling-aber, Mary	ambiguous	   1
Allingham, Margery (1904-1966)	female	   1
Allwood, Martin (1916-1999)	ambiguous	   1
Alm, Anna (1862-NA)	ambiguous	   2
Alm, Birger Johan Birger	ambiguous	   1
Alm, C G	NA	   1
Alm, Dagny (1902-1985)	ambiguous	   1
Alm, Gunnar (1889-1961)	ambiguous	   2
Alm, Henrik (1894-1966)	male	   2
Alm, Josef (1889-1957)	male	   1
Alm, Sigfrid (1887-1960)	NA	   1
Almberg, Nils (1909-1999)	male	   1
Almén, G	NA	   1
Almén, Sigge (1881-1914)	NA	   1
Almén, Tore	ambiguous	   1
Almgren, J R	NA	   1
Almgren, Lars (1735-1795)	NA	   1
Almgren, Oscar (1869-1945)	NA	   2
Almkvist, Johan (1869-1945)	ambiguous	   3
Almkvist, John (1875-1946)	NA	   1
Almlöf, Knut (1829-1899)	male	   1
Almquist, Ernst (1852-1946)	NA	   5
Almquist, Gustaf Fr	ambiguous	   1
Almquist, Helge (1880-1944)	ambiguous	   1
Almquist, Ingrid	ambiguous	   1
Almquist, Jan Eric (1894-1976)	male	   2
Almquist, Johan Axel (1870-1950)	ambiguous	   2
Almquist, S	NA	   1
Almquist, Sigfrid (1844-1923)	NA	   3
Almquist, Sven Paulus (1699-1780)	NA	   1
Almqvist, Bertil (1902-1972)	NA	   1
Almqvist, Carl Jonas Love (1793-1866)	ambiguous	  12
Almqvist, Gertrud (1875-1954)	female	   2
Almqvist, Johan Magnus (1799-1873)	ambiguous	   1
Almqvist, Johannes (1731-1816)	male	   1
Almqvist, Knut Wilhelm (1819-1878)	male	   1
Almström, Robert	ambiguous	   1
Alopaeus, Magnus Jacob (1743-1818)	male	   1
Alrutz, Sydney (1868-1925)	ambiguous	   1
Alsterberg, Anders Gustaf	male	   2
Alsterberg, Gustaf (1892-NA)	male	   1
Alsterlind, Frej (1910-NA)	male	   1
Alsterlund, J W	NA	   1
Alsterlund, M	NA	   1
Alström, Carl Henry (1907-1993)	ambiguous	   1
Alström, Egil	NA	   1
Alströmer, Jonas (1685-1761)	NA	   2
Alströmer, Jonas (1840-1917)	NA	   1
Alten, Georg Von (1875-1950)	ambiguous	   1
Altén, Mårten (1764-1830)	NA	   1
Althin, Torsten (1897-1982)	male	   1
Altmann, Friedrich	male	   1
ålund, Erik	ambiguous	   1
ålund, Paulus	NA	   1
Alvin, Anders Peter (1782-1836)	NA	   1
Alving, Barbro (1909-1987)	female	   1
Alving, Fanny (1874-1955)	female	   1
Alvring, B	NA	   1
åman, A Ugust (1893-NA)	NA	   1
åman, Wil Helm	ambiguous	   1
Ambler, Eric (1909-1998)	ambiguous	   1
Ambrosiani, Karl Sune Fredrik	male	   2
Ambrosiani, Sune	NA	   2
Ambrosius, 	male	   1
Améen, Elin (1852-1913)	ambiguous	   2
Amelung, Friedrich (1842-1909)	male	   1
Aminoff, Ivan (1868-1928)	ambiguous	   3
Ammann, David	ambiguous	   1
Amnell, Johannes J (1718-1789)	male	   1
Amnéus, Herman	NA	   1
Ampère, Jean Jacques Antoine	ambiguous	   1
Anckar, Herbert (1904-NA)	NA	   1
Anckarström, Jacob Johan (1729-1777)	ambiguous	   1
Anckarsvärd, Michael Gustaf (1792-1878)	male	   2
Ancker, Arne	NA	   1
Ander, Johan Emil	ambiguous	   1
Andér, O	NA	   1
Anderberg, Bengt (1920-2008)	NA	   1
Anderberg, Otto	ambiguous	   1
Anderberg, Rudolf (1892-1955)	NA	   1
Anders, Webb	male	   1
Andersdotter, Hedvig (1749-1810)	NA	   1
Andersen, Arthur Olaf	male	   1
Andersén, Einar	NA	   1
Andersen, Elna Regner	male	   1
Andersen, H C (1805-1875)	NA	   7
Andersin, Margit	female	   1
Anderson, Amos (1878-1961)	ambiguous	   1
Anderson, Andy	ambiguous	   1
Anderson, Eric	ambiguous	   1
Anderson, Hedda (1832-1912)	female	   2
Anderson, Ivar (1894-1953)	NA	   2
Anderson, Stina (1876-1940)	NA	   1
Anderson, William (1879-1939)	ambiguous	   1
Andersson, A J	NA	   1
Andersson, Agar	ambiguous	   1
Andersson, Aina Rosa Maria	ambiguous	   1
Andersson, Aksel (1851-1923)	male	   1
Andersson, Alfred	NA	   2
Andersson, Anders	NA	   2
Andersson, Andreas	ambiguous	   1
Andersson, Aron (1901-1985)	ambiguous	   2
Andersson, Aron (1919-1984)	ambiguous	   2
Andersson, Aron I	ambiguous	   1
Andersson, Aron Iii	ambiguous	   1
Andersson, Axel (1879-1959)	NA	   2
Andersson, Axel (1887-1959)	NA	   2
Andersson, Axel (NA-1959)	NA	   1
Andersson, Axel Emil (1887-NA)	NA	   1
Andersson, Axel Emil Journalist (1887-NA)	NA	   1
Andersson, Axel Sigfrid	NA	   1
Andersson, Bengt S	NA	   1
Andersson, Birger	NA	   1
Andersson, C F	NA	   1
Andersson, Carl	ambiguous	   2
Andersson, Carl A (1915-1987)	ambiguous	   1
Andersson, Carl August (1841-1912)	ambiguous	   1
Andersson, Charles John (1827-1867)	ambiguous	   1
Andersson, Dagmar	female	   1
Andersson, David Provinsialläkare (1857-1920)	ambiguous	   1
Andersson, E J (1862-1940)	NA	   1
Andersson, Edgar Paul (1895-1990)	ambiguous	   1
Andersson, Elis (1888-1967)	ambiguous	   1
Andersson, Elly (1880-NA)	ambiguous	   1
Andersson, Erik	ambiguous	   1
Andersson, Erik Johan	ambiguous	   1
Andersson, Georg	ambiguous	   1
Andersson, Gunnar (1865-1928)	ambiguous	   4
Andersson, Helge (1894-1949)	ambiguous	   2
Andersson, Henry (1905-1976)	ambiguous	   1
Andersson, Hilding (1853-1918)	NA	   1
Andersson, Ingvar (1899-1974)	male	   1
Andersson, J	NA	   1
Andersson, Jakob Theofil	ambiguous	   1
Andersson, Johan (1774-1831)	ambiguous	   1
Andersson, Johan Gunnar (1874-1960)	ambiguous	   2
Andersson, John	NA	   1
Andersson, Karin (1918-NA)	ambiguous	   1
Andersson, Karl (1914-NA)	NA	   1
Andersson, Karl Andreas (1875-1968)	ambiguous	   1
Andersson, Magnus Ehrenhold	male	   1
Andersson, Nils (1891-NA)	male	   2
Andersson, Nils Johan (1821-1880)	ambiguous	   1
Andersson, Olaf (1955-NA)	male	   1
Andersson, Oskar (1877-1906)	male	   1
Andersson, Otto (1879-1969)	ambiguous	   1
Andersson, Otto W	ambiguous	   1
Andersson, Ragnar (1917-NA)	NA	   1
Andersson, Roloff (1744-1828)	NA	   1
Andersson, Sigvard (1912-NA)	NA	   1
Andersson, Stig Arne	male	   1
Andersson, Stig-lennart (1920-NA)	NA	   1
Andersson, Svante (1878-NA)	male	   1
Andersson, Thor Erik Engelbrekt	ambiguous	   1
Andersson, Thorsten (1915-2013)	male	   1
Andersson, Ture	NA	   1
Andersson, Yngve (1911-NA)	NA	   2
Anderzon, Emil	NA	   1
Andolf, Sven	NA	   1
Andom, R	NA	   1
Andræ, E	NA	   1
Andræ, Eskil	NA	   2
Andrae, Lars Olof Johannes	male	   1
Andræ, Tor (1885-1947)	NA	   4
André, Emile	ambiguous	   1
Andreae, Christianus (1600-NA)	male	   1
Andreason, E	NA	   1
Andrée, Josef Emanuel	male	   1
Andrée, Ludwigtheodor	NA	   1
Andree, Mikael (1874-1935)	NA	   1
Andrée, S A	NA	   1
Andreen, Andrea (1888-1972)	ambiguous	   1
Andrén, åke (1917-2007)	NA	   1
Andrén, B	NA	   1
Andrén, Eric (1776-1838)	ambiguous	   1
Andrén, Margareta (1913-2000)	NA	   1
Andresen, Kjeld Nicolai Gotthard	NA	   2
Andrews, C C	NA	   1
Andrews, Frank Emerson	ambiguous	   1
Anet, Claude	ambiguous	   1
ängeby, Olof (1910-1984)	NA	   1
Angelini, Jöns Eric (1779-1807)	ambiguous	   1
Angell, Norman	NA	   1
ångström, Anders (1888-1981)	NA	   1
ångström, Knut (1857-1910)	male	   3
Anjou, Nils Jacob (1781-1851)	male	   1
Ankar, Gustaf (1877-1968)	male	   1
Ankar, O J	NA	   1
Ankarcrona, Theodor	male	   1
Anker-paulsen, Jacob (1890-1959)	NA	   1
Anker, Nini Roll (1873-1942)	NA	   1
Annala, Vilho	male	   1
Anners, Erik (1916-1997)	ambiguous	   1
Annerstedt, Claes (1839-1927)	male	   2
Annerstedt, Daniel (1721-1771)	ambiguous	   1
Annerstedt, H	NA	   1
Annett, Edward A	NA	   1
Anrick, Carl Julius (1895-1961)	ambiguous	   1
Anthoni, Eric	ambiguous	   1
Antilithander, E N	NA	   1
Antoni, Nils (1887-1968)	male	   2
Antony, W	NA	   1
Antraigues, Emmanuel Louis Henri De Launay	ambiguous	   1
Anvill, Elis (1893-1950)	ambiguous	   1
Apel, Johann August (1771-1816)	ambiguous	   2
Apelblad, Jonas	NA	   1
Appelberg, Carl Magnus (1826-1896)	ambiguous	   2
Appelberg, Henrik Adolf	male	   1
Appelberg, Jarl	NA	   1
Appelberg, Ragnar	NA	   1
Appelberg, Sture (1885-1947)	NA	   1
Appelgren, Thore Gustaf	male	   1
Appelqvist, Salomon (1760-1822)	male	   1
Appeltofft, Oscar Emil Frithiof	male	   1
Arbäck, Simon	ambiguous	   1
Arbin, Paul Etienne Fernand	ambiguous	   1
Arbiter, Petronius (66-NA)	male	   1
Arbman, Holger (1904-1968)	male	   1
Arbman, Ragnar	NA	   1
Arbman, Rosa (1861-1919)	ambiguous	   1
Arckenholtz, Johan (1695-1777)	ambiguous	   1
Arctander, August Hjeronimus	ambiguous	   1
Arcybašev, Michail Petrovič (1878-1927)	male	   1
Ardrey, Robert	ambiguous	   1
Areen, Ernst (1882-1943)	NA	   1
Arenander, E O (1862-1925)	NA	   4
Arend, Cajus (1614-1691)	male	   1
Arendorff, Victor (1878-1958)	ambiguous	   1
Arenheim, Carl Johnny Albin	ambiguous	   1
Arenius, Martin (1714-1787)	ambiguous	   1
Arenius, Olaus Magni (1682-NA)	ambiguous	   1
Areschoug, Fredrik Wilhelm Christian (1830-1908)	ambiguous	   1
Arfvedson, Carl Christopher (1735-1826)	ambiguous	   1
Arfvidsson, H D	NA	   1
Arfvidsson, Nils	male	   1
Arfwedson, Carl David (1806-1881)	ambiguous	   2
Arlincourt, Charles Victor Prévôt D' (1789-1856)	ambiguous	   1
Armbruster, Johan Michael (1761-1814)	ambiguous	   1
Arnaud, François Thomas Marie De Baculard D' (1718-1805)	ambiguous	   1
ärnbäck-christie-linde, Augusta	ambiguous	   1
Arndt, Ernst Moritz (1769-1860)	NA	   2
Arndt, Johann (1555-1621)	ambiguous	   3
Arne, Ture J (1879-1965)	NA	   1
Arnelius, V A	NA	   1
Arnell, And	ambiguous	   1
Arnell, Hampus Wilhelm (1848-1932)	male	   2
Arnell, Knut (1859-1928)	male	   1
Arnell, Lars (1689-1742)	NA	   1
Arnér, Sivar (1909-1997)	male	   1
Arnesen, Erik	ambiguous	   1
Arneson, Rolf	NA	   1
Arngart, Olof (1905-1997)	NA	   1
Arngrim, 	male	   2
Arnham, åsa	NA	   1
Arninge, Georg (1882-1968)	ambiguous	   1
Arnman, Per August	ambiguous	   1
Arnold, Harry	ambiguous	   1
Arnold, Otto	ambiguous	   1
Arnoldson, Nils (1872-1939)	male	   1
Arnoldsson, Paul	ambiguous	   1
Arnórsson, Einar	NA	   1
ärnström, Daniel August	ambiguous	   1
Aronson, Stina (1892-1956)	NA	   2
Aronsson, A	NA	   1
Aronsson, Elis	ambiguous	   1
Arppe, Adolf Edvard (1818-1894)	male	   1
årre, Christopher Mauritz (1801-1835)	ambiguous	   1
Arrhenius, Carl Magnus (1790-1850)	ambiguous	   1
Arrhenius, Johan Petter (1811-1889)	ambiguous	   4
Arrhenius, Lars (1680-1730)	NA	   2
Arrhenius, Olof (1797-1878)	NA	   1
Arrhenius, Olof (1895-1977)	NA	   4
Arrhenius, Svante (1859-1927)	male	   5
Arvedson, Tomas Fredrik	male	   1
Arvidson, Bernt (1829-NA)	male	   1
Arvidson, Emil (1888-NA)	NA	   1
Arvidson, Th	male	   1
Arvidsson, Eric (1886-NA)	ambiguous	   1
Arvidsson, Eric Gustaf	ambiguous	   1
åsberg, Carl Sam (1888-1961)	ambiguous	   1
Asbjörnsen, Lars Bakke	male	   1
åsbrink, Gustav (1867-1935)	NA	   1
Aschan, Adolf Ossian	male	   1
Aschan, Allan	ambiguous	   1
Aschan, Ossian	male	   1
Ask-upmark, Erik (1901-1985)	ambiguous	   1
Ask, Fritz Gustaf	male	   2
åskag, Paul (1907-2002)	ambiguous	   1
Askengren, Johan Gustaf (1783-1858)	ambiguous	   1
Askew, Alice	ambiguous	   1
Asklöf, Sten	NA	   1
Asklund, Arvid	NA	   1
Asklund, Bror (1896-1969)	male	   2
Asklund, Erik (1908-1980)	ambiguous	   2
Asklund, Torsten	male	   1
åslander, Alfred (1892-1973)	NA	   1
Asmodeus, 	NA	   1
Asp, Matthias (1696-1763)	male	   1
Aspelin, Emil Gustaf	male	   1
Aspelin, Gunnar (1898-1977)	ambiguous	   1
Aspelin, Henrik Emanuel	male	   1
Asperén, Anna	ambiguous	   1
Aspling, H	NA	   1
Asplund, Anders	NA	   1
Asplund, Arnold (1736-1815)	NA	   1
Asplund, Erik Gustaf	ambiguous	   1
Asplund, Karl (1890-1978)	NA	   1
Asplund, Karl-ivar (1898-1948)	NA	   2
Asplund, Mauritz	male	   1
Asplund, Nils Mauritz	male	   1
Asplund, Uno	NA	   1
Assarsson, Gerda	NA	   1
Aster, George	ambiguous	   1
Asteropherus, Magnus Olai (1647-NA)	male	   1
Aston, Francais William	ambiguous	   1
åstrand, Johan Julius (1819-1890)	ambiguous	   1
åström, I August (1877-1937)	ambiguous	   2
åström, Margit (1899-1980)	female	   1
Athell, Carl G	ambiguous	   2
Atterberg, Albert (1846-1916)	NA	   1
Atterberg, Kurt (1887-1974)	NA	   3
Atterbom, Per Daniel Amadeus (1790-1855)	ambiguous	   4
Attorps, Gösta (1899-1976)	NA	   1
Attterström, August	ambiguous	   1
Aubert, Marcel	ambiguous	   1
Aubry, Octave (1881-1946)	NA	   1
Audoux, Marguerite (1863-1937)	NA	   1
Auerbach, Carl	ambiguous	   1
Augustinus, 	male	   1
Augustinus, Aurelius	NA	   2
Aulén, Gertrud (1881-NA)	female	   1
Aulén, Gustaf (1879-1977)	male	   4
Aumonier, Stacy	ambiguous	   1
Aurelius, Anders Peter (1760-1830)	NA	   1
Aurelius, Andreas Petri	ambiguous	   1
Aurelius, Bengt (1874-1955)	NA	   3
Aurelius, Erik (1874-1935)	ambiguous	   1
Aurelius, Hedvig (1843-1902)	NA	   1
Aurelius, Johannes (1732-1802)	male	   1
Aurelius, Nils (1760-1810)	male	   1
Aurelius, Samuel (1669-1742)	NA	   1
Aurell, Claes Johan Emil (1841-1915)	ambiguous	   1
Aurell, Clas Emil	NA	   1
Aurell, Tage (1895-1976)	NA	   1
Aurén, Pehr (1761-1842)	male	   1
Auricola, Magnus (1680-1723)	male	   1
Aurivillius, Carl (1717-1786)	ambiguous	   1
Aurivillius, Carl (1854-1899)	ambiguous	   2
Aurivillius, Carl Emanuel (1797-1863)	ambiguous	   1
Aurivillius, Christopher (1853-1928)	ambiguous	   1
Aurivillius, Petrus (1637-1677)	male	   1
Aurola, Erkki	male	   1
Austin, Alexander Barry	ambiguous	   1
Ave, 	ambiguous	   1
Avellan, Gustaf Adolf (1785-1859)	male	   1
Avellan, Johan Henrik (1773-1832)	ambiguous	   1
Avén, I	NA	   1
Avenarius, Ferdinand (1856-1923)	male	   1
Averdal, Sigvard	NA	   1
Axberg, Egron	male	   1
Axberger, Johan Konrad Gunnar	ambiguous	   1
Axel-nilsson, Göran (1907-1999)	NA	   1
Axella, A T	NA	   1
Axelson, Maximilian (1823-1884)	NA	   1
Axelson, Sture (1913-1976)	NA	   1
Axelsson, Bo	ambiguous	   1
Axelsson, Eric	ambiguous	   1
Axelsson, J	NA	   1
Axelsson, Johan Ingvar	ambiguous	   1
Axnäs, Karl	NA	   1
Axtrup, Sten	NA	   1
äyräpää, Aarne	NA	   1
Ayres, Ruby M	ambiguous	   1
Baadsgaard, Anna	ambiguous	   3
Bäärnhielm, Gustaf Konrad Ambjörn	male	   1
Baarslag, Karl	NA	   1
Bååth-holmberg, Cecilia (1857-1920)	NA	   1
Bååth, Albert Ulrik (1853-1912)	NA	   1
Bååth, Ludvig Magnus	male	   1
Baazius, Johannes (1581-1649)	male	   1
Babits, Mihály (1883-1941)	NA	   1
Babo, Lamprecht Von	ambiguous	   1
Bacchelli, Riccardo (1891-1985)	male	   1
Bacchylides,  (510-NA)	NA	   1
Bäck, Abraham (1713-1795)	ambiguous	   1
Backe, Carl (1759-1815)	ambiguous	   1
Backe, Wilhelm	NA	   1
Bäcklin, B	NA	   1
Bäcklin, Carl Emil	ambiguous	   1
Bäcklund, C M	NA	   1
Backlund, Helge G (1878-1958)	ambiguous	   3
Backlund, Helge O (1913-1974)	ambiguous	   1
Backlund, Johan Oscar (1846-1916)	ambiguous	   1
Backlund, Sven (1889-1953)	NA	   1
Backman, Albin Lennart (1880-1967)	male	   1
Backman, Anders (1858-1922)	NA	   2
Backman, Ch Pierre (1892-1969)	ambiguous	   1
Backman, E Louis (1883-1965)	ambiguous	   2
Backman, Erik	ambiguous	   1
Backman, Gaston (1883-1964)	NA	   3
Backman, Gustaf (1789-NA)	male	   1
Backman, Hans	NA	   1
Backman, Helge (1910-1988)	ambiguous	   2
Backman, Johan Harder (1790-1862)	ambiguous	   1
