original	polished	Count
Gleerup,;Svenska kyrkans diakonistyrelses bokförlag,;Gleerup	Gleerup	   1
J. G. Jacobsson	J.G. Jacobsson	   1
Glöden,;Glöden,;Glöd	Glöden	   1
Frisksportförbundet	Frisksport	   1
Svenska kommittén av Världsförbundet för främjande av internationellt samförstånd genom kyrkosamfunden,;Svenska kommittén av Världsförbundet för främjande av internationellt samförstånd genom kyrkosamfunden,;Svenska kommittén av Världsförbundet för mellanfolkligt samförstånd genom kyrkosamfunden	Svenska kommitten av Världs för främjande av internationellt samförstånd genom kyrkosamfunden	   1
Svenska typografförbundet	Svenska typograf	   1
Folkskolans barntidning,;Folkskolans barntidning,;Folkskolans barntidning,;Åhlén & Åkerlunds förlag (Albert Bonnier)	Folkskolans barntidning	   1
G. Carlsson,;G. Carlsson,;V. Carlsson	G. Carlson	   1
Sortimentaren,;Sortimentaren,;Sortimentaren,;Sortimentaren	Sortimentaren	   1
Svenska dövstumförbundet	Svenska dövstum	   1
Populär mekanik,;Populär mekanik,;Förlaget Populär mekanik,;Populär mekanik,;Populär mekanik	Populär mekanik	   1
tryckt uti Kongl. tryckeriet, hos directeuren Pet. Momma.	tryckt uti Kongl. tryckeriet, hos directeuren Pet. Momma	   1
Förbundet mellan Sveriges K.F.U.M.,;Förbundet mellan Sveriges K.F.U.M.,;KFUM:s riksförbund	 mellan Sveriges K. F. U. M	   1
Förbundstidningen	stidningen	   1
Ivar Hæggströms boktr.- och bokförlags-aktiebolag,;Ivar Hæggströms boktr.- och bokförlags-aktiebolag,;Bibelforskaren	Ivar Häggströms boktr.- & boks-aktiebolag	   1
Svenska döfstumläraresällskapet,;Svenska döfstumläraresällskapet,;Svenska dövstumläraresällskapet,;Svenska dövstumläraresällskapet	Svenska döfstumläraresällskapet	   1
Bonnier ;;J. C. Hindrichs'sche Buchhandlung,;Bonnier ;;J. C. Hindrichs'sche Buchhandlung,;Bonnier	Bonnier	   1
Svenska bokförl. / Bonnier	Svenska bok/Bonnier	   1
Svenska förbundet mot vaccinationstvånget	Svenska  mot vaccinationstvånget	   1
Sveriges kronotorpare- och kolonistförbund	Sveriges kronotorpare- & Coolonist	   1
Svenska hälsovårdstjänstemannaförbundet	Svenska hälsovårdstjänstemanna	   1
Hälsa och hem	Hälsa & hem	   1
Erslev ;;Rösholm	Erslev	   1
Spiritualistiska riksförbundet,;Spiritualistiska riksförbundet,;Stockholms spiritualistiska förening	Spiritualistiska riks	   1
Förbundet Allnordisk folkhälsa,;Förbundet Allnordisk folkhälsa,;Hälsa för alla	 Allnordisk folkhälsa	   1
Svenska dövstumtidningen,;Svenska dövstumtidningen,;Svenska dövstumtidningen,;Svenska dövstumtidningen	Svenska dövstumtidningen	   1
Bureau international de la crémation	Bureau international de la cremation	   1
Bonnier ;;Iversen ;;Feilberg & Landmark	Bonnier	   1
Det fördolda lifvet,;Det fördolda lifvet,;Det fördolda lifvet	Det fördolda livet	   1
Teosofiska samfundet i Skandinavien,;Teosofiska samfundet i Skandinavien,;Teosofiska samfundet i Sverige	Teosofiska samfundet i Skandinavien	   1
Svensk kommunal-tidning,;Svensk kommunal-tidning,;Svensk kommunal-tidnings förlagsaktiebolag	Svensk kommunal-tidning	   1
Förf. ;;Bergströms Eftertr:s pappershandel [distributör]	Förf	   1
Kvinnliga legitimerade sjukgymnasters riksförbund	Kvinnliga legitimerade sjukgymnasters riks	   1
Dövstumnyheter,;Dövstumnyheter,;Dövstum-nyheter,;Dövstumnyheter,;Riksorganisationen Social dövstumtjänst,;Sveriges dövstummas riksförening	Dövstumnyheter	   1
Svenska reformkostförbundet	Svenska reformkost	   1
Natur och hälsa	Natur & hälsa	   1
A.-B. Allmänna pressbolaget i distr. :;[Seelig]	A.-B. Allmänna pressbolaget i distr	   1
K. E. Johansson	K.E. Johansson	   1
Erik A:son Arnesjö,;Erik A:son Arnesjö,;Sport för alla	Erik A:son Arnesjö	   1
Tidskr. Textil o. konfektion	Tidskr. Textil & Coonfektion	   1
Västernorrlands läns hembygdsförbund	Västernorrlands läns hembygds	   1
Demokratisk ungdoms världsfederation,;Demokratisk ungdoms världsfederation,;Demokratisk ungdoms världsfederation,;Demokratisk ungdoms världsfederation	Demokratisk ungdoms världsfederation	   1
[Stockholm]	Stockholm	   1
Scandinavian DX-Club,;Scandinavian DX-Club,;Scandinavian DX-Club,;Scandinavian DX-Club	Scandinavian DX-Club	   1
Etnoförlaget	Etno	   1
Uno Johansons bokh.	Uno Johansons bokhandel	   1
Svenska travsportens centralförbund	Svenska travsportens central	   1
Svenska grofarbetareförbundet,;Svenska grofarbetareförbundet,;Svenska grov- och fabriksarbetareförbundet,;Svenska grov- och fabriksarbetareförbundet	Svenska grofarbetare	   1
Förbundskamraten	skamraten	   1
Sveriges lasttrafikbilägares riksförbund	Sveriges lasttrafikbilägares riks	   1
Hellmans reklam- och annonsbyrå	Hellmans reklam- & annonsbyrå	   1
Sveriges landstormskvinnoföreningar	Sveriges landstormsqvinnoföreningar	   1
A. V. Carlsons förlag	A.V. Carlson	   1
Glasarbetaren,;Glasarbetaren,;Svenska glasarbetareförbundet,;Glasarbetarnes samorganisation	Glasarbetaren	   1
Helsovännens förlag.	Helsovännen	   1
tryckt hos Östlund & Berling, på förlag af Theodor Bergelin	tryckt hos Östlund & Berling, på  af Theodor Bergelin	   1
Crafoords bokh. [distributör]	Crafoords bokhandel	   1
Skandias bokförlag,;Skandias bokförlag,;C. A. Wahlström,;J. O. Löwing,;J. O. Löwing,;C. Rydén,;Hemmet	Skandias bok	   1
Svensk dufafvelsförening	Svensk dufavelsförening	   1
Svensk duvavelsförening,;Svensk duvavelsförening,;J. E. Lindvall	Svensk duvavelsförening	   1
Distributions AB Kemiska produkter	s A.B. Kemiska produkter	   1
Deutsche Handelskammer in Schweden	Deutsche Handelskammer in Schveden	   1
Sverges syndikalistiska ungdomsförbund,;Sverges syndikalistiska ungdomsförbund,;Storm	Sverges syndikalistiska ungdoms	   1
Ulriksdalbladet,;Ulriksdalbladet,;Roklé-förlaget	Ulriksdalbladet	   1
Håndslag;Emil Kihlström)	Håndslag	   1
Svenska fiskareförbundet,;Svenska fiskareförbundet,;Ostkusten,;Svenska ostkustfiskarenas centralförbund	Svenska fiskare	   1
Svenska västkustfiskarnas centralförbund	Svenska västkustfiskarnas central	   1
Dentalbladet,;Dentalbladet,;Dentalaktiebolaget	Dentalbladet	   1
Fiskaren,;Fiskaren,;Södra Hallands fiskareförening,;Nya Västkustfiskaren	Fiskaren	   1
Hjälp,;Hjälp,;Föreningen Självhjälp,;Hjälp,;Stiftelsen Glädje åt andra,;Dioh-orden i Sverige,;Hjälp	Hjälp	   1
c/o Stiftelsen Glädje åt andra,;c/o Stiftelsen Glädje åt andra,;J. Uddin	c/o Stiftelsen Glädje åt andra	   1
DU-klubbarna i Stockholm,;DU-klubbarna i Stockholm,;Demokratisk ungdom	DU-klubbarna i Stockholm	   1
Förlags AB Norden,;Förlags AB Norden,;Allmänna pressbolaget,;Svensk livsmedeltidning,;Stockholms matvaruhandlareförening,;Livsmedelshandlarnas centralförening,;Stockholms speceri- & livsmedelshandlareförening	s A.B. Norden	   1
Svensk livsmedelshandel,;Svensk livsmedelshandel,;Förlags AB Norden	Svensk livsmedelshandel	   1
Europeiska kulturförbundet	Europeiska kultur	   1
O. Eklund,;O. Eklund,;Vid julbrasan,;Oskar Eklunds bokförlag,;Godtemplarorden,;Eklunds & Vasatryck förlagsaktiebolag	O. Eklund	   1
Söndagskolfören	Söndagsskolfören	   1
Sveriges landstormsföreningars centralförbunds sekretariat,;Sveriges landstormsföreningars centralförbunds sekretariat,;Landstormsmannen	Sveriges landstormsföreningars centrals sekretariat	   1
Artemis förlag	Artemi	   1
Helsingland,;Helsingland,;Helsingland	Helsingland	   1
Poselstwo rzeczypospolitej Polskiej w Sztokholmie	Poselstvo rzeczypospolitej Polskiej v Sztokholmie	   1
Folkrevyen Skandia,;Folkrevyen Skandia,;Folkrevyen Skandia,;Skandia,;Skandiarevyen,;Skandiarevyen,;Folkrevyen Skandia	Folkrevyen Skandia	   1
Svenska landsbygdens studieförbund	Svenska landsbygdens studieförb	   1
Föreningen Svenska livförsäkringsinspektörer,;Föreningen Svenska livförsäkringsinspektörer,;Föreningen Svenska livförsäkringsinspektörer,;Svenska livförsäkringsinspektörernas riksförbund	Föreningen Svenska livförsäkringsinspektörer	   1
Grapes konstförlag	Grapes konst	   1
Julbudskapets förlag	Julbudskapet	   1
Åhlén och söners förlag,;Åhlén och söners förlag,;Liv,;Liv	Åhlen & söner	   1
Svenska vanföreanstalternas centralkommitté,;Svenska vanföreanstalternas centralkommitté,;Svenska vanförevårdens centralkommitté,;Svenska vanförevårdens centralkommitté	Svenska vanföreanstalternas centralkommitte	   1
Trädgårdstidningen,;Trädgårdstidningen,;Trädgårdstidningen,;Nordisk rotogravyr	Trädgårdstidningen	   1
Sveriges lots- och fyrpersonals förening	Sveriges lots- & fyrpersonals förening	   1
Sveriges lots- och sjöfarts-tidning,;Sveriges lots- och sjöfarts-tidning,;Lotsverkets personalförening	Sveriges lots- & sjöfarts-tidning	   1
Romabibl.	Romabibl	   1
Sver[i]ges kommunistiska ungdomsförbund	Sveriges kommunistiska ungdoms	   1
N. Setterström	N. Zetterström	   1
[E. Wingård]	E. Wingård	   1
Skånes fotbolls- och idrottstidning	Skånes fotbolls- & idrottstidning	   1
Aktiebolaget Lux	Aktiebolaget Ljus	   1
Svenska stenografförbundet,;Svenska stenografförbundet,;Svenska stenografförbundet	Svenska stenograf	   1
Sport och tips	Sport & tips	   1
Bokförlaget Brand	Bok Brand	   1
Joker,;Joker,;Världspressens förlag,;Joker	Joker	   1
Fredsfanan,;Fredsfanan,;Svenska fredsföreningen,;Fredsfanan,;Svenska freds- och skiljedomsföreningen	Fredsfanan	   1
Svensk trädgårds-tidning,;Svensk trädgårds-tidning,;Svensk trädgårds-tidning	Svensk trädgårds-tidning	   1
C. J. Clay	C.J. Clay	   1
Maskinteknik i jord och skog	Maskinteknik i jord & skog	   1
I Sovjetland	I. Sovjetland	   1
Svensk bageri- och konditoritidning	Svensk bageri- & Coonditoritidning	   1
Kungl. Lantbruksakademien (Royal Swedish Academy of Agriculture)	 Lantbruksakademien	   1
Tryckningskommitténs förlagsexpedition	Tryckningskommittensexpedition	   1
Ungdomens jul,;Ungdomens jul,;Förlag By och bygd	Ungdomens jul	   1
Eskilstuna sagostundskommitté	Eskilstuna sagostundskommitte	   1
Ung front,;Ung front,;Ung front,;Ung front	Ung front	   1
Kommittén för Svenska missionen i Kina,;Kommittén för Svenska missionen i Kina,;Svenska missionen i Kina	Kommitten för Svenska missionen i Kina	   1
Kommittén för Svenska missionen i Kina	Kommitten för Svenska missionen i Kina	   1
Start,;Start,;Göteborgs idrottsförbund	Start	   1
Karl Alinders förlag	Karl Alinder	   1
Socialistiska partiet i Göteborg och västra Sverige	Socialistiska partiet i Göteborg & västra Sverige	   1
Västra distriktet, Sveriges nationella ungdomsförbund	Västra distriktet, Sveriges nationella ungdoms	   1
C. A Leffler	C.A. Leffler	   1
Tidskrift för skogshushållning,;Tidskrift för skogshushållning,;C.G. Holmerz	Tidskrift för skogshushållning	   1
Arbetarnas idrottsförening,;Arbetarnas idrottsförening,;Arbetaridrottsföreningarnas samorganisation	Arbetarnas idrottsförening	   1
Folkpartiet (Gotland)	Folkpartiet	   1
Sveriges nationella ungdomsförbund, Södermanland-Västmanlands distrikt	Sveriges nationella ungdoms, Södermanland-Västmanlands distrikt	   1
Upplands distriktsloge av I.O.G.T.	Upplands distriktsloge av I.O.G.T	   1
Nyrén	Nyren	   1
Vestmanlands läns tidning	Vestmanlands läns tidn	   1
[Liber librorum]	Liber librorum	   1
[Kungliga tryckeriet]	 tryckeriet	   1
W. Sandell,;W. Sandell,;W. Sandell	W. Sandell	   1
Skandinavisk-jødisk ungdomsforbund,;Skandinavisk-jødisk ungdomsforbund,;Skandinavisk-judiska ungdomsförbundet	Skandinavisk-jödisk ungdomsforbund	   1
Missionstidning för Israel,;Föreningen för Israelsmission,;Svenska Israelsmissionen	Missionstidning för Israel	   1
Svenska tullkvarnars riksförbund,;Svenska tullkvarnars riksförbund,;Svenska bygdekvarnars riksförbund,;Svenska bygdekvarnars riksförbund,;Kvarn- och fodermedelsbranschens riksförbund,;Sveriges kvarn- och spannmålshandlareförbund	Svenska tullqvarnars riks	   1
Sveriges handtverksorganisation,;Sveriges handtverksorganisation,;Sveriges hantverksorganisation	Sveriges handtverksorganisation	   1
Swedish touring club [Sv. turistfören.]	Svedish touring club	   1
Internationella arbetarkommittén	Internationella arbetarkommitten	   1
Svenska småföretagares intresseförening,;Svenska småföretagares intresseförening,;Svenska småföretagares riksförbund,;Svenska företagares riksförbund	Svenska småföretagares intresseförening	   1
Stockholms kaféidkareförening,;Stockholms kaféidkareförening,;Stockholms kaféidkareförening ;;Sveriges kaféidkarföreningar,;Riksföreningen för Svensk kafénäring ; Sveriges kaféidkarföreningar,;Stockholms kaféidkareförening	Stockholms kafeidkareförening	   1
Svenska pianohandlareförbundet	Svenska pianohandlare	   1
Föreningen för skogsvård,;Föreningen för skogsvård,;Svenska skogsvårdsföreningen	Föreningen för skogsvård	   1
Ljus förlag	Lju	   1
Svensk kafétidning	Svensk kafetidning	   1
Förlags AB Vår kamp	s A.B. Vår kamp	   1
Tornedalens elevförbund	Tornedalens elev	   1
Marius Hartz förlag, Butterick mönsteraffär	Marius Hartz , Butterick mönsteraffär	   1
Svensk tidning för handel, industri och sjöfart	Svensk tidning för handel, industri & sjöfart	   1
Linköpings lithografiska a.-b.	Linköpings lithografiska a.-b	   1
Mors hyllning,;Mors hyllning,;Landsbygdens jul,;Mors hyllnings förlag,;By och bygd	Mors hyllning	   1
Platsgivarnes tidning,;Platsgivarnes tidning,;Egendoms- o. Låneförmedlingen Merkurius	Platsgivarnes tidning	   1
Sveriges kyrkliga lärareförbund,;Sveriges kyrkliga lärareförbund,;Sveriges kyrkliga lärarförbund,;Sveriges kyrkliga lärarförbund ;;Sveriges kristliga seminariströrelse,;Sveriges kyrkliga lärarförbund ;;Blivande lärares kristna sammanslutning	Sveriges kyrkliga lärare	   1
Palmblad & c.	Palmblad & co	   1
Mitt hem,;Bröderna Lagerström,;Mitt hem	Mitt hem	   1
N.V.E. Nordenmark,;N.V.E. Nordenmark,;Herman Lundgren,;A. Lundgren,;Knut Falk,;Assurans	N.V.E. Nordenmark	   1
Odyssé	Odysse	   1
Universella broderskapets förlag,;Universella broderskapets förlag,;Universella broderskapets teosofiska förlag	Universella broderskapet	   1
Sveriges sjöfarande kvinnors förening	Sveriges sjöfarande qvinnors förening	   1
Banktidningen,;Banktidningen,;Pressens korrespondens- och annonsbyrå,;AB Egendoms- o. låneförmedlingen Merkurius	Banktidningen	   1
Soliditet,;Soliditet,;Brobergs boktryckeri,;Upplysnings-tidningen Soliditet,;Egendoms- och låneförmedlingen Merkurius	Solidaritet	   1
Universella broderskapet,;Universella broderskapet,;Universella broderskapets organisation,;Universella broderskapets förlag	Universella broderskapet	   1
[Boëtius Hagen]	Boetius Hagen	   1
Bokförl. Ugglan	Bok Ugglan	   1
N. A. Zilliacus	N.A. Zilliacus	   1
Förlag Johnsson,;Förlag Johnsson,;Svensk kvarntidning	 Johnsson	   1
[Hierta]	Hierta	   1
Florén ;;Östlund & Berling	Floren	   1
Bank-, fond- och handels-tidningen	Bank-, fond- & handels-tidningen	   1
Lindgren,;Bohlin)	Lindgren	   1
Hasselblads fotografiska A.-B.	Hasselblads fotografiska AB	   1
Svenska nationalförbundet för munhygienens befrämjande	Svenska national för munhygienens befrämjande	   1
Syddansk Universitetsforl.	Syddansk Universitets	   1
Nöjen i ord och bild	Nöjen i ord & bild	   1
Förlags AB Kikaren	s A.B. Kikaren	   1
Svenska byggnadsträarbetareförbundet	Svenska byggnadsträarbetare	   1
Svenska institutet i Rom ;;Åström [distributör]	Svenska institutet i Rom	   1
Samfund til udgivelse af gammel nordisk literatur	Samfund til udgivelse af gammel nordisk litteratur	   1
Atrium Hakon Lindquist AB	Atrium Hakon Lindqvist AB	   1
Appelbergs (distr.)	Appelberg	   1
Mattsons bokh.	Mattssons bokhandel	   1
Svenska journalistföreningens Göteborgskrets;Svenska journalistföreningens Göteborgskrets;Västra föreningen av Svenska journalistförbundet	Svenska journalistföreningens Göteborgskrets	   1
Baptistmissionens bokförlag	Baptistmissionens bok	   1
Ström-karlen,;Ström-karlen,;Statens vattenfallsverks tjänstemannaförbund,;Vattenfallsverkens personalförbund	Ström-karlen	   1
Sveriges fångvårdsmannaförbund	Sveriges fångvårdsmanna	   1
Svensk polis-tidnings förl. :;Fritzes bokh. [distributör]	Svensk polis-tidning	   1
Åhlen & Åkerlund ;;Bonnier	Åhlen & Åkerlund	   1
Stockholms-tidningen :;Nordin & Josephson [distributör]	Stockholms-Tidningen	   1
Väg- och vattenbyggaren,;Väg- och vattenbyggaren,;Sv. väg- och vattenbyggnadsarbetareförbundet,;Väg- och vattenbyggaren	Väg- & vattenbyggaren	   1
Förf. (box 191)	Förf	   1
Svenska postmannaförbundet	Svenska postmanna	   1
Virgin (i komm.)	Virgin	   1
IOGT :;NTO,;IOGT :;NTO,;IOGT	IOGT	   1
Reformatorns redaktion,;Reformatorns redaktion,;Daggdroppen,;Goodtemplar- och templarordnarna,;I.O.G.T. ;;N.T.O.	Reformatorns redaktion	   1
Macmillan and Co.	Macmillan and Co	   1
Malmöhus läns ungsvenska distrikt,;Malmöhus läns ungsvenska distrikt,;Alternativ	Malmöhus läns ungsvenska distrikt	   1
Stiftelsen Svenska centralen för psykisk forskning,;Stiftelsen Svenska centralen för psykisk forskning,;Böckernas biblioteksförlag,;Förlaget Fritt forum	Stiftelsen Svenska centralen för psykisk forskning	   1
Skånska trädgårdsföreningen,;Skånska trädgårdsföreningen,;Skånska trädgårdsföreningen	Skånska trädgårdsföreningen	   1
Gleerup,;C.W.K. Gleerups förlag,;Kyrkor under korset	Gleerup	   1
Kyrko-musikern,;Kyrko-musikern,;Kyrko-musikerns förlag	Kyrko-musikern	   1
Kyrkomusik och skolsång	Kyrkomusik & skolsång	   1
Arbetsutskottet, Linköpings stifts kyrkosångsförbund,;Arbetsutskottet, Linköpings stifts kyrkosångsförbund,;Kyrkosångsförbundet,;Kyrkosångsförbundet	Arbetsutskottet, Linköpings stifts kyrkosångs	   1
Borup :;[Seelig]	Borup	   1
[Åhlén & Holm],;[Åhlén & Holm],;[Åhlén & Åkerlunds förlag (Albert Bonnier)]		   1
Lundholm :;Hellberg	Lundholm	   1
Göteborgsföreningen 'Ät mer frukt'	Göteborgsföreningen 'Ät mer frukt	   1
Svenska velocipedförbundet	Svenska velociped	   1
[Sv. Familj-journalen Svea]	Svenska Familj-journalen Svea	   1
Cykel- och motormarknaden	Cykel- & motormarknaden	   1
Sveriges nationella förbunds västra distrikt	Sveriges nationella s västra distrikt	   1
Förb. för sv. församl.-arb. i Finland r.f., ;;Lindblad	 för Svenska församl.-arb. i Finland r.f	   1
Förlags-A.-B. Norden	s-A.-B. Norden	   1
Riksförbundet för fjärdingsmän och polismän	Riks för fjärdingsmän & polismän	   1
Almqvist & Wicksell i komm	Almqvist & Wiksell	   1
[Riala]	Riala	   1
A/B Carl Larssons mekaniska verkstad	A/B. Carl Larssons mekaniska verkstad	   1
Carl Lunds fabriks A.-B.	Carl Lunds fabriks A.-B	   1
Julstämnings förlag,;Julstämnings förlag,;Åhlén & Åkerlund (Julstämnings förlag),;Åhlén & Åkerlund,;Åhlén & Åkerlund,;Åhlén & Åkerlund,;Åhlén & Åkerlunds förlag, Albert Bonnier	Julstämning	   1
Sveriges maskinist- och maskinmästareförbund	Sveriges maskinist- & maskinmästare	   1
Svensk allmogetidskrift,;Svensk allmogetidskrift,;Svenska allmogeförlaget	Svensk allmogetidskrift	   1
P. A. Norstedt & söners förlag,;P. A. Norstedt & söners förlag,;Gleerups,;Biblioteksbladet,;Sveriges allmänna biblioteksförening,;Sveriges allmänna biblioteksförening,;Biblioteksbladet,;Svensk biblioteksförening	P.A. Norstedt & Söner	   1
Chappell & Co.	Chappell & Co	   1
Sveriges åboförbund,;Sveriges åboförbund,;Aktiebolaget Allmogen	Sveriges åbo	   1
Beli-förlaget	Beli-	   1
Ivar Hässlers bokförlag	Ivar Hässlers bok	   1
Elektriska AB Siemens	Elektriska A.B. Siemens	   1
Förlaget favoritböcker	 favoritböcker	   1
Kultur och teknik	Kultur & teknik	   1
Damsporten i ord och bild	Damsporten i ord & bild	   1
Skandia news	Skandia nevs	   1
Etiketten och märket	Etiketten & märket	   1
Succʹemelodier	Succemelodier	   1
V. Lundström	N. Lundström	   1
Svenska turistföreningen,;Oskar Blomqvists boktr.)	Svenska turistfören	   1
Sveriges flickors scoutförbund,;Sveriges flickors scoutförbund,;Svenska scoutförbundet	Sveriges flickors scout	   1
Sveriges lottaföreningar,;Sveriges lottaföreningar,;Riksförbundet Sveriges lottakårer	Sveriges lottaföreningar	   1
Holmquists boktryckeri,;Holmquists boktryckeri,;Tidning för byggnadskonst	Holmqvists boktryckeri	   1
Förlag AB Norden,;Förlag AB Norden,;Svensk snickeritidskrift	 A.B. Norden	   1
Förl. Johnsson,;Svensk snickeritidning	 Johnsson	   1
Svenska sportfiskareförbundet	Svenska sportfiskare	   1
AB Svenska metallverken	A.B. Svenska metallverken	   1
De svenska djurskyddsföreningarnas centralförbund	De svenska djurskyddsföreningarnas central	   1
Förlags AB 'Vald litteratur'	s AB 'Vald litteratur	   1
Humanitet,;Humanitet,;Humanitet,;Humanitet	Humanitet	   1
Stockholms läns bildningsförbund	Stockholms läns bildnings	   1
Evangeliska fosterlands-stiftelsens förlagsexpedition,;Evangeliska fosterlands-stiftelsens förlagsexpedition,;Centralstyrelsen för De Ungas förbund	Evangeliska fosterlandsstiftelsens-expedition	   1
Skandinavisk veterinär-tidskrift för bakteriologi, patologi samt kött- och mjölkhygien,;Almqvist & Wiksells boktr.);Skandinavisk veterinär-tidskrift,;Skandinavisk veterinär-tidskrift,;Skandinavisk veterinär-tidskrift	Skandinavisk veterinär-tidskrift för bakteriologi, patologi samt kött- & mjölkhygien	   1
Skandinaviska bokförlaget,;Skandinaviska bokförlaget,;Skandinaviska bokförlaget	Skandinaviska bok	   1
Evangelii budbärare,;Evangelii budbärare,;Brödernas missions-aktiebolag,;Evangelii budbärare	Evangelii budbärare	   1
Swing,;Swing,;Swing	Sving	   1
Gustaf E. Reuters kolimport A.-B.	Gustaf E. Reuters kolimport A.-B	   1
Svenska bryggeriarbetareförbundet,;Svenska bryggeriarbetareförbundet,;Svenska bryggeriindustriarbetareförbundet,;Svenska bryggeriarbetaren	Svenska bryggeriarbetare	   1
Brunnsviks folkhögskolas kvartalsskrift	Brunnsviks folkhögskolas qvartalsskrift	   1
Brünnische bogtr.	Brynnische bogtr	   1
J. A. Nilsson	J.A. Nilsson	   1
Vårt hems förlag,;Vårt hems förlag,;Åhlén & Åkerlunds förlag	Vårt hem	   1
B. Wahlströms förlag	B. Wahlström	   1
Racings förlag	Racing	   1
Allhems förlag,;Allhems förlag,;Sjövärnsposten,;Sjövärnsposten	Allhem	   1
Ecole Nationale des Eaux et Foréts	Ecole Nationale des Eaux et Forets	   1
Det profetiska ljuset,;Det profetiska ljuset,;Det profetiska ljuset	Det profetiska ljuset	   1
Till rors,;Otto Ahlströms boktr.)	Till rors	   1
Sveriges allmänna handelsförening,;Nya Dagligt allehandas tidningsaktiebolags tr.)	Sveriges allmänna handelsförening	   1
Skyltfönstret,;Skyltfönstret,;Skyltfönstret	Skyltfönstret	   1
A/B Kundkontroll	A/B. Kundkontroll	   1
A. Nilson i komm	A. Nilsson	   1
Virkesmätaren,;Virkesmätaren,;Virkesmätaren	Virkesmätaren	   1
G. Walfr. Wilhelmssons boktr.	G. Walfr. Wilhelmssons boktr	   1
Kungl. Livgrenadjärregementets kamratförening,;Kungl. Livgrenadjärregementets kamratförening,;Östgötagrenadjären	 Livgrenadjärregementets kamratförening	   1
Tärna,;Tärna,;Kamratföreningen vid Västmanlands folkhögskola å Tärna	Tärna	   1
Sveriges allmänna sjukkasseförbund,;Sveriges allmänna sjukkasseförbund,;Svenska sjukkasseförbundet	Sveriges allmänna sjukkasse	   1
Norstedt :;Bonnier	Norstedt	   1
Allmänna svenska boktryckareföreningen,;Allmänna svenska boktryckareföreningen,;Svenska boktryckareföreningen	Allmänna svenska boktryckareföreningen	   1
Bonnier,;Bonnier,;Åhlén & Åkerlund	Bonnier	   1
Skaradjäknarnas Skaraavdelning,;Skaradjäknarnas Skaraavdelning,;Skaradjäknarnas förening	Skaradjäknarnas Skaraavdelning	   1
Gernandts Förlag	Gernandt	   1
Socialdemokratiska Arbetarepartiets förlag	Socialdemokratiska arbetarepartiet	   1
Åhlʹen & Åkerlund (Bonnier)	Åhlen & Åkerlund	   1
Schlagern	Schlager-	   1
Folkparken,;Folkparken,;Folkparken,;Folkparken	Folkparken	   1
Sv. bok- o. musikförl.	Svenska bok- & musik	   1
Med motorbåt,;Med motorbåt,;Förlags A.-B. Naval	Med motorbåt	   1
Ekonomiska frihetsförbundet,;Ekonomiska frihetsförbundet,;Ekonomiska frihetsförbundet	Ekonomiska frihets	   1
Östlund och Berling	Östlund & Berling	   1
Hazelius, Artur (1-7),;Nordiska museet (8-10)	Hazelius, Artur 1-7	   1
H.L.O. Winberg, N. Engström,;H.L.O. Winberg, N. Engström,;H.L.O. Winberg, M. Weibull	H.L.O. Winberg, N. Engström	   1
Svenska socialvårdsförbundets kamratförening	Svenska socialvårdss kamratförening	   1
Sv. Morgonbl:s förlagsexp.	Svenska Morgonbl:sexp	   1
Gefleborgsjournalisterna,;Gefleborgsjournalisterna,;Gävleborgskretsen av Svenska journalistföreningen	Gefleborgsjournalisterna	   1
Kvinnliga kontorist- & expeditföreningen,;Kvinnliga kontorist- & expeditföreningen,;Kvinnliga kontoristföreningen i Stockholm	Kvinnliga kontorist- & expeditföreningen	   1
Nordiska förlagsbyrån	Nordiska sbyrån	   1
F. G. Beijer	F.G. Beijer	   1
Ny tidning för idrotts förl.	Ny tidning för idrott	   1
Killberg & Son ;;J.W. Svensson	Killberg & Son	   1
[Vestkusten]	Vestkusten	   1
[Nutiden]	Nutiden	   1
Fosterlandet Publ. Co:s förl.	Fosterlandet Publ. Co	   1
National-socialisten,;National-socialisten,;National-socialisten,;National-socialisten	National-socialisten	   1
Hembygdens förlag ;;Seelig [i distribution]	Hembygden	   1
Exp. af 'För hemmet'	Exp. af 'För hemmet	   1
Lantbruksförb:s tidskr.-ab. [Seelig]	Lantbruksförb:s tidskr.-ab	   1
[Wasa tryck.bol.]	Wasa tryck.bol	   1
Rohloffs bokh. (distr.)	Rohloffs bokhandel	   1
Norrman	Norman	   1
KF ;;Veckotidningen Vi	KF	   1
Veckotidn. Vi / [Koop. förb.]	Veckotidn. Vi/KF	   1
Roth	Rothe	   1
C. Andersson	N. Andersson	   1
Femöresbibl.	Femöresbibl	   1
Femöres-bibl.	Femöres-bibl	   1
[Habereger]	Haberegger	   1
Wankijff, Kongl. Booktr.	Wankijff, Kongl. Booktr	   1
[Georg Richolff]	Georg Richolff	   1
[Kongl. boktryckeriet]	Kongl. boktryckeriet	   1
Tryckt uti förr thetta Grefingska tryckeriet.	Tryckt uti förr thetta Grefingska tryckeriet	   1
Kongl. Tryckeriet.	Kongl. tryckeriet	   1
[Lars Salvius]	Lars Salvius	   1
tryckt uti thet Kongl. tryckeriet.	tryckt uti thet Kongl. tryckeriet	   1
[kongl. tryckeriet]	Kongl. tryckeriet	   1
Sv. hem	Svenska hem	   1
Kolportage-bol.	Kolportage-bol	   1
Evang. fosterlandsstiftelsens förlag	Evangeliska fosterlandsstiftelsen	   1
